studyPointID,LFEVTGroupCd_FINAL,os_loading,ms_loading,us_loading,tree_loading,snag_loading,shrub_loading,herb_loading,herb_percentlive,moss_loading,lichen_loading,litter_loading,litter_depth,duff_loading,duff_depth,1hr_loading,10hr_loading,100hr_loading,fwd_loading,1000hrS_loading,1000hrR_loading,1000hr_loading,10000hrS_loading,10000hrR_loading,10000hr_loading,GT10000hrS_loading,GT10000hrR_loading,GT10000hr_loading,cwd_sound_loading,cwd_rotten_loading,cwd_loading
16934,1005,,,,35.92,0,0.44,0.06,,,,4.4,,1.54,,0.04,0.19,0,0.23,,,,,,,,,,,,0
16935,1005,,,,24.41,0.08,0,0.06,,,,2.64,,0,,0.05,0.93,1.36,2.34,,,,,,,,,,,,0
16936,684,,,,40.06,0,0.49,0,,,,13.03,,0,,0.01,0,0,0.01,,,,,,,,,,,,0
16937,684,,,,60.32,1.21,0.44,0.06,,,,4.23,,2.56,,0.15,1.48,5.45,7.08,,,,,,,,,,,,0
16938,1005,,,,14.13,0.11,4.24,0.01,,,,0.88,,1.54,,0.07,0.93,1.37,2.37,,,,,,,,,,,,0
16939,680,,,,0,0.32,1.21,0.12,,,,0.53,,0,,0.07,1.11,6.83,8.01,,,,,,,,,,,,0
16940,668,,,,6.83,0,4.24,0.06,,,,0.35,,0,,0.09,0.93,0,1.02,,,,,,,,,,,,0
16941,1005,,,,2.02,0,0,0.37,,,,1.23,,0,,0.04,0.56,0,0.6,,,,,,,,,,,,0
16942,680,,,,14.59,0,3.51,0,,,,1.06,,0,,0.12,0.74,1.37,2.23,,,,,,,,,,,,0
16943,1005,,,,117.02,2.55,0.44,0.24,,,,8.45,,5.64,,0.04,0.37,0,0.41,,,,,,,,,,,,13.32
16944,660,,,,51.42,0,0,0,,,,7.04,,21.02,,0.02,0,0,0.02,,,,,,,,,,,,0
16945,1005,,,,121.72,0.57,0.48,0.37,,,,1.94,,0,,0.12,1.85,0,1.97,,,,,,,,,,,,13.29
16946,684,,,,71.15,0.54,0.44,0,,,,5.28,,15.9,,0.04,0.37,1.37,1.78,,,,,,,,,,,,13.12
16947,680,,,,42.8,0,0.87,0.43,,,,4.75,,0.51,,0.04,0,0,0.04,,,,,,,,,,,,0
16948,666,,,,68.55,1.01,2.17,0,,,,4.58,,2.56,,0.05,0.37,1.36,1.78,,,,,,,,,,,,3.21
16949,1005,,,,12.84,0,2.17,0,,,,4.93,,2.56,,0.03,0,0,0.03,,,,,,,,,,,,0
16950,666,,,,20.09,0,0.63,0,,,,1.58,,1.54,,0.09,0.19,2.73,3.01,,,,,,,,,,,,0
16951,1005,,,,21.27,0,1.21,0.01,,,,2.82,,1.03,,0.09,0,1.36,1.45,,,,,,,,,,,,0
16952,1005,,,,24.45,0.28,0.44,0,,,,7.22,,2.05,,0.02,0.38,1.39,1.79,,,,,,,,,,,,0
16953,1005,,,,32.72,0,0.49,0,,,,3.52,,3.59,,0.2,0.93,1.37,2.5,,,,,,,,,,,,12.15
16954,1005,,,,12.89,0,0.49,0,,,,3.17,,0.51,,0.04,0.19,0,0.23,,,,,,,,,,,,0
16955,666,,,,8.05,0.64,0.49,0.06,,,,3.35,,0.51,,0.04,0.56,1.36,1.96,,,,,,,,,,,,0
16956,1005,,,,7.6,0,0,0.06,,,,4.23,,0,,0.04,1.3,1.37,2.71,,,,,,,,,,,,0
16957,677,,,,93.42,3.28,0.44,0.3,,,,12.32,,0,,0.03,0.56,2.73,3.32,,,,,,,,,,,,0
16958,677,,,,70.27,0.15,0,0.12,,,,7.39,,0.51,,0.04,1.11,1.36,2.51,,,,,,,,,,,,0
16959,684,,,,30.89,0,0.87,0.01,,,,7.22,,19.48,,0.12,0.74,4.09,4.95,,,,,,,,,,,,0
16960,684,,,,28.36,0,0.87,0.06,,,,17.61,,2.05,,0.02,0.37,0,0.39,,,,,,,,,,,,0
16961,684,,,,12.67,0,0.49,0.3,,,,2.11,,1.54,,0.01,0,0,0.01,,,,,,,,,,,,0
16962,684,,,,63.1,0,0.48,0.06,,,,4.4,,1.03,,0.1,1.48,0,1.58,,,,,,,,,,,,2.17
16963,1005,,,,83.57,9.16,0,0,,,,6.51,,4.61,,0.04,1.48,2.73,4.25,,,,,,,,,,,,10.9
16964,684,,,,63.23,4.59,0.48,0,,,,4.93,,1.03,,0.05,0.37,1.36,1.78,,,,,,,,,,,,2.71
16965,684,,,,33.21,0.52,0.63,0,,,,16.2,,2.05,,0.04,0.74,0,0.78,,,,,,,,,,,,0
16966,684,,,,14.41,0,0,0.06,,,,0.53,,0,,0.21,1.3,0,1.51,,,,,,,,,,,,0
16967,684,,,,35.11,0,0.63,0,,,,3.7,,0,,0.01,0,0,0.01,,,,,,,,,,,,0
16968,1005,,,,18.1,1.65,0,0,,,,8.63,,13.33,,0,0,0,0,,,,,,,,,,,,12.61
16969,1005,,,,58.09,2.86,0.49,0.12,,,,3.7,,3.59,,0.06,1.48,5.46,7,,,,,,,,,,,,0
16970,1005,,,,46.85,0.13,0.87,0,,,,0.35,,1.03,,0.05,0.74,1.36,2.15,,,,,,,,,,,,5.38
16971,1005,,,,16.7,0,2.79,0,,,,3.7,,0,,0.1,0,0,0.1,,,,,,,,,,,,0.56
16972,666,,,,15.56,0,0.87,0.12,,,,4.4,,3.59,,0.06,1.3,5.45,6.81,,,,,,,,,,,,0.5
16973,1005,,,,31.85,0.64,0.49,0.06,,,,6.16,,1.03,,0.04,1.3,4.09,5.43,,,,,,,,,,,,0
16974,666,,,,5.45,0,0,0,,,,0,,0,,0.12,0.37,0,0.49,,,,,,,,,,,,0
16975,677,,,,38.39,0.19,0.63,0,,,,10.04,,3.08,,0.02,0.37,2.73,3.12,,,,,,,,,,,,0
16976,680,,,,40.33,1.05,0.48,0.18,,,,5.99,,0.51,,0.3,3.7,5.45,9.45,,,,,,,,,,,,110.86
16977,1005,,,,78.1,2.75,0.48,0.18,,,,5.63,,7.69,,0.12,0.74,2.73,3.59,,,,,,,,,,,,24.49
16978,1005,,,,46.81,0.29,0.63,0.01,,,,5.11,,2.56,,0.14,1.85,0,1.99,,,,,,,,,,,,0
16979,1005,,,,23.66,0.08,0.44,0.12,,,,1.06,,1.54,,0.22,0.93,2.73,3.88,,,,,,,,,,,,17.7
16980,666,,,,26.56,0,2.79,0,,,,4.05,,1.03,,0.09,0.93,4.09,5.11,,,,,,,,,,,,35.53
16981,1005,,,,61.63,2.63,1.21,0,,,,3.7,,9.23,,0.07,0.93,0,1,,,,,,,,,,,,102.35
16982,684,,,,32.43,0,0.48,0.18,,,,0.88,,0,,0.02,0.56,4.1,4.68,,,,,,,,,,,,0
16983,684,,,,19.48,0.26,0.63,0,,,,4.4,,1.03,,0.04,0.19,0,0.23,,,,,,,,,,,,4.51
16984,666,,,,2.53,5.73,3.51,0,,,,0.7,,0,,0.05,1.11,2.73,3.89,,,,,,,,,,,,12.92
16985,684,,,,24.4,0,4.24,0.01,,,,2.99,,0,,0.12,0.37,0,0.49,,,,,,,,,,,,0
16986,680,,,,52.7,0.68,0,0.55,,,,1.76,,0,,0,0,0,0,,,,,,,,,,,,0
16987,666,,,,10.73,0,4.24,0.01,,,,7.92,,5.13,,0.15,0.19,0,0.34,,,,,,,,,,,,1.03
16988,684,,,,32.22,0,0.48,0.01,,,,10.92,,1.03,,0.02,0,0,0.02,,,,,,,,,,,,0
16989,684,,,,,,0.49,0.43,,,,0,,0,,0,0,0,0,,,,,,,,,,,,0
16990,666,,,,6.88,0,4.24,0.01,,,,4.4,,1.03,,1.3,6.48,0,7.78,,,,,,,,,,,,0
16991,666,,,,28.41,0.46,0,0.24,,,,6.51,,1.03,,0.02,0,2.73,2.75,,,,,,,,,,,,0
16992,660,,,,59.98,5.91,0.48,0.06,,,,4.05,,1.03,,0.12,0.74,2.73,3.59,,,,,,,,,,,,2.91
16993,666,,,,99.32,0,0.48,0.01,,,,3.87,,4.61,,0.04,0.56,1.36,1.96,,,,,,,,,,,,0
16994,684,,,,12.06,0,0,0.6,,,,1.23,,0,,0,0,0,0,,,,,,,,,,,,0
16995,680,,,,235.93,7.75,2.17,0.06,,,,1.58,,1.54,,0.03,0.19,0,0.22,,,,,,,,,,,,0
16996,684,,,,33.07,0,0,0.01,,,,2.99,,0.51,,0,0,0,0,,,,,,,,,,,,0.56
16997,740,,,,59.62,1.9,0.48,0,,,,4.23,,2.56,,0.05,0.56,2.73,3.34,,,,,,,,,,,,6.59
16998,660,,,,70.07,8.16,0.44,0.3,,,,2.82,,1.03,,0.04,0.37,4.09,4.5,,,,,,,,,,,,0
16999,666,,,,60.7,0,1.64,0.01,,,,9.16,,8.2,,0.03,0.37,0,0.4,,,,,,,,,,,,0
17000,694,,,,62.08,0,3.51,0.01,,,,,,,,0.16,0.37,1.36,1.89,,,,,,,,,,,,5.94
17001,1005,,,,48.61,0,2.17,0.01,,,,7.39,,1.54,,0.05,0.37,0,0.42,,,,,,,,,,,,1.51
17002,1005,,,,7.08,0,2.17,0.01,,,,2.99,,0.51,,0.03,0.19,0,0.22,,,,,,,,,,,,1.26
17003,684,,,,7.03,0,0.49,0.12,,,,21.13,,1.03,,0.04,0.19,0,0.23,,,,,,,,,,,,0
17004,1005,,,,18.59,2.78,1.21,0,,,,2.11,,7.18,,0.04,0,0,0.04,,,,,,,,,,,,0
17005,1003,,,,15.66,0,0.87,0,,,,1.58,,0.51,,0.08,0.74,0,0.82,,,,,,,,,,,,0
17006,684,,,,,,0,0,,,,3.17,,1.03,,0,0,0,0,,,,,,,,,,,,0
17007,684,,,,34.93,1.69,0.49,0,,,,0.53,,0,,0.12,0.74,1.36,2.22,,,,,,,,,,,,0
17008,684,,,,54.79,0.24,0.44,0,,,,0,,0,,0.07,0.74,6.85,7.66,,,,,,,,,,,,5.18
17009,684,,,,66.57,0.4,2.17,0.01,,,,1.94,,4.1,,0.06,1.48,0,1.54,,,,,,,,,,,,4.61
17010,684,,,,24.79,0.51,0.49,0,,,,4.05,,7.18,,0.1,1.11,1.36,2.57,,,,,,,,,,,,0
17011,1005,,,,0.42,0,2.79,0,,,,0.18,,0.51,,0.3,5.55,0,5.85,,,,,,,,,,,,0
17012,660,,,,24.73,0,0.44,0.01,,,,4.23,,1.54,,0.08,0.37,1.37,1.82,,,,,,,,,,,,0
17013,1005,,,,57.58,6.23,0.44,0,,,,5.28,,16.92,,0.11,0.56,2.73,3.4,,,,,,,,,,,,11.36
17014,740,,,,30.32,0.68,2.17,0,,,,3.52,,2.56,,0.12,0.93,5.46,6.51,,,,,,,,,,,,0
17015,666,,,,89.58,0.87,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0
17016,1005,,,,31.35,2.08,3.51,0,,,,6.34,,6.15,,0.28,1.48,9.54,11.3,,,,,,,,,,,,0
17017,680,,,,79,0.72,0,0,,,,0.35,,0,,,,,,,,,,,,,,,,,8.99
17018,684,,,,12.16,0.1,0.63,0.49,,,,8.27,,1.54,,0.03,0.37,0,0.4,,,,,,,,,,,,0
17019,666,,,,28.23,0.81,0.87,0.3,,,,1.94,,1.03,,0.11,0,2.73,2.84,,,,,,,,,,,,1.29
17020,1005,,,,28.75,0.65,0,0.01,,,,6.69,,7.18,,0.01,0,0,0.01,,,,,,,,,,,,0
17021,684,,,,23.18,4.45,0,0.01,,,,1.76,,1.03,,0.06,0.93,2.73,3.72,,,,,,,,,,,,22.8
17022,707,,,,23.57,3.9,0.48,0.24,,,,,,,,,,,,,,,,,,,,,,,0
17023,694,,,,4.37,1.13,2.17,0,,,,2.11,,1.03,,0.02,0,0,0.02,,,,,,,,,,,,0
17024,684,,,,14.32,1.07,0,0.01,,,,1.23,,1.54,,0.08,0.56,0,0.64,,,,,,,,,,,,0
17025,1005,,,,9.79,0,0.49,0,,,,9.16,,1.03,,0.06,0.37,4.11,4.54,,,,,,,,,,,,18
17026,694,,,,80.84,2.39,0.44,0.06,,,,,,,,0.03,0,1.36,1.39,,,,,,,,,,,,0
17027,677,,,,17.27,0,0.44,0.01,,,,3.17,,1.03,,0.09,0.93,4.09,5.11,,,,,,,,,,,,10.76
17028,684,,,,60.92,3.82,0.48,0,,,,4.58,,2.05,,0.07,1.11,5.45,6.63,,,,,,,,,,,,1.24
17029,1005,,,,8.71,0,0,0.06,,,,1.06,,0,,0.12,0.74,1.37,2.23,,,,,,,,,,,,0
17030,1005,,,,26.71,0,0.87,0,,,,6.87,,18.97,,0.29,0.19,0,0.48,,,,,,,,,,,,0
17031,1005,,,,24,0.64,0,0.06,,,,8.45,,1.54,,0.05,0,1.36,1.41,,,,,,,,,,,,9.41
17032,694,,,,85.02,0.43,0.44,0.12,,,,3.52,,0,,0.04,1.85,0,1.89,,,,,,,,,,,,9.43
17033,1005,,,,34.88,0,0.49,0,,,,5.63,,5.64,,0.02,0.56,0,0.58,,,,,,,,,,,,0
17034,684,,,,33.86,0.21,0.48,0,,,,7.04,,1.03,,0.07,0.56,0,0.63,,,,,,,,,,,,0
17035,1005,,,,73.05,21.79,0.44,0.01,,,,0.18,,0,,0.11,0.37,1.36,1.84,,,,,,,,,,,,14.67
17036,1005,,,,12.52,0,0.63,0.01,,,,10.92,,1.03,,0.06,0,0,0.06,,,,,,,,,,,,0
17037,1005,,,,44.8,10.21,0.48,0,,,,8.27,,12.82,,0.1,1.3,1.37,2.77,,,,,,,,,,,,0
17038,1005,,,,40.7,3.21,0,0.01,,,,17.17,,1.54,,0.5,0.56,6.82,7.88,,,,,,,,,,,,0
17039,680,,,,32.11,0,0.44,0,,,,3.7,,0.51,,0.05,0.74,1.36,2.15,,,,,,,,,,,,0
17040,657,,,,68.06,0,0,0.01,,,,1.41,,0,,0.08,0.37,1.36,1.81,,,,,,,,,,,,3.03
17041,1005,,,,5.66,0,0,0,,,,6.51,,4.1,,0.03,0.37,4.09,4.49,,,,,,,,,,,,7.1
17042,657,,,,78.61,2.11,0,0.55,,,,0,,0,,0.04,0.19,2.73,2.96,,,,,,,,,,,,0
17043,684,,,,81.19,0,0.44,0,,,,8.45,,29.74,,0.04,1.3,0,1.34,,,,,,,,,,,,0
17044,666,,,,9.07,0.28,0,0,,,,5.81,,5.64,,0.01,0,4.09,4.1,,,,,,,,,,,,1.15
17045,684,,,,10.51,0.07,0.44,0,,,,0.88,,0,,0.27,0.56,2.73,3.56,,,,,,,,,,,,0
17046,684,,,,10.61,5.71,0.44,0.24,,,,1.76,,1.03,,0.1,2.04,9.54,11.68,,,,,,,,,,,,14.46
17047,684,,,,22.92,0.54,0.48,0.01,,,,0.7,,2.05,,0.02,0.93,2.73,3.68,,,,,,,,,,,,0
17048,677,,,,48.17,0.68,2.79,0,,,,7.22,,1.54,,0.04,0.56,0,0.6,,,,,,,,,,,,2.59
17049,689,,,,52.61,7.01,1.21,0,,,,7.92,,5.64,,0.06,9.25,0,9.31,,,,,,,,,,,,0.56
17050,684,,,,55.36,5.65,4.24,0.12,,,,6.69,,2.56,,0.04,1.31,1.38,2.73,,,,,,,,,,,,0
17051,666,,,,3.58,1.69,1.64,0,,,,7.75,,0,,0.1,1.3,2.74,4.14,,,,,,,,,,,,3.81
17052,684,,,,51.98,6.13,0.63,0,,,,11.27,,1.54,,0.08,0.74,1.36,2.18,,,,,,,,,,,,5.57
17053,684,,,,,,0.48,0.18,,,,0.18,,0,,0.01,0,0,0.01,,,,,,,,,,,,0
17054,680,,,,23.21,0,0.44,0,,,,3.52,,2.05,,0.14,0.93,0,1.07,,,,,,,,,,,,0
17055,684,,,,24.62,0,0.44,0.18,,,,8.8,,1.03,,0.11,1.48,0,1.59,,,,,,,,,,,,6.98
17056,1005,,,,16.22,0,0.87,0.6,,,,0.35,,1.03,,0,0,0,0,,,,,,,,,,,,0
17057,1005,,,,32.31,0,0.44,0.01,,,,15.49,,12.31,,0.01,1.48,1.36,2.85,,,,,,,,,,,,0
17058,1005,,,,25.57,0,4.24,0,,,,9.86,,5.64,,0.15,0.37,2.73,3.25,,,,,,,,,,,,0
17059,690,,,,92.62,5.55,2.79,0,,,,6.16,,10.77,,0.12,1.3,1.36,2.78,,,,,,,,,,,,2.36
17060,689,,,,55.71,0,0.49,0,,,,12.15,,1.54,,0.15,0.74,0,0.89,,,,,,,,,,,,0
17061,660,,,,7.75,0.58,2.79,0,,,,4.05,,1.03,,0.02,0.19,0,0.21,,,,,,,,,,,,0
17062,677,,,,11.33,0,0.63,0.6,,,,2.99,,0,,0,0,0,0,,,,,,,,,,,,0
17063,677,,,,57.97,0.24,0.44,0,,,,5.46,,1.54,,0.02,0.93,1.36,2.31,,,,,,,,,,,,0.65
17064,684,,,,28.37,2.59,2.79,0,,,,9.68,,1.54,,0.04,1.67,1.36,3.07,,,,,,,,,,,,0
17065,1005,,,,16.55,0.12,0,0.6,,,,7.22,,1.03,,0.02,0,0,0.02,,,,,,,,,,,,0
17066,684,,,,47.12,0,0.44,0,,,,1.94,,20.51,,0.01,0.19,0,0.2,,,,,,,,,,,,0
17067,666,,,,49.06,2.77,4.24,0,,,,0,,1.03,,0.01,0.19,0,0.2,,,,,,,,,,,,23.82
17068,1005,,,,63.57,2.46,0.49,0,,,,4.05,,2.56,,0.11,1.12,2.74,3.97,,,,,,,,,,,,0
17069,684,,,,15.69,3.43,0.44,0.24,,,,14.26,,2.56,,0.18,2.04,1.36,3.58,,,,,,,,,,,,2.36
17070,694,,,,11.12,1.85,1.64,0.6,,,,4.93,,9.23,,0,0,0,0,,,,,,,,,,,,0
17071,1005,,,,27.15,0,0.44,0.06,,,,3.7,,2.05,,0.01,0.93,0,0.94,,,,,,,,,,,,0
17072,666,,,,78.56,0.71,2.79,0.12,,,,5.63,,1.03,,0.03,0.93,2.73,3.69,,,,,,,,,,,,2.13
17073,684,,,,2.3,0,0.44,0.55,,,,3.52,,0.51,,0.06,0.56,0,0.62,,,,,,,,,,,,0
17074,694,,,,19.07,0.46,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0
17075,680,,,,36.93,0.68,0.44,0,,,,1.41,,1.03,,0.12,0.93,4.09,5.14,,,,,,,,,,,,0
17076,694,,,,50.45,0,0.49,0,,,,14.26,,0.51,,0.17,0.93,0,1.1,,,,,,,,,,,,4.16
17077,1005,,,,9.66,0,0.63,0.6,,,,8.98,,0.51,,0.05,0.19,1.36,1.6,,,,,,,,,,,,0
17078,694,,,,47.04,2.61,0,0,,,,11.09,,12.31,,0.49,2.04,2.73,5.26,,,,,,,,,,,,5.94
17079,684,,,,55.23,1.57,1.64,0,,,,7.57,,9.23,,0.03,1.67,6.83,8.53,,,,,,,,,,,,0
17080,1005,,,,47.1,2.15,0.63,0.06,,,,13.73,,1.54,,0.02,1.3,1.37,2.69,,,,,,,,,,,,0
17081,1005,,,,17.08,0.11,0.49,0,,,,7.75,,3.08,,0.06,0,0,0.06,,,,,,,,,,,,0
17082,684,,,,46.43,4.15,0.63,0.06,,,,16.73,,0,,0.24,1.3,4.09,5.63,,,,,,,,,,,,7.1
17083,695,,,,1.65,0,0,0.06,,,,9.68,,0,,0.11,0.74,0,0.85,,,,,,,,,,,,0
17084,667,,,,21.81,1.19,2.79,0.06,,,,,,,,0.26,0.56,0,0.82,,,,,,,,,,,,0
17085,680,,,,21.97,0.21,4.24,0.3,,,,8.27,,3.59,,0.29,2.26,0,2.55,,,,,,,,,,,,0
17086,1003,,,,29.19,0,0.44,0,,,,8.45,,0.51,,0.21,0.93,0,1.14,,,,,,,,,,,,0
17087,684,,,,14.03,1.79,1.21,0,,,,7.04,,11.79,,0.04,0.19,0,0.23,,,,,,,,,,,,0
17088,684,,,,37.02,3.65,0.49,0.6,,,,5.11,,1.03,,0.01,0.37,0,0.38,,,,,,,,,,,,0
17089,677,,,,48.33,7.95,0.44,0.01,,,,5.11,,0.51,,0,0.37,2.73,3.1,,,,,,,,,,,,11.97
17090,694,,,,142.89,0,0,0,,,,8.1,,1.03,,0,0.19,0,0.19,,,,,,,,,,,,6.84
17091,684,,,,27.06,1.7,0.87,0,,,,7.92,,0.51,,0.03,0.56,1.36,1.95,,,,,,,,,,,,0
17092,740,,,,24.15,0.45,0.44,0.01,,,,1.06,,2.05,,0.14,0.56,1.37,2.07,,,,,,,,,,,,0
17093,684,,,,25.08,0.2,4.24,0,,,,6.16,,4.1,,0.08,1.3,0,1.38,,,,,,,,,,,,0
17094,694,,,,50.88,3.93,0.44,0,,,,1.41,,0,,0.02,0.93,4.11,5.06,,,,,,,,,,,,20.33
17095,684,,,,36.05,1.11,1.64,0.06,,,,2.46,,0,,0.02,0.56,4.09,4.67,,,,,,,,,,,,14.76
17096,677,,,,27.55,3.3,0.44,0.01,,,,9.51,,4.61,,0.01,1.3,6.83,8.14,,,,,,,,,,,,1.74
17097,684,,,,41.19,0.58,0.48,0,,,,1.94,,1.54,,0.02,0.56,1.37,1.95,,,,,,,,,,,,0.8
17098,684,,,,54.38,0.91,1.21,0,,,,10.56,,0,,0.02,0.19,1.36,1.57,,,,,,,,,,,,11.39
17099,684,,,,54.66,0,0.87,0,,,,10.39,,4.1,,0.3,2.59,4.09,6.98,,,,,,,,,,,,0
17100,684,,,,53.44,0.71,0.63,0.06,,,,12.49,,1.03,,0.22,2.22,0,2.44,,,,,,,,,,,,0
17101,684,,,,62.58,9.22,0,0,,,,1.23,,0.51,,0.09,2.22,4.09,6.4,,,,,,,,,,,,16.25
17102,684,,,,29.88,6.52,4.24,0,,,,6.87,,6.15,,0.01,0,0,0.01,,,,,,,,,,,,0
17103,666,,,,46.82,1.85,0,0.06,,,,0.88,,1.03,,,,,,,,,,,,,,,,,34.29
17104,666,,,,,,0.48,0.6,,,,0.35,,1.03,,0,0,0,0,,,,,,,,,,,,0
17105,666,,,,,,0.48,0.6,,,,0.35,,1.03,,0,0,0,0,,,,,,,,,,,,0
17106,666,,,,25.87,1.04,2.17,0.01,,,,0.7,,2.05,,0.18,0.74,2.73,3.65,,,,,,,,,,,,0
17107,666,,,,0.1,0,0.87,0.6,,,,0.35,,1.03,,0,0,0,0,,,,,,,,,,,,0
17108,666,,,,69.58,1.49,2.79,0.12,,,,0.35,,1.03,,0.06,0.93,1.36,2.35,,,,,,,,,,,,0
17109,666,,,,96.34,1.03,3.51,0.06,,,,1.06,,2.56,,0.03,0.19,0,0.22,,,,,,,,,,,,0
17110,666,,,,28.7,0.31,0.48,0.06,,,,0.35,,1.54,,0.01,0.37,5.45,5.83,,,,,,,,,,,,6.9
17111,680,,,,28.54,0,0.44,0.18,,,,0.7,,1.54,,0.06,0.37,2.73,3.16,,,,,,,,,,,,0
17112,680,,,,37.01,0,0.44,0.55,,,,3.87,,5.13,,,,,,,,,,,,,,,,,17.4
17113,666,,,,104.97,2.27,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0
17114,666,,,,7.76,0,0,0,,,,,,,,0.12,0.37,10.91,11.4,,,,,,,,,,,,19.29
17115,666,,,,3.93,1.83,0.44,0.6,,,,1.06,,3.08,,0.53,1.3,0,1.83,,,,,,,,,,,,0
17116,666,,,,111.66,0,0.49,0.06,,,,0.88,,3.59,,0.14,1.48,0,1.62,,,,,,,,,,,,3.37
17117,666,,,,64.19,4.75,0.87,0,,,,12.68,,6.67,,0.05,0.74,2.73,3.52,,,,,,,,,,,,10.78
17118,666,,,,114.68,1.63,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0
17119,666,,,,15.56,0,1.64,0.18,,,,2.64,,6.67,,0.08,0.56,0,0.64,,,,,,,,,,,,0
17120,666,,,,,,0,0.6,,,,1.23,,1.03,,0.09,1.48,0,1.57,,,,,,,,,,,,0
17121,666,,,,59.82,0,0.44,0,,,,5.63,,5.64,,0.04,0.74,2.73,3.51,,,,,,,,,,,,0
17122,666,,,,,,0.48,0.6,,,,0.35,,1.03,,0,0,0,0,,,,,,,,,,,,0
17123,666,,,,2.81,0,0.49,0.3,,,,,,,,0,0,0,0,,,,,,,,,,,,0
17124,666,,,,,,3.51,0.06,,,,1.06,,1.03,,0.5,2.22,0,2.72,,,,,,,,,,,,0
17125,666,,,,58.7,0,0.44,0.06,,,,5.28,,1.54,,0.03,0.56,2.73,3.32,,,,,,,,,,,,0
17126,666,,,,73.05,0,2.17,0.37,,,,7.04,,1.54,,0.04,0,2.73,2.77,,,,,,,,,,,,0
17127,666,,,,91.04,0,0.48,0.3,,,,1.06,,2.05,,0.01,0.19,2.73,2.93,,,,,,,,,,,,0
17128,666,,,,201.61,0,0.48,0.01,,,,4.93,,2.05,,0.05,0.19,0,0.24,,,,,,,,,,,,0
17129,1005,,,,10.59,0.73,0.49,0,,,,1.76,,2.05,,0.05,1.11,0,1.16,,,,,,,,,,,,4.01
17130,684,,,,33.15,0.48,0.44,0.6,,,,10.92,,1.03,,0.05,0.74,0,0.79,,,,,,,,,,,,0
17131,657,,,,40.11,0.81,0,0,,,,6.34,,12.82,,0.07,1.11,2.73,3.91,,,,,,,,,,,,0
17132,684,,,,38.55,2.6,1.21,0,,,,7.92,,2.56,,0.03,0.56,2.73,3.32,,,,,,,,,,,,0
17133,694,,,,38.56,0,4.24,0,,,,8.63,,1.03,,0.05,0.56,1.36,1.97,,,,,,,,,,,,0
17134,677,,,,12.93,0.42,1.21,0.06,,,,9.86,,1.03,,0,0.74,1.36,2.1,,,,,,,,,,,,0.65
17135,684,,,,30.82,0,4.24,0,,,,10.74,,2.56,,0.05,0.74,0,0.79,,,,,,,,,,,,0
17136,684,,,,13.63,0.57,0.48,0.55,,,,3.52,,0.51,,0,0.56,0,0.56,,,,,,,,,,,,0
17137,684,,,,45.68,0.46,4.24,0,,,,15.14,,7.69,,0.09,1.11,1.36,2.56,,,,,,,,,,,,0
17138,677,,,,58.62,1.24,0.48,0,,,,2.11,,8.2,,0.05,0.56,2.76,3.37,,,,,,,,,,,,0
17139,684,,,,25.9,0,1.64,0.01,,,,4.58,,0.51,,0.05,0.56,1.36,1.97,,,,,,,,,,,,0
17140,1005,,,,58.17,0,2.79,0,,,,6.51,,3.59,,0.04,1.67,0,1.71,,,,,,,,,,,,6.03
17141,684,,,,9.37,0,4.24,0,,,,4.05,,1.03,,0.08,0,0,0.08,,,,,,,,,,,,0
17142,1005,,,,2.94,0,0.63,0.55,,,,0.35,,0.51,,0.01,0.37,0,0.38,,,,,,,,,,,,0
17143,684,,,,8.12,5.59,3.51,0.06,,,,11.44,,1.03,,0.11,1.67,1.36,3.14,,,,,,,,,,,,0
17144,684,,,,34.34,0.54,0.87,0.12,,,,3.87,,5.13,,0.06,1.67,0,1.73,,,,,,,,,,,,0
17145,684,,,,46.8,6.86,0.48,0,,,,4.58,,6.67,,0.14,0.37,1.36,1.87,,,,,,,,,,,,0
17146,684,,,,2.85,0,1.64,0.6,,,,0.88,,0,,0.01,0.19,0,0.2,,,,,,,,,,,,0
17147,684,,,,31.84,1.43,3.51,0,,,,8.1,,2.05,,0.09,0.93,5.45,6.47,,,,,,,,,,,,9.36
17148,684,,,,33.73,2.56,0.63,0,,,,8.1,,2.05,,0.05,0.93,0,0.98,,,,,,,,,,,,2.23
17149,740,,,,7.92,0,2.79,0.01,,,,3.52,,1.03,,0.05,0.19,0,0.24,,,,,,,,,,,,0
17150,666,,,,12.85,0.26,3.51,0,,,,2.11,,9.23,,,,,,,,,,,,,,,,,0
17151,694,,,,50.57,0.74,0.49,0,,,,4.23,,2.56,,0.04,0.74,1.37,2.15,,,,,,,,,,,,0
17152,694,,,,24.42,0.61,1.64,0,,,,2.82,,0,,0.05,0.74,0,0.79,,,,,,,,,,,,0
17153,677,,,,59.28,0,0,0.06,,,,7.39,,0,,0.01,0.74,1.36,2.11,,,,,,,,,,,,21.06
17154,1005,,,,31.57,0.19,2.79,0,,,,12.32,,2.05,,0,0,0,0,,,,,,,,,,,,0
