studyPointID,LFEVTGroupCd_FINAL,os_loading,ms_loading,us_loading,tree_loading,snag_loading,shrub_loading,herb_loading,herb_percentlive,moss_loading,lichen_loading,litter_loading,litter_depth,duff_loading,duff_depth,1hr_loading,10hr_loading,100hr_loading,fwd_loading,1000hrS_loading,1000hrR_loading,1000hr_loading,10000hrS_loading,10000hrR_loading,10000hr_loading,GT10000hrS_loading,GT10000hrR_loading,GT10000hr_loading,cwd_sound_loading,cwd_rotten_loading,cwd_loading
21125,624,,,,5.79,0,1.67,0.16,,,,1.56,,0,,0.06,0.74,3.41,4.21,,,,,,,,,,,,0
21126,624,,,,,,0.9,0.35,,,,0.41,,0,,0,0,0,0,,,,,,,,,,,,0
21127,624,,,,19.13,0,0,0.31,,,,1.29,,0,,0.02,0.83,1.36,2.21,,,,,,,,,,,,0
21128,624,,,,14.92,0,1.21,0.2,,,,1.5,,1.11,,0.05,0.68,4.54,5.27,,,,,,,,,,,,0
21129,624,,,,17.79,0.55,2.02,0.23,,,,0.76,,0.09,,0.06,0.32,0.68,1.06,,,,,,,,,,,,1.36
21130,697,,,,46.28,0,1.61,0.37,,,,1.38,,0,,0.05,1.57,1.7,3.32,,,,,,,,,,,,0
21131,662,,,,43.2,0,0.48,0.53,,,,3.46,,0,,0.02,0.31,0.45,0.78,,,,,,,,,,,,0
21132,662,,,,60.64,0.22,2.02,0.1,,,,2.46,,0.17,,0.09,0.42,1.02,1.53,,,,,,,,,,,,0.29
21133,662,,,,14.51,0,3.95,0,,,,3.52,,0.34,,0.04,0.93,0,0.97,,,,,,,,,,,,0.48
21134,624,,,,4.16,0,0.45,0.53,,,,0.67,,0,,0,0,0,0,,,,,,,,,,,,2.23
21135,662,,,,22.89,0,0.47,0.29,,,,1.67,,0.51,,0.02,0.28,3.41,3.71,,,,,,,,,,,,2.16
21136,624,,,,9.37,0,2.09,0.02,,,,1.55,,0.92,,0.05,0.6,7.53,8.18,,,,,,,,,,,,1.09
21137,624,,,,2.66,0,0.97,0.46,,,,0.62,,0,,0,0,0,0,,,,,,,,,,,,0
21138,624,,,,1.06,0,1.35,0.37,,,,9.95,,0.11,,0.01,0.28,0.69,0.98,,,,,,,,,,,,1.3
21139,624,,,,3.52,0.37,2.46,0.21,,,,0.78,,0.68,,0.02,0.19,0,0.21,,,,,,,,,,,,0
21140,624,,,,10.74,0,1.24,0.27,,,,2.14,,0.94,,0,0.05,0.34,0.39,,,,,,,,,,,,0.1
21141,624,,,,14.63,0.35,0.88,0.27,,,,0.73,,0.43,,0,0,0.34,0.34,,,,,,,,,,,,0
21142,679,,,,8.44,0,0.22,0.49,,,,4.14,,7.05,,0.01,0,0,0.01,,,,,,,,,,,,0
21143,662,,,,36.92,0,0.51,0.29,,,,5.72,,1.79,,0.02,0.05,0,0.07,,,,,,,,,,,,0
21144,624,,,,12.84,0.36,1.54,0.23,,,,2.43,,0.57,,0.02,0.06,0.45,0.53,,,,,,,,,,,,0
21145,662,,,,11.1,0,0.46,0.38,,,,0.7,,0.68,,0.01,0.05,0,0.06,,,,,,,,,,,,0.15
21146,662,,,,11.25,0,0.61,0.1,,,,3.99,,9.74,,0.01,0.12,3.19,3.32,,,,,,,,,,,,0
21147,662,,,,1.59,0.95,0.24,0.52,,,,0.56,,0.09,,0,0,0,0,,,,,,,,,,,,0
21148,624,,,,,,0.39,0.3,,,,0.21,,0,,0.01,0.09,0,0.1,,,,,,,,,,,,0
21149,624,,,,0.09,0,0.73,0.24,,,,0.15,,0,,0.01,0.05,0,0.06,,,,,,,,,,,,0
21150,624,,,,0.73,0,0.57,0.3,,,,0.32,,0,,0.01,0.05,0,0.06,,,,,,,,,,,,0
21151,656,,,,26.99,0,0.11,0.05,,,,2.82,,5.7,,0.02,0,0,0.02,,,,,,,,,,,,7.75
21152,624,,,,5.79,0,0,0.59,,,,0.43,,0,,0,0,0,0,,,,,,,,,,,,0
21153,662,,,,16.63,0,0.53,0.46,,,,2.73,,1.2,,0,0,0.34,0.34,,,,,,,,,,,,0
21154,624,,,,7.83,0,0.9,0.43,,,,2.32,,1.03,,0,0,0,0,,,,,,,,,,,,0
21155,624,,,,2.81,0,0.35,0.49,,,,0.41,,0,,0,0,0,0,,,,,,,,,,,,0
21156,624,,,,14.96,5,0.93,0.42,,,,2.19,,1.03,,0.05,0.56,1.82,2.43,,,,,,,,,,,,0.84
21157,624,,,,14.67,1.36,0.23,0.53,,,,2.29,,0.43,,0,0.06,0.41,0.47,,,,,,,,,,,,0
21158,662,,,,35.8,0,0.52,0.38,,,,1.82,,0.51,,0,0.09,0.68,0.77,,,,,,,,,,,,0
21159,666,,,,2.18,0,0,0,,,,0.35,,0,,,,,,,,,,,,,,,,,0
21160,666,,,,29.91,0,0.96,0.14,,,,3.55,,1.03,,0.02,0.38,0.35,0.75,,,,,,,,,,,,0.9
21161,668,,,,7.31,0,0.48,0.07,,,,17.61,,0,,0.02,0.56,8.18,8.76,,,,,,,,,,,,0
21162,662,,,,54.54,0,0.76,0.01,,,,4.61,,1.03,,0.02,0.51,0,0.53,,,,,,,,,,,,0
21163,620,,,,5.06,0,0.68,0.15,,,,0.09,,0,,0,0,0,0,,,,,,,,,,,,0
21164,656,,,,4.44,0,0.48,0.25,,,,0.63,,2.85,,0,0.14,0.51,0.65,,,,,,,,,,,,0
21165,624,,,,1.29,0,0,0.03,,,,0.21,,0,,0.01,0.46,0,0.47,,,,,,,,,,,,0
21166,624,,,,5.38,0,0.35,0.35,,,,0.21,,0,,0,0.05,0,0.05,,,,,,,,,,,,0
21167,668,,,,19.95,0,3.95,0.37,,,,0.59,,2.39,,0.08,0.37,0,0.45,,,,,,,,,,,,0
21168,666,,,,32.96,1.39,0.74,0.46,,,,1.06,,0,,0.04,0.56,2.05,2.65,,,,,,,,,,,,0
21169,660,,,,15.87,0,0.94,0.32,,,,1.6,,0.28,,0.03,0.43,0.45,0.91,,,,,,,,,,,,5.31
21170,662,,,,21.03,1.35,0.51,0.2,,,,1.29,,1.62,,0.08,0.39,1.23,1.7,,,,,,,,,,,,0.69
21171,660,,,,20.21,0,1.22,0.18,,,,4.61,,0.31,,0.03,0.43,0.91,1.37,,,,,,,,,,,,0
21172,662,,,,80.12,0,1.82,0.11,,,,4.02,,1.37,,0.05,0.65,3.07,3.77,,,,,,,,,,,,2.72
21173,666,,,,25.88,0,0.46,0.4,,,,4.11,,0,,0.02,0.42,0.68,1.12,,,,,,,,,,,,0
21174,624,,,,6.86,0,2.03,0.03,,,,0.76,,0,,0.02,0.05,0,0.07,,,,,,,,,,,,0
21175,624,,,,3.95,0,0.73,0.58,,,,1.73,,0,,0,0,1.02,1.02,,,,,,,,,,,,0
21176,624,,,,0.16,0,1.12,0.5,,,,6.6,,0,,0.01,0.02,0.27,0.3,,,,,,,,,,,,0.19
21177,624,,,,8.83,0,0.34,0.38,,,,0.5,,0,,0.01,0.05,0,0.06,,,,,,,,,,,,0
21178,624,,,,1.3,0,0,0.26,,,,0.23,,0,,0,0,0,0,,,,,,,,,,,,0
21179,620,,,,1.99,0,0.38,0.32,,,,0.23,,0,,0,0,0,0,,,,,,,,,,,,0
21180,624,,,,7.86,0,0.35,0.23,,,,0.21,,0,,0.03,0.05,0,0.08,,,,,,,,,,,,0.37
21181,624,,,,1.32,0,0.56,0.24,,,,0.21,,0,,0,0,0,0,,,,,,,,,,,,0
21182,620,,,,2.44,0,0,0.24,,,,0.12,,0,,0.02,0,0,0.02,,,,,,,,,,,,0
21183,656,,,,26.2,0,0.12,0.46,,,,4.23,,4.44,,0.01,0.19,2.39,2.59,,,,,,,,,,,,1.34
21184,696,,,,8.58,0,0,0.4,,,,3.01,,5.7,,0.01,0.11,0.41,0.53,,,,,,,,,,,,0.23
21185,662,,,,23.89,0.26,0.24,0.46,,,,5.87,,3.93,,0.01,0.19,0,0.2,,,,,,,,,,,,0
21186,656,,,,31.57,0.63,0.57,0.17,,,,1.92,,0.8,,0.02,0.42,1.71,2.15,,,,,,,,,,,,0.46
21187,679,,,,40.06,0,0.48,0.3,,,,2.93,,1.25,,0.02,0.09,0.69,0.8,,,,,,,,,,,,0
21188,672,,,,0.6,0.25,0.12,0.61,,,,0.76,,1.28,,0,0,0,0,,,,,,,,,,,,11.47
21189,668,,,,7.11,4.01,0,0.49,,,,,,,,0,0,0,0,,,,,,,,,,,,0
21190,620,,,,17.25,0,0.12,0.24,,,,1.88,,5.98,,0,0,0,0,,,,,,,,,,,,0.12
21191,624,,,,0.95,0,0.34,0.34,,,,0.7,,0,,0,0,0,0,,,,,,,,,,,,0
21192,624,,,,12.33,0,0.11,0.37,,,,0.59,,0,,0.01,0,0.34,0.35,,,,,,,,,,,,0
21193,624,,,,3.29,0,0.38,0.2,,,,0.38,,0,,0.01,0,0,0.01,,,,,,,,,,,,0
21194,624,,,,2.45,0,0.12,0.1,,,,0.41,,0,,0.01,0,0,0.01,,,,,,,,,,,,0
21195,624,,,,12.4,0.55,0.52,0.46,,,,2.64,,1.79,,0.05,0.09,2.05,2.19,,,,,,,,,,,,0.29
21196,662,,,,0.82,20.85,0.12,0.34,,,,6.9,,0,,0,0.32,3.41,3.73,,,,,,,,,,,,2.9
21197,662,,,,33.49,0.6,0.82,0.01,,,,6.65,,0,,0.07,0.99,4.54,5.6,,,,,,,,,,,,0.34
21198,662,,,,16.29,0,0.89,0.14,,,,4.49,,4.1,,0.04,0.37,0,0.41,,,,,,,,,,,,0
21199,624,,,,0.46,0,0.63,0.43,,,,0.35,,0,,0,0,0,0,,,,,,,,,,,,0
21200,624,,,,5.18,0,0.55,0.58,,,,2.68,,0,,0.01,0.37,1.36,1.74,,,,,,,,,,,,0
21201,624,,,,1.75,0,0.12,0.64,,,,3.93,,0,,0.01,0.09,0.34,0.44,,,,,,,,,,,,0.63
21202,666,,,,8,0,0.46,0.11,,,,0.65,,0.43,,0.03,0.14,0.34,0.51,,,,,,,,,,,,1.58
21203,662,,,,71.63,6.71,0.46,0.19,,,,2.82,,1.03,,0.03,0.28,2.05,2.36,,,,,,,,,,,,0
21204,662,,,,107.17,1.71,0.83,0.16,,,,2.96,,1.45,,0.05,0.6,2.73,3.38,,,,,,,,,,,,0.14
21205,666,,,,12.18,0,0.84,0.25,,,,5.43,,0.17,,0.04,0.23,0.34,0.61,,,,,,,,,,,,0
21206,662,,,,9.68,0,0,0.49,,,,12.64,,0,,0.01,0.25,0,0.26,,,,,,,,,,,,0
21207,620,,,,8.05,0,0.48,0.25,,,,0.26,,0,,0,0,0,0,,,,,,,,,,,,0
21208,656,,,,32.98,1.51,1.05,0.18,,,,0.84,,0,,0.02,0.25,1.83,2.1,,,,,,,,,,,,0
21209,624,,,,7.57,0,0,0.37,,,,0.7,,0.57,,0,0,0,0,,,,,,,,,,,,0
21210,620,,,,4.34,0,0.58,0.26,,,,0.35,,0,,0,0,0,0,,,,,,,,,,,,0
21211,624,,,,2.4,0,0.24,0.46,,,,0.53,,0,,0,0,0,0,,,,,,,,,,,,0
21212,624,,,,2.67,0,0.7,0.25,,,,0.35,,0,,0,0.05,0.34,0.39,,,,,,,,,,,,0
21213,624,,,,34.09,0,0,0.24,,,,0.94,,0,,0.02,0.42,1.36,1.8,,,,,,,,,,,,3.48
21214,656,,,,32.99,0,0.88,0.17,,,,3.52,,10.25,,0.05,0.42,2.39,2.86,,,,,,,,,,,,0
21215,656,,,,21.59,1.3,0,0.14,,,,0.59,,0,,0.04,0.28,1.03,1.35,,,,,,,,,,,,0
21216,620,,,,13.74,0.18,0,0.02,,,,4.05,,0.26,,0.04,0.46,0.34,0.84,,,,,,,,,,,,0.12
21217,620,,,,41.76,2.93,0.12,0.1,,,,2.2,,0,,0.05,0.7,1.37,2.12,,,,,,,,,,,,0.19
21218,624,,,,8.49,0,0,0.03,,,,1.67,,0,,0.02,0.28,0.68,0.98,,,,,,,,,,,,0
21219,624,,,,6.44,0,0.86,0.17,,,,0.7,,0.28,,0,0.09,1.36,1.45,,,,,,,,,,,,0
21220,620,,,,0.13,0,0.73,0.4,,,,1.44,,0.26,,0.01,0,0,0.01,,,,,,,,,,,,0
21221,666,,,,8.12,9.14,0.92,0.39,,,,3.77,,0.29,,0.03,0.31,2.49,2.83,,,,,,,,,,,,1.34
21222,662,,,,4.48,0,0,0,,,,0.35,,1.03,,0,0,0,0,,,,,,,,,,,,0
21223,662,,,,48.15,0,0.51,0.26,,,,2.9,,0,,0.02,0.37,0.68,1.07,,,,,,,,,,,,0
21224,624,,,,0.28,0,0.11,0.39,,,,0.06,,0,,0,0.05,0.34,0.39,,,,,,,,,,,,0
21225,696,,,,19.46,0,0.16,0,,,,6.54,,1.17,,0.01,0.06,0.46,0.53,,,,,,,,,,,,2.64
21226,666,,,,30.82,0.7,0.92,0.12,,,,2.29,,0.6,,0.07,0.79,0.68,1.54,,,,,,,,,,,,0
21227,666,,,,5.9,0,0.98,0.55,,,,2.29,,2.48,,0,0.09,0.34,0.43,,,,,,,,,,,,0.25
21228,670,,,,3.37,0,0.46,0.4,,,,1.62,,0,,0.02,0,0,0.02,,,,,,,,,,,,0
21229,624,,,,18.31,1.41,0.23,0.28,,,,0.5,,0,,0.01,0.28,0.68,0.97,,,,,,,,,,,,0.58
21230,624,,,,5.71,0,0.23,0.07,,,,0.12,,0,,0.05,0.42,0,0.47,,,,,,,,,,,,0
21231,624,,,,0.82,0,0,0.21,,,,0.22,,0,,0.06,0,0,0.06,,,,,,,,,,,,0
21232,624,,,,0.15,0,0.84,0.02,,,,0.06,,0,,0,0.09,0,0.09,,,,,,,,,,,,0
21233,624,,,,1.85,0,0.58,0.06,,,,0,,0,,0,0.05,0,0.05,,,,,,,,,,,,0
21234,666,,,,7.39,1.23,0.89,0.08,,,,2.44,,0.68,,0.03,0.25,0,0.28,,,,,,,,,,,,0.87
21235,666,,,,7.11,0,0.77,0.38,,,,0.47,,0,,0,0,0,0,,,,,,,,,,,,0
21236,624,,,,1.23,0,0.77,0.56,,,,2.17,,0,,0,0,0,0,,,,,,,,,,,,0
21237,624,,,,18.38,0,1.31,0.53,,,,1.5,,0.34,,0,0.09,0.68,0.77,,,,,,,,,,,,0
21238,666,,,,0,3.5,0,0.61,,,,8.8,,1.2,,0.02,0.46,4.09,4.57,,,,,,,,,,,,0.87
21239,624,,,,16.4,0,0,0.37,,,,1.53,,0,,0.01,0.06,0,0.07,,,,,,,,,,,,0
21240,624,,,,0.93,0,0.16,0.6,,,,2.9,,1.11,,0,0,0,0,,,,,,,,,,,,0
21241,624,,,,16.41,0.73,0.49,0.18,,,,4.14,,2.31,,0.01,0.18,0,0.19,,,,,,,,,,,,5.94
21242,666,,,,24.47,0,0,0.13,,,,4.11,,0.68,,0.03,0.74,0,0.77,,,,,,,,,,,,1.72
21243,666,,,,27.12,0,0.45,0.21,,,,2.62,,1.4,,0.06,1.16,1.7,2.92,,,,,,,,,,,,0
21244,707,,,,36.51,0.82,1.4,0.06,,,,3.93,,2.05,,0.09,0.56,0.68,1.33,,,,,,,,,,,,0
21245,697,,,,51.57,0.8,1.99,0.2,,,,3.61,,0,,0.1,1.48,4.77,6.35,,,,,,,,,,,,4.51
21246,679,,,,17.35,0,3.99,0.01,,,,5.28,,0,,0.04,1.12,0,1.16,,,,,,,,,,,,0
21247,697,,,,14.23,0,1.16,0.34,,,,2.05,,0,,0.03,1.39,0.68,2.1,,,,,,,,,,,,0
21248,662,,,,67.3,0.9,0.53,0.31,,,,1.61,,0,,0.07,1.67,1.02,2.76,,,,,,,,,,,,0
21249,662,,,,75.85,0.21,3.05,0,,,,5.78,,0,,0.05,0.19,3.07,3.31,,,,,,,,,,,,0.24
21250,656,,,,14.9,0,0.62,0.12,,,,7.24,,0.91,,0.05,0.68,1.36,2.09,,,,,,,,,,,,0
21251,679,,,,10.94,0,0,0.19,,,,2.7,,0,,0.52,7.59,1.64,9.75,,,,,,,,,,,,0
21252,624,,,,15.53,0,0.52,0.59,,,,1.76,,0,,0.01,0.46,0,0.47,,,,,,,,,,,,0.21
21253,624,,,,26.8,0,0,0.59,,,,1.35,,0.34,,0,0,0,0,,,,,,,,,,,,0
21254,624,,,,0.61,0,0.44,0.67,,,,2.93,,0,,0,0,0,0,,,,,,,,,,,,0
21255,668,,,,2.06,2.07,0.44,0.19,,,,3.14,,2.39,,0.02,0.19,1.37,1.58,,,,,,,,,,,,0
21256,662,,,,55.22,0,0.22,0.34,,,,2.76,,0.68,,0,0.09,0.68,0.77,,,,,,,,,,,,0.6
21257,624,,,,6.57,0.23,0.56,0.51,,,,1.17,,0,,0,0.09,0.68,0.77,,,,,,,,,,,,0
21258,624,,,,6.25,0.15,0.57,0.4,,,,0.41,,0,,0,0,0,0,,,,,,,,,,,,0
21259,624,,,,6.81,1.12,0.23,0.5,,,,0.73,,0,,0,0,0.34,0.34,,,,,,,,,,,,0
21260,624,,,,35.11,0.14,1.96,0.2,,,,0.6,,0.29,,0.02,0.19,0.46,0.67,,,,,,,,,,,,0.44
21261,624,,,,1.09,0,0.59,0.3,,,,0.35,,0,,0.01,0.09,0.69,0.79,,,,,,,,,,,,0
21262,624,,,,9.29,0,0.24,0.61,,,,0.44,,0,,0,0,0.34,0.34,,,,,,,,,,,,0
21263,624,,,,16.72,0.56,0.57,0.26,,,,0.23,,0,,0,0,0,0,,,,,,,,,,,,0
21264,624,,,,0.59,0,0.28,0.61,,,,0.79,,0,,0,0,0,0,,,,,,,,,,,,0
21265,656,,,,23.52,0,0.12,0.01,,,,1.88,,0.68,,0.18,2.16,4.54,6.88,,,,,,,,,,,,0
21266,662,,,,23.43,0,0,0.32,,,,1.85,,0,,0.01,0.09,0,0.1,,,,,,,,,,,,0
21267,696,,,,8.92,1.77,0.75,0.4,,,,1.53,,0.09,,0,0.42,0.68,1.1,,,,,,,,,,,,0
21268,620,,,,11.54,0,0.23,0.08,,,,0.09,,0,,0.01,0,0,0.01,,,,,,,,,,,,0
21269,624,,,,,,0.31,0.45,,,,0,,0,,0,0,0,0,,,,,,,,,,,,0
21270,624,,,,1.98,0,0.23,0.09,,,,0.41,,0,,0,0,0,0,,,,,,,,,,,,0
21271,624,,,,1.85,0,0.5,0.15,,,,0.26,,0,,0,0,0,0,,,,,,,,,,,,0
21272,624,,,,0.08,0,0.36,0.35,,,,0.73,,0,,0.01,0.19,0,0.2,,,,,,,,,,,,0
21273,624,,,,0.6,0,0.12,0.15,,,,0.35,,0,,0,0.37,0,0.37,,,,,,,,,,,,0
21274,620,,,,6.46,0,0.23,0.09,,,,0.03,,0,,0,0.05,0,0.05,,,,,,,,,,,,0
21275,624,,,,3.13,0,0.59,0.5,,,,0.97,,0,,0,0.14,1.36,1.5,,,,,,,,,,,,0
21276,624,,,,,,0,0.6,,,,0.85,,0,,0,0,0,0,,,,,,,,,,,,0
21277,624,,,,1.46,0,0.23,0.35,,,,1.38,,0,,0,0,0,0,,,,,,,,,,,,0
21278,620,,,,5.07,0,0.57,0.11,,,,0.35,,0,,0,0,0,0,,,,,,,,,,,,0
21279,696,,,,12.04,0,0.45,0.13,,,,0.62,,0,,0.02,0.28,0,0.3,,,,,,,,,,,,0
21280,624,,,,0.3,0,0,0.06,,,,0.35,,0,,0,0,0,0,,,,,,,,,,,,0
21281,620,,,,2.45,0,0.91,0.17,,,,0.35,,0,,0,0,0,0,,,,,,,,,,,,0
21282,624,,,,4.74,0,0.45,0.17,,,,0.9,,0,,0,0.12,0,0.12,,,,,,,,,,,,0
21283,620,,,,8.58,0.27,0.28,0.2,,,,0.21,,0,,0,0.05,0.68,0.73,,,,,,,,,,,,0
21284,620,,,,0.81,0,0.46,0.09,,,,0.35,,0,,0,0,0,0,,,,,,,,,,,,0
21285,656,,,,14.32,1.56,0.7,0.1,,,,0.5,,0,,0,0,0,0,,,,,,,,,,,,0
21286,673,,,,2.98,0,0.69,0.08,,,,0.53,,0,,0.02,0,0,0.02,,,,,,,,,,,,0
21287,624,,,,1.93,0,0.35,0.56,,,,0.59,,0,,0.01,0.44,0,0.45,,,,,,,,,,,,0.21
21288,624,,,,2.67,0,0.46,0.35,,,,0.65,,0,,0.01,0.22,0,0.23,,,,,,,,,,,,0
21289,696,,,,3.46,0,0.78,0.29,,,,0.97,,0.85,,0.05,0.29,0,0.34,,,,,,,,,,,,0
21290,620,,,,3.73,0,0,0.37,,,,0.82,,0.43,,0,0.05,1.37,1.42,,,,,,,,,,,,0
21291,668,,,,3.41,0,0.36,0.17,,,,0.5,,0,,0,0,0,0,,,,,,,,,,,,0
21292,624,,,,1.3,0,0.15,0.11,,,,0.09,,0,,0.02,0.06,0,0.08,,,,,,,,,,,,0
21293,624,,,,2.16,0,0.45,0.11,,,,0.35,,0,,0,0,0,0,,,,,,,,,,,,0
21294,624,,,,3.24,0,0,0.3,,,,0,,0,,0.02,1.11,0,1.13,,,,,,,,,,,,0
21295,620,,,,2.2,0,0.91,0.11,,,,1.38,,0,,0.02,0.42,0,0.44,,,,,,,,,,,,0
21296,624,,,,1.87,0,0.22,0.25,,,,0,,0,,0,0.09,0,0.09,,,,,,,,,,,,0
21297,624,,,,2.67,0,0.93,0.14,,,,0.18,,0,,0.01,0.09,0,0.1,,,,,,,,,,,,0
21298,624,,,,,,0.97,0.14,,,,0.09,,0,,0,0.14,0,0.14,,,,,,,,,,,,0
21299,624,,,,9.98,0,0.33,0.29,,,,0.62,,0,,0.01,0,0,0.01,,,,,,,,,,,,0
21300,624,,,,,,0,0.2,,,,0.91,,0,,0.01,0.14,0,0.15,,,,,,,,,,,,0
21301,624,,,,0.65,0,0.23,0.23,,,,0.65,,0,,0,0.05,0,0.05,,,,,,,,,,,,0
21302,624,,,,2.06,0,0,0.11,,,,0.56,,0,,0.11,0.97,0.68,1.76,,,,,,,,,,,,0
21303,662,,,,33.18,2.9,4.02,0.09,,,,3.99,,0.94,,0.05,0.88,0.34,1.27,,,,,,,,,,,,0
21304,662,,,,32.98,0.31,2.07,0.17,,,,1.16,,0,,0.04,1.34,1.45,2.83,,,,,,,,,,,,0
21305,666,,,,13.62,0,0.56,0.35,,,,0.7,,0.11,,0.04,0.48,2.45,2.97,,,,,,,,,,,,1.77
21306,624,,,,0.72,0,0,0.55,,,,0.35,,0,,,,,,,,,,,,,,,,,0
21307,668,,,,5.74,1.85,2.05,0.38,,,,6.25,,0,,0.03,0.69,0,0.72,,,,,,,,,,,,1.29
21308,624,,,,5.36,0,0.39,0.4,,,,0.38,,0,,0,0,0,0,,,,,,,,,,,,0
21309,624,,,,2.99,1.56,0.12,0.47,,,,0.91,,0,,0.01,0.05,0,0.06,,,,,,,,,,,,0
21310,624,,,,3.39,0,0.46,0.44,,,,0.35,,0,,0.01,0.14,0,0.15,,,,,,,,,,,,0
21311,624,,,,6.1,0,1.45,0.11,,,,2.11,,0,,0.01,0.65,0,0.66,,,,,,,,,,,,0
21312,624,,,,7.97,0,0.7,0.34,,,,0.5,,0,,0,0.23,1.7,1.93,,,,,,,,,,,,0
21313,624,,,,5.97,0,1.45,0.02,,,,0.53,,0,,0.02,0.46,0,0.48,,,,,,,,,,,,0
21314,624,,,,2.3,0,0.11,0.35,,,,0.35,,0,,0,0,0,0,,,,,,,,,,,,0
21315,624,,,,11.24,0.12,0.34,0.35,,,,0.35,,0,,0,0.14,0,0.14,,,,,,,,,,,,0
21316,624,,,,5.1,0.33,1.55,0.29,,,,0.44,,0,,0.01,0.19,0.34,0.54,,,,,,,,,,,,0
21317,624,,,,0.63,0,1.47,0.23,,,,0.47,,0.6,,0.01,0.19,0.68,0.88,,,,,,,,,,,,0
21318,624,,,,20.06,2.36,0.45,0.29,,,,0.73,,1.97,,0.02,0.28,3.41,3.71,,,,,,,,,,,,0
21319,624,,,,1.81,0,0.33,0.34,,,,0.38,,0,,0,0,0,0,,,,,,,,,,,,0
21320,624,,,,4.32,0,1.05,0.3,,,,0.62,,0.09,,0.01,0.19,0.34,0.54,,,,,,,,,,,,0
21321,624,,,,6.97,0,2.06,0.34,,,,0.62,,0,,0.02,0.6,3.07,3.69,,,,,,,,,,,,0
21322,624,,,,3.11,0.17,1.4,0.2,,,,0.82,,0.17,,0.03,0.32,5.45,5.8,,,,,,,,,,,,0
21323,624,,,,7.02,0,1.13,0.34,,,,0.82,,0,,0.03,0.74,3.41,4.18,,,,,,,,,,,,0
21324,624,,,,4.24,1.44,0.99,0.55,,,,3.11,,0.26,,0,0.14,0.34,0.48,,,,,,,,,,,,0.92
21325,624,,,,6.23,0,0.31,0.4,,,,1.23,,0,,0,0,0,0,,,,,,,,,,,,0
21326,624,,,,17.74,0,0,0.59,,,,0.73,,0,,0.02,0.14,0.34,0.5,,,,,,,,,,,,0
21327,662,,,,24.1,1.03,0.97,0.15,,,,4.84,,5.77,,0.01,0.31,0,0.32,,,,,,,,,,,,0.43
21328,656,,,,6.62,2.1,0.56,0.43,,,,2.2,,0,,0.01,0.06,0,0.07,,,,,,,,,,,,0.29
21329,1031,,,,8.33,1.3,1.68,0.05,,,,3.26,,1.45,,0,0.14,1.36,1.5,,,,,,,,,,,,0
21330,624,,,,8.04,1.17,0.28,0.56,,,,1.67,,0,,0,0,0.34,0.34,,,,,,,,,,,,0
21331,624,,,,7.01,0,0.46,0.43,,,,1.09,,0,,0,0,0.34,0.34,,,,,,,,,,,,0
21332,624,,,,0.67,0,0,0.23,,,,0.35,,0,,0,0,0,0,,,,,,,,,,,,0
21333,624,,,,0.73,0,0,0.35,,,,0.7,,0,,0,0.14,0,0.14,,,,,,,,,,,,0
21334,624,,,,2.18,0,0,0.09,,,,0.23,,0,,0,0,0.34,0.34,,,,,,,,,,,,0
21335,624,,,,0.92,0,0.35,0.14,,,,0.38,,0,,0.02,0.23,0,0.25,,,,,,,,,,,,0
21336,624,,,,1.41,0,0.11,0.12,,,,0.23,,0,,0,0,0,0,,,,,,,,,,,,0
21337,696,,,,7.51,0,0.5,0.2,,,,1.09,,2.33,,0.04,0,0,0.04,,,,,,,,,,,,0
21338,620,,,,11.23,0,0.35,0.3,,,,1.2,,0.17,,0,0,1.02,1.02,,,,,,,,,,,,0.12
21339,696,,,,1.03,0,0.61,0.26,,,,2.73,,0.77,,0.01,0.14,1.03,1.18,,,,,,,,,,,,0.12
21340,696,,,,0.44,0.15,0.59,0.4,,,,0.59,,0.17,,0,0,1.02,1.02,,,,,,,,,,,,1.43
21341,620,,,,2.72,0,0.44,0.4,,,,0.18,,0,,0,0,0.34,0.34,,,,,,,,,,,,0.3
21342,672,,,,2.36,0,0.76,0.38,,,,1.34,,1.85,,0.01,0.05,1.36,1.42,,,,,,,,,,,,0
21343,656,,,,7.77,0,0.24,0.34,,,,1.73,,4.75,,0.02,0.05,0.34,0.41,,,,,,,,,,,,0
21344,679,,,,4.46,0,0.27,0.43,,,,1.44,,0.93,,0,0,0,0,,,,,,,,,,,,0.12
21345,656,,,,14.73,0,0.48,0.28,,,,1.79,,2.42,,0.01,0.09,0.68,0.78,,,,,,,,,,,,0
21346,620,,,,8.82,0,0.34,0.27,,,,5.05,,4.44,,0.01,0.09,1.71,1.81,,,,,,,,,,,,0.76
21347,656,,,,3.56,0,0.24,0.32,,,,1.53,,3.42,,0,0,0,0,,,,,,,,,,,,0.19
21348,656,,,,13.93,1.28,0.24,0.07,,,,3.87,,6.49,,0.03,0.14,0.68,0.85,,,,,,,,,,,,0.77
21349,630,,,,1.08,0,1.3,0.17,,,,1.58,,4.96,,0.01,0,0,0.01,,,,,,,,,,,,0
21350,656,,,,3.74,0.19,0.34,0.49,,,,1.2,,0.82,,0,0,0.41,0.41,,,,,,,,,,,,0
21351,620,,,,5.13,0,0.23,0.2,,,,0.35,,0,,0,0.05,0,0.05,,,,,,,,,,,,0
21352,630,,,,11.57,0,0.45,0.04,,,,5.07,,10.46,,0.01,0.05,0,0.06,,,,,,,,,,,,0
