east_ae,north_ae,subplot_id,year,network,site,plot,subplot,EVG,EVG_Na,EVG_Phys,SAFSRM,soil_depth,tree_live_ttl_bio,tree_fol_bio,tree_live_1hr_bio,tree_live_10hr_bio,tree_live_100hr_bio,tree_live_1000hr_bio,tree_dead_1hr_bio,tree_dead_10hr_bio,shrub_bio_ttl,shrub_1hr,shrub_10hr,dwd_fuel_10h,dwd_fuel_100h,,dwd_fuel_1000h_s,,dwd_fuel_1000h_r,,tree_ltr_ld,tree_duff_ld,tree_ltr_depth,tree_duff_depth,herb_fuel_live_wd,herb_fuel_dead_wd,ispace_litter_load_wd,herb_fuel_stand_wd,herb_fuel_live_ss,herb_fuel_dead_ss,ispace_litter_load_ss,herb_fuel_stand_ss
-1962878.77540000000,930866.97340000000,WJ-WB-BC006,9,WJ,WB,burn,6,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.027,0.011,0.347,110,0.11,0,0,0,0,NA,NA,NA,NA,0.827,0.309,0.28,NA,1.55,0.58,0.525,NA
-1962878.77540000000,930866.97340000000,WJ-WB-BC006,12,WJ,WB,burn,6,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,0.061,0.034,0.236,110,0.11,9173,9.173,0,0,NA,NA,NA,NA,0.304,0.371,0.107,NA,0.57,0.695,0.2,NA
-1962878.77540000000,930866.97340000000,WJ-WB-BC006,16,WJ,WB,burn,6,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,0.006,0,0.011,0.004,0.001,-0.01,0,0,1.236,1.456,0.713,0.859,662,0.662,20715,20.715,0,0,NA,NA,NA,NA,0.349,0.285,0.192,NA,0.655,0.535,0.36,NA
-1963078.32380000000,930965.61560000000,WJ-WB-BC008,6,WJ,WB,burn,8,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,11.966,0,4.238,2.118,2.256,3.354,0.509,0.291,0,0,0,0.527,1654,1.654,1095,1.095,0,0,1.42,7.75,2,5.9,0.248,0.08,0.24,NA,0.465,0.15,0.45,NA
-1963078.32380000000,930965.61560000000,WJ-WB-BC008,7,WJ,WB,burn,8,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.222,662,0.662,1700,1.7,0,0,0.005,NA,0,0,0.149,0.011,0.133,NA,0.28,0.02,0.25,NA
-1963078.32380000000,930965.61560000000,WJ-WB-BC008,8,WJ,WB,burn,8,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.001,0,0.333,772,0.772,9713,9.713,0,0,NA,NA,NA,NA,1.197,0.109,0.091,NA,2.245,0.205,0.17,NA
-1963078.32380000000,930965.61560000000,WJ-WB-BC008,9,WJ,WB,burn,8,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.007,0.002,0.083,110,0.11,266,0.266,0,0,NA,NA,NA,NA,1.181,0.315,0.227,NA,2.215,0.59,0.425,NA
-1963078.32380000000,930965.61560000000,WJ-WB-BC008,12,WJ,WB,burn,8,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.347,221,0.221,556,0.556,0,0,NA,NA,NA,NA,0.371,0.517,0.336,NA,0.695,0.97,0.63,NA
-1963078.32380000000,930965.61560000000,WJ-WB-BC008,16,WJ,WB,burn,8,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,0,0,0,0,0,0,0,0,0,0.162,0.111,0.61,662,0.662,22846,22.846,0,0,NA,NA,NA,NA,0.416,1.043,0.317,NA,0.78,1.955,0.595,NA
-1962864.35580000000,930917.47890000000,WJ-WB-BC012,6,WJ,WB,burn,12,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,75,9.345,0,3.281,1.647,1.656,2.761,0.349,0.199,0,0,0,0.61,1213,1.213,740,0.74,0,0,1.47,0.902,1.5,0.9,0.264,0.091,0.227,NA,0.495,0.17,0.425,NA
-1962864.35580000000,930917.47890000000,WJ-WB-BC012,7,WJ,WB,burn,12,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.43,331,0.331,1316,1.316,0,0,0.009,NA,0,0,0.213,0.011,0.379,NA,0.4,0.02,0.71,NA
-1962864.35580000000,930917.47890000000,WJ-WB-BC012,8,WJ,WB,burn,12,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.319,1875,1.875,2138,2.138,0,0,NA,NA,NA,NA,0.723,0.013,0.08,NA,1.355,0.025,0.15,NA
-1962864.35580000000,930917.47890000000,WJ-WB-BC012,9,WJ,WB,burn,12,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.005,0.002,0.236,221,0.221,0,0,0,0,NA,NA,NA,NA,0.797,0.195,0.277,NA,1.495,0.365,0.52,NA
-1962864.35580000000,930917.47890000000,WJ-WB-BC012,12,WJ,WB,burn,12,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.818,1544,1.544,740,0.74,0,0,NA,NA,NA,NA,0.547,0.693,0.168,NA,1.025,1.3,0.315,NA
-1962864.35580000000,930917.47890000000,WJ-WB-BC012,16,WJ,WB,burn,12,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,0,0,0,0,0,0,0,0,0,0,0,0.859,3970,3.97,1480,1.48,0,0,NA,NA,NA,NA,0.429,0.395,0.184,NA,0.805,0.74,0.345,NA
-1963071.37780000000,931016.19460000000,WJ-WB-BC014,6,WJ,WB,burn,14,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,90,13.983,0,4.646,2.338,2.765,4.234,0.668,0.381,0,0,0,0.541,551,0.551,0,0,0,0,0.822,5.293,1.1,4.2,0.216,0.069,0.045,NA,0.405,0.13,0.085,NA
-1963071.37780000000,931016.19460000000,WJ-WB-BC014,7,WJ,WB,burn,14,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.333,551,0.551,0,0,0,0,0.005,NA,0,0,0.251,0.013,0.16,NA,0.47,0.025,0.3,NA
-1963071.37780000000,931016.19460000000,WJ-WB-BC014,8,WJ,WB,burn,14,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.236,551,0.551,0,0,0,0,NA,NA,NA,NA,0.872,0.059,0.264,NA,1.635,0.11,0.495,NA
-1963071.37780000000,931016.19460000000,WJ-WB-BC014,9,WJ,WB,burn,14,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.249,221,0.221,0,0,0,0,NA,NA,NA,NA,0.6,0.045,0.08,NA,1.125,0.085,0.15,NA
-1963071.37780000000,931016.19460000000,WJ-WB-BC014,12,WJ,WB,burn,14,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,0.012,0.01,0.097,221,0.221,5263,5.263,0,0,NA,NA,NA,NA,0.333,0.544,0.12,NA,0.625,1.02,0.225,NA
-1963071.37780000000,931016.19460000000,WJ-WB-BC014,16,WJ,WB,burn,14,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,0.072,0,0.049,0.023,0.01,-0.01,0,0,0,0,0,0.111,441,0.441,1684,1.684,0,0,NA,NA,NA,NA,0.739,0.861,0.456,NA,1.385,1.615,0.855,NA
-1962935.66840000000,930979.45390000000,WJ-WB-BC016,6,WJ,WB,burn,16,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,8.697,0,3.074,1.543,1.527,2.553,0.317,0.181,0,0,0,0.665,1875,1.875,474,0.474,0,0,0.127,1.993,1.9,5.6,0.293,0.075,0.165,NA,0.55,0.14,0.31,NA
-1962935.66840000000,930979.45390000000,WJ-WB-BC016,7,WJ,WB,burn,16,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.263,110,0.11,329,0.329,0,0,0.039,NA,0,0,0.261,0.016,0.264,NA,0.49,0.03,0.495,NA
-1962935.66840000000,930979.45390000000,WJ-WB-BC016,8,WJ,WB,burn,16,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,0.031,0.012,0.139,110,0.11,266,0.266,0,0,NA,NA,NA,NA,0.613,0.051,0.208,NA,1.15,0.095,0.39,NA
-1962935.66840000000,930979.45390000000,WJ-WB-BC016,9,WJ,WB,burn,16,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.055,0.023,0.18,221,0.221,0,0,0,0,NA,NA,NA,NA,0.699,0.107,0.131,NA,1.31,0.2,0.245,NA
-1962935.66840000000,930979.45390000000,WJ-WB-BC016,12,WJ,WB,burn,16,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203,0.148,0.124,0.139,441,0.441,0,0,0,0,NA,NA,NA,NA,0.245,0.677,0.432,NA,0.46,1.27,0.81,NA
-1962935.66840000000,930979.45390000000,WJ-WB-BC016,16,WJ,WB,burn,16,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,0,0,0,0,0,0,0,0,1.378,1.207,0.58,0.527,221,0.221,0,0,0,0,NA,NA,NA,NA,0.589,0.445,0.392,NA,1.105,0.835,0.735,NA
-1962797.87560000000,930970.58300000000,WJ-WB-BC019,6,WJ,WB,burn,19,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,6.011,0,2.273,1.132,1.034,1.572,0.202,0.115,0,0,0,0.735,441,0.441,398,0.398,0,0,1.257,2.971,1.8,5,0.283,0.067,0.091,NA,0.53,0.125,0.17,NA
-1962797.87560000000,930970.58300000000,WJ-WB-BC019,7,WJ,WB,burn,19,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.001,0,0.263,1103,1.103,0,0,957,0.957,0.056,NA,0,0,0.216,0.011,1.371,NA,0.405,0.02,2.57,NA
-1962797.87560000000,930970.58300000000,WJ-WB-BC019,8,WJ,WB,burn,19,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.013,-0.025,-0.016,0.139,882,0.882,474,0.474,0,0,NA,NA,NA,NA,0.637,0.061,0.235,NA,1.195,0.115,0.44,NA
-1962797.87560000000,930970.58300000000,WJ-WB-BC019,9,WJ,WB,burn,19,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.103,-0.106,-0.055,0.374,441,0.441,0,0,0,0,NA,NA,NA,NA,0.488,0.069,0.133,NA,0.915,0.13,0.25,NA
-1962797.87560000000,930970.58300000000,WJ-WB-BC019,12,WJ,WB,burn,19,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,0.171,0.307,0.444,662,0.662,556,0.556,0,0,NA,NA,NA,NA,0.389,0.645,0.299,NA,0.73,1.21,0.56,NA
-1962797.87560000000,930970.58300000000,WJ-WB-BC019,16,WJ,WB,burn,19,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,0,0,0,0,0,0,0,0,1.219,1.098,0.668,1.497,2426,2.426,5960,5.96,0,0,NA,NA,NA,NA,0.733,1.019,0.216,NA,1.375,1.91,0.405,NA
-1962831.36560000000,931041.10850000000,WJ-WB-BC024,6,WJ,WB,burn,24,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,8.493,0,3.053,1.528,1.457,2.455,0.293,0.167,0,0,0,0.665,441,0.441,3052,3.052,0,0,0.803,3.138,1.2,6.9,0.243,0.043,0.272,NA,0.455,0.08,0.51,NA
-1962831.36560000000,931041.10850000000,WJ-WB-BC024,7,WJ,WB,burn,24,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.003,0,0.18,551,0.551,161,0.161,0,0,0.046,NA,0.1,0,0.213,0.043,0.245,NA,0.4,0.08,0.46,NA
-1962831.36560000000,931041.10850000000,WJ-WB-BC024,8,WJ,WB,burn,24,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.036,0.015,0.097,1985,1.985,0,0,0,0,NA,NA,NA,NA,0.851,0.029,0.043,NA,1.595,0.055,0.08,NA
-1962831.36560000000,931041.10850000000,WJ-WB-BC024,9,WJ,WB,burn,24,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,0.141,0.045,0.222,993,0.993,0,0,0,0,NA,NA,NA,NA,0.517,0.072,0.085,NA,0.97,0.135,0.16,NA
-1962831.36560000000,931041.10850000000,WJ-WB-BC024,12,WJ,WB,burn,24,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.162,0.056,0.582,2095,2.095,266,0.266,0,0,NA,NA,NA,NA,0.256,0.483,0.469,NA,0.48,0.905,0.88,NA
-1962831.36560000000,931041.10850000000,WJ-WB-BC024,16,WJ,WB,burn,24,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,0,0,0,0,0,0,0,0,0.064,0.334,0.06,1.137,3529,3.529,14452,14.452,0,0,NA,NA,NA,NA,0.736,1.39,0.653,NA,1.38,2.605,1.225,NA
-1963022.79510000000,931127.03580000000,WJ-WB-BC026,6,WJ,WB,burn,26,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,16.064,0,4.831,2.462,3.645,5.126,0.997,0.569,0,0,0,0.596,2206,2.206,842,0.842,0,0,2.015,6.574,2,4.4,0.293,0.059,0.189,NA,0.55,0.11,0.355,NA
-1963022.79510000000,931127.03580000000,WJ-WB-BC026,7,WJ,WB,burn,26,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.152,772,0.772,2898,2.898,0,0,0.037,NA,0.1,0,0.267,0.013,0.293,NA,0.5,0.025,0.55,NA
-1963022.79510000000,931127.03580000000,WJ-WB-BC026,8,WJ,WB,burn,26,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,0.027,0.011,0.208,331,0.331,2266,2.266,0,0,NA,NA,NA,NA,1.115,0.043,0.128,NA,2.09,0.08,0.24,NA
-1963022.79510000000,931127.03580000000,WJ-WB-BC026,9,WJ,WB,burn,26,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.045,-0.034,-0.016,0.166,221,0.221,3365,3.365,0,0,NA,NA,NA,NA,0.541,0.309,0.571,NA,1.015,0.58,1.071,NA
-1963022.79510000000,931127.03580000000,WJ-WB-BC026,12,WJ,WB,burn,26,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.111,331,0.331,1990,1.99,0,0,NA,NA,NA,NA,0.515,0.824,0.371,NA,0.965,1.545,0.695,NA
-1963022.79510000000,931127.03580000000,WJ-WB-BC026,16,WJ,WB,burn,26,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.274,0.157,0.277,1103,1.103,6868,6.868,0,0,NA,NA,NA,NA,0.813,0.677,0.4,NA,1.525,1.27,0.75,NA
-1962980.04230000000,931150.56850000000,WJ-WB-BC027,6,WJ,WB,burn,27,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,5.077,0,1.945,0.966,0.878,1.288,0.172,0.098,0,0,0,0.845,2647,2.647,993,0.993,0,0,0.61,3.182,1.9,5.3,0.301,0.051,0.147,NA,0.565,0.095,0.275,NA
-1962980.04230000000,931150.56850000000,WJ-WB-BC027,7,WJ,WB,burn,27,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.007,0,0.416,1764,1.764,266,0.266,0,0,0.024,NA,0,0,0.24,0,0.269,NA,0.45,0,0.505,NA
-1962980.04230000000,931150.56850000000,WJ-WB-BC027,8,WJ,WB,burn,27,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.039,0.007,0.638,1213,1.213,0,0,0,0,NA,NA,NA,NA,0.92,0.024,0.189,NA,1.725,0.045,0.355,NA
-1962980.04230000000,931150.56850000000,WJ-WB-BC027,9,WJ,WB,burn,27,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0.115,0.052,0.416,441,0.441,0,0,0,0,NA,NA,NA,NA,0.736,0.219,0.131,NA,1.38,0.41,0.245,NA
-1962980.04230000000,931150.56850000000,WJ-WB-BC027,11,WJ,WB,burn,27,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.432,0.507,0.208,NA,0.81,0.95,0.39,NA
-1962980.04230000000,931150.56850000000,WJ-WB-BC027,12,WJ,WB,burn,27,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.274,0.078,0.305,1985,1.985,0,0,0,0,NA,NA,NA,NA,0.291,0.157,0.115,NA,0.545,0.295,0.215,NA
-1962980.04230000000,931150.56850000000,WJ-WB-BC027,13,WJ,WB,burn,27,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.52,0.613,0.179,NA,0.975,1.15,0.335,NA
-1962980.04230000000,931150.56850000000,WJ-WB-BC027,14,WJ,WB,burn,27,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.781,0.315,0.059,NA,1.465,0.59,0.11,NA
-1962980.04230000000,931150.56850000000,WJ-WB-BC027,16,WJ,WB,burn,27,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,0,0,0,0,0,0,0,0,0,0.332,0.126,2.328,1544,1.544,0,0,0,0,NA,NA,NA,NA,0.384,0.187,0.163,NA,0.72,0.35,0.305,NA
-1962980.04230000000,931150.56850000000,WJ-WB-BC027,17,WJ,WB,burn,27,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,NA,NA,0.235,1.438,NA,NA,0.44,2.695
-1962927.42410000000,931132.45650000000,WJ-WB-BC028,6,WJ,WB,burn,28,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,3.408,0,1.457,0.712,0.53,0.709,0.085,0.048,0,0,0,1.123,1103,1.103,806,0.806,0,0,0.504,1.516,1.2,9.8,0.144,0.043,0.104,NA,0.27,0.08,0.195,NA
-1962927.42410000000,931132.45650000000,WJ-WB-BC028,7,WJ,WB,burn,28,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.007,0,0.097,331,0.331,161,0.161,0,0,0.011,NA,0,0,0.251,0.016,0.267,NA,0.47,0.03,0.5,NA
-1962927.42410000000,931132.45650000000,WJ-WB-BC028,8,WJ,WB,burn,28,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,0.043,0.023,0.125,221,0.221,0,0,0,0,NA,NA,NA,NA,0.56,0.027,0.059,NA,1.05,0.05,0.11,NA
-1962927.42410000000,931132.45650000000,WJ-WB-BC028,9,WJ,WB,burn,28,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,0.085,0.047,0.055,331,0.331,5263,5.263,0,0,NA,NA,NA,NA,0.299,0.28,0.707,NA,0.56,0.525,1.325,NA
-1962927.42410000000,931132.45650000000,WJ-WB-BC028,12,WJ,WB,burn,28,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043,0.043,0.032,0.249,110,0.11,0,0,0,0,NA,NA,NA,NA,0.176,0.325,0.347,NA,0.33,0.61,0.65,NA
-1962927.42410000000,931132.45650000000,WJ-WB-BC028,16,WJ,WB,burn,28,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,0,0,0,0,0,0,0,0,0.284,0.192,0.124,1.552,441,0.441,0,0,0,0,NA,NA,NA,NA,0.451,0.448,0.912,NA,0.845,0.84,1.71,NA
-1962816.62120000000,931095.64230000000,WJ-WB-BC030,6,WJ,WB,burn,30,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,1.681,0,0.79,0.386,0.239,0.266,0.026,0.015,0,0,0,0.651,2978,2.978,2220,2.22,0,0,0.211,0.773,2,3.2,0.419,0.117,0.013,NA,0.785,0.22,0.025,NA
-1962816.62120000000,931095.64230000000,WJ-WB-BC030,7,WJ,WB,burn,30,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.011,0.002,0.347,110,0.11,0,0,0,0,0.014,NA,0,0,0.179,0.005,0.107,NA,0.335,0.01,0.2,NA
-1962816.62120000000,931095.64230000000,WJ-WB-BC030,8,WJ,WB,burn,30,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.003,-0.084,-0.021,0.111,110,0.11,0,0,0,0,NA,NA,NA,NA,0.411,0.037,0.029,NA,0.77,0.07,0.055,NA
-1962816.62120000000,931095.64230000000,WJ-WB-BC030,9,WJ,WB,burn,30,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,0.246,0.124,0.069,331,0.331,0,0,0,0,NA,NA,NA,NA,0.491,0.136,0.131,NA,0.92,0.255,0.245,NA
-1962816.62120000000,931095.64230000000,WJ-WB-BC030,11,WJ,WB,burn,30,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.419,1.192,0.067,NA,0.785,2.235,0.125,NA
-1962816.62120000000,931095.64230000000,WJ-WB-BC030,12,WJ,WB,burn,30,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.681,0.376,0.055,0,0,0,0,0,0,NA,NA,NA,NA,0.56,0.416,0.085,NA,1.05,0.78,0.16,NA
-1962816.62120000000,931095.64230000000,WJ-WB-BC030,13,WJ,WB,burn,30,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.357,0.139,0.067,NA,0.67,0.26,0.125,NA
-1962816.62120000000,931095.64230000000,WJ-WB-BC030,14,WJ,WB,burn,30,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.488,0.336,0.075,NA,0.915,0.63,0.14,NA
-1962816.62120000000,931095.64230000000,WJ-WB-BC030,16,WJ,WB,burn,30,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,0,0,0,0,0,0,0,0,0,0.573,0.257,0.222,221,0.221,0,0,0,0,NA,NA,NA,NA,0.291,0.139,0.504,NA,0.545,0.26,0.945,NA
-1962816.62120000000,931095.64230000000,WJ-WB-BC030,17,WJ,WB,burn,30,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,NA,NA,0.115,1.416,NA,NA,0.215,2.655
-1962967.71590000000,931212.64480000000,WJ-WB-BC033,6,WJ,WB,burn,33,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,17.529,0,5.765,2.912,3.984,4.868,1.097,0.626,0,0,0,0.263,551,0.551,0,0,0,0,1.051,7.221,1.1,4.1,0.141,0.027,0.939,NA,0.265,0.05,1.76,NA
-1962967.71590000000,931212.64480000000,WJ-WB-BC033,7,WJ,WB,burn,33,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.002,0.001,0.208,1103,1.103,2223,2.223,0,0,0.048,NA,0.1,0,0.165,0,0.525,NA,0.31,0,0.985,NA
