east_ae,north_ae,subplot_id,year,network,site,plot,subplot,EVG,EVG_Na,EVG_Phys,SAFSRM,soil_depth,tree_live_ttl_bio,tree_fol_bio,tree_live_1hr_bio,tree_live_10hr_bio,tree_live_100hr_bio,tree_live_1000hr_bio,tree_dead_1hr_bio,tree_dead_10hr_bio,shrub_bio_ttl,shrub_1hr,shrub_10hr,dwd_fuel_10h,dwd_fuel_100h,,dwd_fuel_1000h_s,,dwd_fuel_1000h_r,,tree_ltr_ld,tree_duff_ld,tree_ltr_depth,tree_duff_depth,herb_fuel_live_wd,herb_fuel_dead_wd,ispace_litter_load_wd,herb_fuel_stand_wd,herb_fuel_live_ss,herb_fuel_dead_ss,ispace_litter_load_ss,herb_fuel_stand_ss
-1382206.17280000000,427260.81045200000,JP-ON-CC002,16,JP,ONJ,control,2,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,16.527,4.486,0.785,1.861,3.21,6.185,0.555,0.317,-0.337,-0.211,-0.225,0.388,1323,1.323,0,0,0,0,NA,NA,NA,NA,0.029,0.005,1.952,NA,0.055,0.01,3.66,NA
-1382088.72183000000,427259.84551300000,JP-ON-CC004,6,JP,ONJ,control,4,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,60,17.058,4.721,0.826,1.956,3.313,6.242,0.561,0.32,0,0,0,0.277,221,0.221,0,0,0,0,11.178,3.566,2.6,0.6,0.04,0.008,0.008,NA,0.075,0.015,0.015,NA
-1382088.72183000000,427259.84551300000,JP-ON-CC004,7,JP,ONJ,control,4,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.208,110,0.11,0,0,0,0,18.276,NA,3.5,0,0.061,0.011,0.011,NA,0.115,0.02,0.02,NA
-1382088.72183000000,427259.84551300000,JP-ON-CC004,8,JP,ONJ,control,4,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.263,221,0.221,0,0,0,0,NA,NA,NA,NA,0.021,0,0,NA,0.04,0,0,NA
-1382088.72183000000,427259.84551300000,JP-ON-CC004,9,JP,ONJ,control,4,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.208,331,0.331,0,0,0,0,NA,NA,NA,NA,0.021,0,0,NA,0.04,0,0,NA
-1382088.72183000000,427259.84551300000,JP-ON-CC004,10,JP,ONJ,control,4,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.051,0.005,0.005,NA,0.095,0.01,0.01,NA
-1382088.72183000000,427259.84551300000,JP-ON-CC004,12,JP,ONJ,control,4,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.026,1544,1.544,0,0,0,0,NA,NA,NA,NA,0.064,0.056,0.021,NA,0.12,0.105,0.04,NA
-1382088.72183000000,427259.84551300000,JP-ON-CC004,16,JP,ONJ,control,4,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,23.237,5.939,1.036,2.488,4.514,9.26,0.827,0.472,0,0,0,1.331,1323,1.323,0,0,0,0,NA,NA,NA,NA,0.043,0,0.709,NA,0.08,0,1.33,NA
-1382249.52490000000,427334.43865600000,JP-ON-CC006,6,JP,ONJ,control,6,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,3.116,1.071,0.191,0.42,0.605,0.829,0.076,0.043,0,0,0,0.707,1544,1.544,0,0,0,0,2.367,0.849,2.5,0.6,0.12,0.149,0.021,NA,0.225,0.28,0.04,NA
-1382249.52490000000,427334.43865600000,JP-ON-CC006,7,JP,ONJ,control,6,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.933,-1.07,-1.183,0.582,772,0.772,0,0,0,0,2.68,NA,1.9,0,0.501,0.76,0.205,NA,0.94,1.425,0.385,NA
-1382249.52490000000,427334.43865600000,JP-ON-CC006,8,JP,ONJ,control,6,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.518,-0.893,-1.21,0.624,662,0.662,684,0.684,0,0,NA,NA,NA,NA,0.136,0.104,0.061,NA,0.255,0.195,0.115,NA
-1382249.52490000000,427334.43865600000,JP-ON-CC006,9,JP,ONJ,control,6,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.962,-1.114,-1.484,0.554,1875,1.875,266,0.266,0,0,NA,NA,NA,NA,0.235,0.131,0.251,NA,0.44,0.245,0.47,NA
-1382249.52490000000,427334.43865600000,JP-ON-CC006,10,JP,ONJ,control,6,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.384,0.184,0.216,NA,0.72,0.345,0.405,NA
-1382249.52490000000,427334.43865600000,JP-ON-CC006,12,JP,ONJ,control,6,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.157,-1.072,-1.244,0.374,662,0.662,398,0.398,0,0,NA,NA,NA,NA,0.024,0.104,0.024,NA,0.045,0.195,0.045,NA
-1382249.52490000000,427334.43865600000,JP-ON-CC006,16,JP,ONJ,control,6,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,8.52,2.644,0.467,1.065,1.655,2.689,0.244,0.139,-3.141,-1.411,-1.764,0.582,1103,1.103,322,0.322,355,0.355,NA,NA,NA,NA,0.304,0.051,0.144,NA,0.57,0.095,0.27,NA
-1382146.53636000000,427308.67262900000,JP-ON-CC008,6,JP,ONJ,control,8,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,8.809,2.517,0.442,1.033,1.711,3.106,0.28,0.16,0,0,0,0.665,110,0.11,0,0,0,0,9.695,3.577,3.4,1.1,0.08,0.045,0.035,NA,0.15,0.085,0.065,NA
-1382146.53636000000,427308.67262900000,JP-ON-CC008,7,JP,ONJ,control,8,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.838,-1.579,-1.82,0.36,551,0.551,329,0.329,0,0,17.363,NA,3.4,0,0.141,0.021,0.056,NA,0.265,0.04,0.105,NA
-1382146.53636000000,427308.67262900000,JP-ON-CC008,8,JP,ONJ,control,8,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.336,-2.465,-3.653,0.776,1323,1.323,329,0.329,0,0,NA,NA,NA,NA,0.085,0,0.016,NA,0.16,0,0.03,NA
-1382146.53636000000,427308.67262900000,JP-ON-CC008,9,JP,ONJ,control,8,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.564,-1.032,-1.356,0.222,110,0.11,0,0,0,0,NA,NA,NA,NA,0.155,0.069,0.08,NA,0.29,0.13,0.15,NA
-1382146.53636000000,427308.67262900000,JP-ON-CC008,10,JP,ONJ,control,8,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.08,0.011,0.016,NA,0.15,0.02,0.03,NA
-1382146.53636000000,427308.67262900000,JP-ON-CC008,12,JP,ONJ,control,8,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.773,-1.558,-1.837,0.748,3970,3.97,0,0,0,0,NA,NA,NA,NA,0.061,0.04,0.021,NA,0.115,0.075,0.04,NA
-1382146.53636000000,427308.67262900000,JP-ON-CC008,16,JP,ONJ,control,8,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,13.137,3.545,0.622,1.461,2.552,4.957,0.444,0.253,-4.734,-2.354,-2.893,0.513,1544,1.544,885,0.885,0,0,NA,NA,NA,NA,0.085,0.005,0.243,NA,0.16,0.01,0.455,NA
-1382185.37734000000,427373.32134900000,JP-ON-CC012,6,JP,ONJ,control,12,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,6.851,1.981,0.348,0.811,1.331,2.38,0.215,0.122,0,0,0,0.444,221,0.221,0,0,0,0,4.242,0.78,2.7,0.5,0.179,0.304,0.104,NA,0.335,0.57,0.195,NA
-1382185.37734000000,427373.32134900000,JP-ON-CC012,7,JP,ONJ,control,12,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.955,-1.24,-1.938,0.624,221,0.221,0,0,0,0,5.165,NA,2.7,0,0.429,0.715,0.2,NA,0.805,1.34,0.375,NA
-1382185.37734000000,427373.32134900000,JP-ON-CC012,8,JP,ONJ,control,12,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.987,-0.99,-1.444,0.818,882,0.882,0,0,0,0,NA,NA,NA,NA,0.421,0.536,0.131,NA,0.79,1.005,0.245,NA
-1382185.37734000000,427373.32134900000,JP-ON-CC012,9,JP,ONJ,control,12,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.944,-0.998,-1.192,0.624,1764,1.764,161,0.161,0,0,NA,NA,NA,NA,0.296,0.424,0.155,NA,0.555,0.795,0.29,NA
-1382185.37734000000,427373.32134900000,JP-ON-CC012,10,JP,ONJ,control,12,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.421,0.189,0.195,NA,0.79,0.355,0.365,NA
-1382185.37734000000,427373.32134900000,JP-ON-CC012,12,JP,ONJ,control,12,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.611,-1.136,-1.191,0.513,221,0.221,211,0.211,0,0,NA,NA,NA,NA,0.088,0.325,0.101,NA,0.165,0.61,0.19,NA
-1382185.37734000000,427373.32134900000,JP-ON-CC012,16,JP,ONJ,control,12,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,10.613,2.807,0.492,1.161,2.062,4.091,0.366,0.209,-2.591,-1.213,-1.525,0.735,993,0.993,266,0.266,0,0,NA,NA,NA,NA,0.339,0.032,0.152,NA,0.635,0.06,0.285,NA
-1382125.03613000000,427377.53792500000,JP-ON-CC013,6,JP,ONJ,control,13,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,72,1.709,0.55,0.098,0.218,0.332,0.511,0.047,0.027,0,0,0,1.358,993,0.993,0,0,0,0,1.758,0.286,3.5,0.5,0.117,0.232,0.053,NA,0.22,0.435,0.1,NA
-1382125.03613000000,427377.53792500000,JP-ON-CC013,7,JP,ONJ,control,13,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,-0.658,-0.765,0.984,993,0.993,329,0.329,0,0,0.489,NA,0.9,0,0.405,0.696,0.24,NA,0.76,1.305,0.45,NA
-1382125.03613000000,427377.53792500000,JP-ON-CC013,8,JP,ONJ,control,13,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.234,-0.492,-0.626,1.012,1434,1.434,0,0,0,0,NA,NA,NA,NA,0.469,0.624,0.131,NA,0.88,1.17,0.245,NA
-1382125.03613000000,427377.53792500000,JP-ON-CC013,9,JP,ONJ,control,13,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.888,-0.615,-0.638,0.748,441,0.441,0,0,799,0.799,NA,NA,NA,NA,0.304,0.36,0.149,NA,0.57,0.675,0.28,NA
-1382125.03613000000,427377.53792500000,JP-ON-CC013,10,JP,ONJ,control,13,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.6,0.325,0.189,NA,1.125,0.61,0.355,NA
-1382125.03613000000,427377.53792500000,JP-ON-CC013,12,JP,ONJ,control,13,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.179,-1.296,-1.439,0,0,0,0,0,0,0,NA,NA,NA,NA,0.275,0.896,0.181,NA,0.515,1.68,0.34,NA
-1382125.03613000000,427377.53792500000,JP-ON-CC013,16,JP,ONJ,control,13,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,14.395,3.635,0.639,1.498,2.796,5.827,0.518,0.296,-2.111,-1.756,-1.687,0.333,662,0.662,372,0.372,0,0,NA,NA,NA,NA,0.136,0.019,0.112,NA,0.255,0.035,0.21,NA
-1382075.08011000000,427366.62249600000,JP-ON-CC014,6,JP,ONJ,control,14,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,7.618,1.974,0.345,0.821,1.48,2.998,0.268,0.153,0,0,0,0.887,1213,1.213,477,0.477,0,0,5.313,0.821,2.3,0.3,0.051,0.051,0.043,NA,0.095,0.095,0.08,NA
-1382075.08011000000,427366.62249600000,JP-ON-CC014,7,JP,ONJ,control,14,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.674,-2.927,-3.033,1.012,993,0.993,740,0.74,355,0.355,6.726,NA,3.8,0,0.184,0.235,0.176,NA,0.345,0.44,0.33,NA
-1382075.08011000000,427366.62249600000,JP-ON-CC014,8,JP,ONJ,control,14,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.568,-2.289,-2.583,0.721,1323,1.323,0,0,0,0,NA,NA,NA,NA,0.104,0.064,0.016,NA,0.195,0.12,0.03,NA
-1382075.08011000000,427366.62249600000,JP-ON-CC014,9,JP,ONJ,control,14,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.232,-0.752,-0.772,0.832,662,0.662,2796,2.796,0,0,NA,NA,NA,NA,0.205,0.211,0.096,NA,0.385,0.395,0.18,NA
-1382075.08011000000,427366.62249600000,JP-ON-CC014,10,JP,ONJ,control,14,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.48,0.224,0.035,NA,0.9,0.42,0.065,NA
-1382075.08011000000,427366.62249600000,JP-ON-CC014,11,JP,ONJ,control,14,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.072,0.008,0,NA,0.135,0.015,0,NA
-1382075.08011000000,427366.62249600000,JP-ON-CC014,12,JP,ONJ,control,14,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.925,-1.455,-1.408,0.485,1985,1.985,0,0,0,0,NA,NA,NA,NA,0.056,0.064,0.04,NA,0.105,0.12,0.075,NA
-1382075.08011000000,427366.62249600000,JP-ON-CC014,13,JP,ONJ,control,14,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.125,0.104,0.011,NA,0.235,0.195,0.02,NA
-1382075.08011000000,427366.62249600000,JP-ON-CC014,14,JP,ONJ,control,14,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.261,0.019,NA,NA,0.49,0.035,NA,NA
-1382075.08011000000,427366.62249600000,JP-ON-CC014,16,JP,ONJ,control,14,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,2.265,0.679,0.12,0.278,0.44,0.748,0.068,0.039,-2.013,-1.403,-1.413,0.333,993,0.993,211,0.211,200,0.2,NA,NA,NA,NA,0.069,0.021,0.496,NA,0.13,0.04,0.93,NA
-1382075.08011000000,427366.62249600000,JP-ON-CC014,17,JP,ONJ,control,14,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,NA,NA,0.109,0.235,NA,NA,0.205,0.44
-1382284.01333000000,427502.32836600000,JP-ON-CC020,6,JP,ONJ,control,20,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,17.347,4.216,0.735,1.767,3.37,7.259,0.646,0.369,0,0,0,1.067,882,0.882,0,0,0,0,15.561,1.803,3.9,0.2,0.088,0.088,0.027,NA,0.165,0.165,0.05,NA
-1382284.01333000000,427502.32836600000,JP-ON-CC020,7,JP,ONJ,control,20,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.972,-0.349,-0.519,0.499,110,0.11,0,0,0,0,19.167,0.642,3.8,0.1,0.155,0.011,0.075,NA,0.29,0.02,0.14,NA
-1382284.01333000000,427502.32836600000,JP-ON-CC020,8,JP,ONJ,control,20,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.426,-0.332,-0.64,0.61,1323,1.323,0,0,0,0,NA,NA,NA,NA,0.141,0.184,0.045,NA,0.265,0.345,0.085,NA
-1382284.01333000000,427502.32836600000,JP-ON-CC020,9,JP,ONJ,control,20,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.277,-0.299,-0.565,0.222,110,0.11,0,0,0,0,NA,NA,NA,NA,0.269,0.035,0.016,NA,0.505,0.065,0.03,NA
-1382284.01333000000,427502.32836600000,JP-ON-CC020,10,JP,ONJ,control,20,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.176,0.016,0.011,NA,0.33,0.03,0.02,NA
-1382284.01333000000,427502.32836600000,JP-ON-CC020,12,JP,ONJ,control,20,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.288,-0.157,-0.177,0.222,1654,1.654,0,0,0,0,NA,NA,NA,NA,0.085,0.261,0,NA,0.16,0.49,0,NA
-1382284.01333000000,427502.32836600000,JP-ON-CC020,16,JP,ONJ,control,20,620,Juniper Woodland and Savanna,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,27.727,5.825,1.01,2.489,5.386,13.017,1.17,0.668,-0.193,-0.041,-0.083,0.236,331,0.331,211,0.211,0,0,NA,NA,NA,NA,0.112,0.013,0.973,NA,0.21,0.025,1.825,NA
-1382070.16182000000,427467.54014500000,JP-ON-CC024,6,JP,ONJ,control,24,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,10.029,2.526,0.442,1.049,1.948,4.064,0.365,0.208,0,0,0,1.525,441,0.441,0,0,0,0,8.095,3.084,2.8,0.7,0.099,0.059,0.053,NA,0.185,0.11,0.1,NA
-1382070.16182000000,427467.54014500000,JP-ON-CC024,7,JP,ONJ,control,24,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.435,-1.011,-1.274,1.22,1213,1.213,0,0,0,0,15.417,NA,4.3,0,0.216,0.549,0.061,NA,0.405,1.03,0.115,NA
-1382070.16182000000,427467.54014500000,JP-ON-CC024,8,JP,ONJ,control,24,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.462,-0.73,-1.069,0.679,2095,2.095,266,0.266,0,0,NA,NA,NA,NA,0.165,0.125,0.08,NA,0.31,0.235,0.15,NA
-1382070.16182000000,427467.54014500000,JP-ON-CC024,9,JP,ONJ,control,24,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.484,-0.744,-0.847,1.331,1434,1.434,0,0,0,0,NA,NA,NA,NA,0.189,0.104,0.051,NA,0.355,0.195,0.095,NA
-1382070.16182000000,427467.54014500000,JP-ON-CC024,10,JP,ONJ,control,24,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.115,0.024,0.024,NA,0.215,0.045,0.045,NA
-1382070.16182000000,427467.54014500000,JP-ON-CC024,11,JP,ONJ,control,24,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.075,0.011,0,NA,0.14,0.02,0,NA
-1382070.16182000000,427467.54014500000,JP-ON-CC024,12,JP,ONJ,control,24,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.719,-1.2,-1.236,1.053,3970,3.97,0,0,0,0,NA,NA,NA,NA,0.131,0.171,0.045,NA,0.245,0.32,0.085,NA
-1382070.16182000000,427467.54014500000,JP-ON-CC024,13,JP,ONJ,control,24,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.251,0.064,0,NA,0.47,0.12,0,NA
-1382070.16182000000,427467.54014500000,JP-ON-CC024,14,JP,ONJ,control,24,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.163,0.032,NA,NA,0.305,0.06,NA,NA
-1382070.16182000000,427467.54014500000,JP-ON-CC024,16,JP,ONJ,control,24,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,15.499,3.757,0.656,1.573,3.011,6.502,0.583,0.333,-3.134,-1.242,-1.618,0.402,331,0.331,477,0.477,0,0,NA,NA,NA,NA,0.131,0.019,0,NA,0.245,0.035,0,NA
-1382070.16182000000,427467.54014500000,JP-ON-CC024,17,JP,ONJ,control,24,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,NA,NA,0.408,0.624,NA,NA,0.765,1.17
-1382158.24767000000,427543.29850400000,JP-ON-CC027,6,JP,ONJ,control,27,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,83,6.674,2.11,0.374,0.843,1.296,2.051,0.186,0.106,0,0,0,0.956,551,0.551,0,0,493,0.493,8.007,0.483,3.4,0.2,0.144,0.195,0.029,NA,0.27,0.365,0.055,NA
-1382158.24767000000,427543.29850400000,JP-ON-CC027,7,JP,ONJ,control,27,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.485,-3.507,-4.652,0.984,551,0.551,589,0.589,0,0,5.849,NA,2.1,0,0.16,0.216,0.024,NA,0.3,0.405,0.045,NA
-1382158.24767000000,427543.29850400000,JP-ON-CC027,8,JP,ONJ,control,27,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.834,-1.321,-1.637,1.053,772,0.772,0,0,0,0,NA,NA,NA,NA,0.315,0.416,0.44,NA,0.59,0.78,0.825,NA
-1382158.24767000000,427543.29850400000,JP-ON-CC027,9,JP,ONJ,control,27,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.018,-1.122,-1.57,0.305,882,0.882,1112,1.112,0,0,NA,NA,NA,NA,0.141,0.024,0.021,NA,0.265,0.045,0.04,NA
-1382158.24767000000,427543.29850400000,JP-ON-CC027,10,JP,ONJ,control,27,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.491,0.229,0.016,NA,0.92,0.43,0.03,NA
-1382158.24767000000,427543.29850400000,JP-ON-CC027,12,JP,ONJ,control,27,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.186,0.786,0.858,0.471,2206,2.206,0,0,0,0,NA,NA,NA,NA,0.181,0.48,0.029,NA,0.34,0.9,0.055,NA
