Fuelbed_nu,PLOT_ID,SUBPLOT_ID,x,y,lon,lat,Fuelbed_Type,SAFSRM,EVT_GP,EVT_GP_N,us_loading_Mgha,ms_loading_Mgha,os_loading_Mgha,tree_crown_loading_Mgha,tree_loading_Mgha,snag_loading_Mgha,shrub_loading_Mgha,herb_loading_Mgha,1hr_loading_Mgha,10hr_loading_Mgha,100hr_loading_Mgha,1KhrS_loading_Mgha,1KhrR_loading_Mgha,1Khr_loading_Mgha,10KhrS_loading_Mgha,10KhrR_loading_Mgha,10Khr_loading_Mgha,GT10KhrS_loading_Mgha,GT10KhrR_loading_Mgha,litter_depth_,litter_loading_Mgha
74,67,4,434898.6095,3666221.857,-81.69793905,33.13276215,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 92: Sweetgum-Willow Oak,666,Eastern Floodplain Forests,2.323755565,1.409641011,5.752744794,9.48614137,123.5461683,0,4.075995626,0.089668099,0.224170231,2.241702311,2.084783306,0,27.84194494,27.84194494,0,0,0,0,0,5.080000102,13.69680112
75,67,6,434710.1693,3665768.607,-81.69992671,33.12866272,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.881766543,36.38560822,4.239715889,41.50709065,131.3733275,0,1.073060909,0.291421323,0.650093715,7.464869144,12.53111592,0,5.671507295,5.671507295,0,0,0,0,0,7.366000102,19.86036387
76,69,0,436302.094,3666200.336,-81.68289201,33.13265142,Bald-cypress - Water   tupelo forest,SAF 92: Sweetgum-Willow Oak,666,Eastern Floodplain Forests,3.241004109,18.66825572,15.11716836,37.02642819,165.9345599,19.2133095,0.73839892,0.403506416,0.224170231,2.690042773,4.707575077,0,1.501940548,1.501940548,0,0,0,1.120851156,0,3.30200002,8.902921176
77,69,6,436312.706,3665981.084,-81.68276294,33.13067449,Bald-cypress - Water   tupelo forest,SAF 92: Sweetgum-Willow Oak,666,Eastern Floodplain Forests,1.04171476,17.87014917,4.949061786,23.86092572,344.0841333,0,0.80673587,0.470757508,0.291421323,2.824545136,5.738758365,0,14.32447844,14.32447844,0,0,0,1.120851156,0,5.080000102,13.69680112
78,69,2,436298.9681,3666613.014,-81.68295434,33.1363734,Longleaf pine - scrub   oak forest 41-60 years,SAF 83: Longleaf Pine-Slash Pine,698,Loblolly Pine-Slash Pine Forest and Woodland,3.112548065,3.705296075,7.750538236,14.56838238,107.5992832,0,0.469943815,0.112085116,0.134502143,1.636442687,2.600374905,0,0,0,0,0,0,0,0,4.064000203,7.173447395
79,70,0,437108.936,3666175.454,-81.67424083,33.1324741,Bald-cypress - Water   tupelo forest,SAF 92: Sweetgum-Willow Oak,666,Eastern Floodplain Forests,0.350363052,15.09247691,7.607496557,23.05033652,207.8121931,0,0.260019557,0.112085116,0.493174531,5.962928147,7.307949982,0,11.07400942,11.07400942,0,0,0,1.120851156,0,1.270000041,3.42420028
80,70,3,437250.8915,3666327.787,-81.67272953,33.13385631,Pine forest 5-20 years,SAF 83: Longleaf Pine-Slash Pine,698,Loblolly Pine-Slash Pine Forest and Woodland,0.062836844,4.396163396,7.167364312,11.62636455,92.7974999,0,0.345724297,0.112085116,0.156919162,2.376204674,3.13838346,0,0,0,0.089668099,1.008766085,1.098434184,0,0.784595854,4.318000406,7.621787857
81,70,6,437101.604,3665823.693,-81.67429517,33.12930095,Bald-cypress - Water   tupelo forest,SAF 92: Sweetgum-Willow Oak,666,Eastern Floodplain Forests,2.544965404,10.50533079,4.977070063,18.02736625,192.8189483,16.75918527,0.295645833,0.291421323,0.425923462,7.151030372,13.04670745,0,10.06524382,10.06524382,0,0,0,1.120851156,0,4.318000406,11.64228095
82,71,0,437895.0629,3666213.125,-81.665816,33.1328592,Pine forest 21-40 years,SAF 83: Longleaf Pine-Slash Pine,698,Loblolly Pine-Slash Pine Forest and Woodland,1.157721263,6.903934251,10.93361026,18.99526577,138.2459922,0,0.58906736,0.134502143,0.313838324,3.878145222,6.254349896,0,0,0,0.112085116,0.112085116,0.224170231,0,0,4.064000203,7.173447395
83,71,1,437754.6727,3666331.836,-81.66732912,33.13392188,Pine forest 21-40 years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,3.989877943,8.662493672,9.785437232,22.43780885,146.6891309,0,0.223231429,0.112085116,0.269004289,3.42980476,3.13838346,0,0,0,0.112085116,0.112085116,0.224170231,0,0,4.572,8.070128544
84,71,7,437645.4234,3665905.736,-81.66847117,33.13007235,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,3.452143548,13.14593864,36.98988374,53.58796593,174.5895596,0,0.6121436,0.134502143,0.336255347,4.169566523,6.276766919,1.703693868,0,1.703693868,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,4.825999898,8.51846923
85,74,0,440307.683,3666196.574,-81.63995108,33.13284546,Pine forest 41-60 years,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,680,Sweetgum-Water Oak Forest,1.300453655,4.794452026,16.98479333,23.07969901,128.3027894,0,1.385192244,0,0.179336198,2.690042773,3.653974991,0,0,0,0.448340462,1.793361849,2.241702311,0,0,3.048000305,5.380085546
86,74,3,440472.723,3666344.679,-81.63819147,33.13419039,Pine forest 41-60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,0.655331722,7.808107842,8.943328085,17.40676765,208.160845,0,2.046448246,0.224170231,0.179336198,2.084783306,3.13838346,0,0,0,0.448340462,1.793361849,2.241702311,0,0,3.556000102,6.276766919
87,74,4,440736.343,3666191.799,-81.63535542,33.13282591,Pine forest 21-40 years,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,680,Sweetgum-Water Oak Forest,0.657595975,24.10194037,18.0694522,42.82898854,193.2642624,0,1.632998648,0.201753208,0.246587277,3.42980476,8.361550293,6.321600965,0.762178786,7.083779751,0.112085116,0.112085116,0.224170231,0,0,2.540000081,4.483404622
88,76,0,441937.356,3666193.252,-81.62248033,33.13290401,Pine forest 21-40 years,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,680,Sweetgum-Water Oak Forest,8.270209219,17.01179015,5.243493469,30.52549283,108.6186816,0,0.677916491,0,0.112085116,1.345021387,1.56919173,0,0,0,0.112085116,0.112085116,0.224170231,0,0,2.540000081,4.483404622
89,76,7,441795.451,3666047.95,-81.62399232,33.13158583,Hardwood forest 21-40   years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,5.39723188,17.80598044,14.18226866,37.38548098,142.0373968,0,1.634233938,0.201753208,0.493174531,0.605259624,1.56919173,0,2.533123611,2.533123611,0,0,0,0,0,1.016000051,1.793361849
90,76,6,442223.832,3665908.58,-81.61939119,33.13035167,Hardwood forest 41-60   years,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,680,Sweetgum-Water Oak Forest,8.513908713,23.88825234,19.78964937,52.19181041,162.9838184,0,0.42111853,0.134502143,0.336255347,1.793361849,1.56919173,0,1.703693868,1.703693868,0.336255347,2.01753217,2.353787516,0,0,1.016000051,1.793361849
91,77,0,442757.28,3666205.126,-81.61369124,33.13305472,Pine forest 41-60 years,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,680,Sweetgum-Water Oak Forest,0.162409104,1.810136418,7.598908147,9.571453669,105.057195,0,0.371962302,0.179336198,0.134502143,0.605259624,2.084783306,0,0,0,0.448340462,1.793361849,2.241702311,0,0,0.508000041,0.896680924
92,77,1,442618.118,3666352.92,-81.6151924,33.13438041,Pine forest 41-60 years,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,680,Sweetgum-Water Oak Forest,0.019721105,4.980158008,5.838171137,10.83805025,72.71556169,0,5.859537474,0.246587277,0.156919162,1.053600153,0.515591532,0,0,0,0.448340462,1.793361849,2.241702311,0,0,1.524000122,2.690042773
93,77,5,443020.005,3665899.787,-81.61085567,33.1303145,Pine forest 21-40 years,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,680,Sweetgum-Water Oak Forest,0,14.30621462,10.88440534,25.19061996,134.7339172,0,1.926024895,0,1.053600153,1.793361849,6.254349896,0,0,0,0.112085116,0.112085116,0.224170231,0,0,1.016000051,1.793361849
94,79,0,444347.992,3666198.686,-81.59663786,33.13307947,Pine forest 5-20 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,1.394444758,0.164439221,0.655823304,2.214707283,10.27957119,0,1.556323708,0.336255347,0.179336198,2.241702311,3.13838346,0,4.998996154,4.998996154,0.089668099,1.008766085,1.098434184,0,0.784595854,3.556000102,6.276766919
95,79,3,444459.963,3666336.861,-81.5954459,33.13433151,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.088723213,0.612514266,0.339319014,2.040556492,12.82833359,0,5.097284488,0.403506416,0.246587277,3.878145222,2.084783306,0,1.883030008,1.883030008,0.448340462,1.793361849,2.241702311,0,0,2.540000081,4.483404622
96,79,2,444355.692,3666610.826,-81.59658046,33.13679724,Pine forest 21-40 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,5.558204488,6.338013813,5.586437831,17.48265613,94.92800033,0,1.181456384,0.089668099,0.112085116,2.824545136,3.13838346,2.645208951,2.824545136,5.469754087,0.112085116,0.112085116,0.224170231,0,0,5.080000102,8.966809244
97,81,0,458036.662,3666207.262,-81.44988839,33.13377317,Hardwood forest 21-40   years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.9114465,26.11813863,47.12026874,75.14985387,618.5917674,0,1.494675483,0.224170231,0.156919162,1.188102292,2.600374905,0,0,0,0,0,0,0,0,5.080000102,8.966809244
98,81,2,458033.739,3666395.001,-81.44992837,33.13546645,Hardwood forest 21-40   years,SAF 92: Sweetgum-Willow Oak,668,Eastern Small Stream Riparian Forests,5.793275221,34.48381299,36.69866867,76.97575688,561.7600631,0,0.515213805,0.089668099,0.067251072,2.084783306,1.56919173,0,0,0,0,0,0,0,0,6.350000203,11.20851156
99,81,6,458024.303,3665792.574,-81.4500018,33.13003225,Hardwood forest 21-40   years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,2.37589913,23.27203976,41.69832389,67.34626277,289.3973571,0,0.464749992,0.089668099,0.201753208,2.084783306,6.254349896,13.20362728,0,13.20362728,0,0,0,0,0,4.825999898,8.51846923
100,82,0,437911.946,3667016.168,-81.66568969,33.14010327,Pine - Mixed hardwoods   forest 21-40 years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,12.33478763,9.196861702,14.75036982,36.28201915,229.1971589,0,0.652220149,0.044834048,0.224170231,0.291421323,3.13838346,0,0.605259624,0.605259624,0,1.120851156,1.120851156,0,0,2.794000102,4.931745084
101,82,2,437908.369,3667192.398,-81.66574004,33.14169259,Pine - Mixed hardwoods   forest 60+ years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,10.21124007,26.65112129,12.34067434,49.2030357,220.4775085,47.94706459,3.910987058,0.044834048,0.358672392,2.824545136,2.600374905,0,2.107200307,2.107200307,1.56919173,0,1.56919173,2.241702311,0,2.286,4.035064384
102,82,1,437634.315,3667285.003,-81.66868458,33.1425121,Pine - Mixed hardwoods   forest 21-40 years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,11.96101067,20.48403459,10.95826136,43.40330662,280.0932837,8.873903013,6.225314695,0.044834048,0.201753208,2.084783306,1.053600153,1.031183063,0,1.031183063,0,1.120851156,1.120851156,0,0,2.286,4.035064384
103,84,0,445950.408,3666996.386,-81.57950663,33.14035558,Pine forest 21-40 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,0.226212669,7.252918432,11.08717493,18.56630603,140.3001896,17.2223918,0.871690651,0.112085116,0.134502143,1.636442687,3.653974991,0,0.672510693,0.672510693,0.112085116,0.112085116,0.224170231,0,0,4.825999898,8.51846923
104,84,6,445956.617,3666798.066,-81.5794283,33.1385671,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0,5.331852631,8.148296031,13.48014866,138.9039677,14.42861986,5.836513398,0.112085116,0.112085116,1.501940548,2.084783306,7.980460676,10.15491147,18.13537214,0.112085116,0.112085116,0.224170231,0,0,6.350000203,11.20851156
105,84,7,445663.891,3666711.897,-81.5825615,33.13777524,Hardwood forest 21-40   years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,2.718188019,27.83100992,24.94892051,55.49811845,170.8695443,2.847593647,0.417988082,0.067251072,0.156919162,3.42980476,5.223166833,9.437566729,2.286536581,11.72410331,0,0,0,0,0,4.318000406,7.621787857
106,88,0,433892.7691,3666995.798,-81.70877786,33.13968183,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.475259584,18.07394905,7.301818478,26.85102711,205.9547858,16.06519189,0.463399748,0.067251072,0.336255347,2.241702311,3.13838346,49.33986787,0.515591532,49.8554594,0,0,0,0,0,2.794000102,7.533240616
107,88,8,433681.052,3667016.895,-81.7110492,33.13985918,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.27558802,22.34116615,5.763976395,29.38073056,477.3631543,0,0.268283099,0,0.381089393,1.345021387,2.084783306,7.801124715,7.71145595,15.51258066,0,0,0,0,0,2.794000102,7.533240616
108,88,2,433887.4947,3667398.135,-81.70886358,33.14331037,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,3.446798882,33.96324488,39.90505843,77.31510219,621.4713237,26.92342984,2.626324627,0.044834048,0.201753208,0.739761763,1.56919173,0,0.672510693,0.672510693,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,2.540000081,4.483404622
109,89,0,434692.884,3667151.787,-81.70021105,33.14113728,Hardwood forest 5-20   years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.496346652,0,0,0.496346652,0.291044851,0,2.713116615,0.941515015,0.134502143,2.084783306,1.053600153,0,0,0,0,0,0,0,0,3.30200002,5.828426233
110,89,2,434641.2418,3667033.643,-81.70075624,33.14006857,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.739657611,15.45508257,2.164004236,19.35874442,37.56844244,101.6811308,7.698229906,1.120851156,0.381089393,3.72122606,5.223166833,9.370316332,8.652971145,18.02328748,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,2.794000102,4.931745084
111,89,2,434702.7154,3667398.135,-81.70012329,33.14335981,Hardwood forest 60+ years,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,680,Sweetgum-Water Oak Forest,2.471828297,25.91676876,45.42982344,73.8184205,332.7786457,0,0.579451802,0.224170231,0.224170231,0.448340462,3.653974991,0,0,0,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,2.540000081,4.483404622
112,90,0,435496.5818,3666999.137,-81.6915837,33.13980859,Clearcut <5,SAF 83: Longleaf Pine-Slash Pine,698,Loblolly Pine-Slash Pine Forest and Woodland,2.647756422,0,0,2.647756422,3.296591152,0,1.015436046,0.269004289,0.156919162,2.084783306,2.084783306,0,0,0,0,0,0,0,0,1.77800002,4.707575077
113,90,1,435348.045,3667164.833,-81.69318791,33.14129424,Pine-hardwood forest   5-20 years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,1.390357126,13.76967976,16.12301571,31.28305259,121.722261,50.6101352,0.683373221,0.201753208,0.179336198,2.533123611,5.738758365,4.819659969,0,4.819659969,0,1.120851156,1.120851156,0,0,2.794000102,4.931745084
114,90,5,435773.8799,3666729.305,-81.68859178,33.13739131,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,6.29164465,3.952885146,4.853775539,15.09830533,223.5515885,1.865754823,1.089888158,0.067251072,0.246587277,2.981464074,7.823541514,0,0,0,0,0,0,0,0,5.588000203,15.06648123
115,94,0,439520.977,3666995.687,-81.64843775,33.14000953,Pine - Mixed hardwoods   forest 60+ years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,2.702559991,53.32636779,31.27524205,87.30416983,240.4232454,20.31371677,4.365582094,0.044834048,0.246587277,1.793361849,1.053600153,0,12.39661378,12.39661378,1.56919173,0,1.56919173,2.241702311,0,0.762000061,1.345021387
116,94,4,439728.75,3666896.13,-81.64620361,33.13912314,Hardwood forest 5-20   years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,13.79641049,0,0,13.79641049,16.71344042,0,5.167329167,0.403506416,0,0,0,0,18.51646109,18.51646109,0,0,0,0,0,0,0
117,94,1,439246.512,3667282.399,-81.65139942,33.14258021,Hardwood forest 5-20   years,SAF 72: Southern Scrub Oak,668,Eastern Small Stream Riparian Forests,6.389379957,15.19684071,19.42054075,41.00676141,125.5526623,0,0.283104607,0.112085116,0.605259624,2.241702311,3.13838346,0,15.98333748,15.98333748,0,0,0,0,0,0.508000041,0.896680924
118,95,0,440306.868,3666984.781,-81.64001141,33.13995474,Hardwood forest 60+ years,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,680,Sweetgum-Water Oak Forest,0.991429163,35.212364,47.366921,83.57071416,263.445147,6.31439053,0.730896121,0.089668099,0.269004289,3.586723698,5.738758365,11.07400942,0,11.07400942,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,4.318000406,7.621787857
119,95,5,440466.605,3666849.616,-81.63829003,33.13874439,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,680,Sweetgum-Water Oak Forest,3.326607098,16.40202918,24.7335512,44.46218748,114.6477355,0,1.109649728,0.179336198,0.201753208,2.981464074,5.738758365,1.031183063,1.322604431,2.353787494,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,4.064000203,7.173447395
120,95,6,440314.114,3666591.704,-81.639908,33.13640974,Pine forest 41-60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,11.99149558,6.400118382,11.88075549,30.27236945,141.0929452,0,1.301914684,0.112085116,0.201753208,2.981464074,2.084783306,0,0,0,0.448340462,1.793361849,2.241702311,0,0,3.048000305,5.380085546
121,99,0,444354.945,3667003.59,-81.59661244,33.14033981,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,4.251813012,18.85297423,8.299297547,31.40408479,124.3653626,0,4.417926963,0.067251072,0.112085116,2.533123611,6.792358451,1.165685291,8.742639013,9.908324304,0.112085116,0.112085116,0.224170231,0,0,5.588000203,9.863490168
122,99,6,444349.822,3666810.868,-81.5966556,33.13860125,Pine forest 21-40 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,3.438669124,12.90751634,8.464221155,24.81040662,113.0585524,0,1.356960559,0.179336198,0.067251072,1.501940548,5.223166833,0,1.56919173,1.56919173,0.112085116,0.112085116,0.224170231,0,0,5.334,9.415150379
123,99,3,444634.256,3667268.702,-81.59363398,33.14274534,Pine forest 41-60 years,SAF 72: Southern Scrub Oak,680,Sweetgum-Water Oak Forest,0.310565528,25.75168083,5.426734699,31.48898106,145.4639733,0,2.43860582,0.044834048,0.201753208,0.896680924,2.084783306,0,3.541889651,3.541889651,0.448340462,1.793361849,2.241702311,0,0,5.334,9.415150379
124,100,0,445154.912,3667002.537,-81.58803572,33.14037109,Pine forest 41-60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,2.112748834,6.292191624,6.879813535,15.28475399,115.4824221,0,4.726653981,0.044834048,0.179336198,1.188102292,4.707575077,1.098434132,2.421038496,3.519472628,0.448340462,1.793361849,2.241702311,0,0,7.111999898,12.55353384
125,100,6,445167.488,3666803.073,-81.5878889,33.13857262,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.908276329,3.053677599,13.06039641,18.02235033,211.1502896,0,1.102952373,0.067251072,0.201753208,1.345021387,1.56919173,0,0,0,0.448340462,1.793361849,2.241702311,0,0,7.111999898,12.55353384
126,100,6,445149.555,3666607.477,-81.58806939,33.1368075,Pine - Mixed hardwoods   forest 41-60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,0.548513755,35.30010198,6.006284015,41.85489975,264.1593197,0,0.470692924,0,0.156919162,2.084783306,4.169566523,1.031183063,0.672510693,1.703693756,0.672510693,1.120851156,1.793361849,0,0,4.825999898,8.51846923
127,102,0,447564.162,3667025.351,-81.56220675,33.14069612,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0,4.972763081,8.213260115,13.1860232,126.840852,14.43312859,1.67884545,0.089668099,0.336255347,2.690042773,4.169566523,10.58083558,0,10.58083558,0.112085116,0.112085116,0.224170231,0,0,5.080000102,8.966809244
128,102,1,447424.35,3667133.823,-81.56371198,33.14166773,Pine forest 5-20 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.171811463,5.163932091,7.691231312,13.02697487,120.7907979,0,0.864334617,0.156919162,0.425923462,3.72122606,4.169566523,0,15.6694996,15.6694996,0.089668099,1.008766085,1.098434184,0,0.784595854,3.30200002,5.828426233
129,102,3,447846.608,3667272.511,-81.55919268,33.14293907,Pine forest greater than   60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.213168606,6.027357362,8.412886845,14.65341281,126.0537679,0,1.975614264,0.156919162,0.336255347,3.272885374,3.653974991,0,0,0,0.448340462,1.345021387,1.793361849,0,0.672510693,5.334,9.415150379
