Fuelbed_nu,PLOT_ID,SUBPLOT_ID,x,y,lon,lat,Fuelbed_Type,SAFSRM,EVT_GP,EVT_GP_N,us_loading_Mgha,ms_loading_Mgha,os_loading_Mgha,tree_crown_loading_Mgha,tree_loading_Mgha,snag_loading_Mgha,shrub_loading_Mgha,herb_loading_Mgha,1hr_loading_Mgha,10hr_loading_Mgha,100hr_loading_Mgha,1KhrS_loading_Mgha,1KhrR_loading_Mgha,1Khr_loading_Mgha,10KhrS_loading_Mgha,10KhrR_loading_Mgha,10Khr_loading_Mgha,GT10KhrS_loading_Mgha,GT10KhrR_loading_Mgha,litter_depth_,litter_loading_Mgha
904,676,0,446775.0192,3680697.077,-81.57146802,33.26397164,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.469559699,3.487928514,5.549267492,9.506755705,180.9290265,0,1.547978478,0.044834048,0.291421323,2.981464074,5.738758365,0,0.515591532,0.515591532,0.448340462,1.793361849,2.241702311,0,0,2.032000102,3.586723698
905,676,7,446624.8929,3680548.075,-81.57307106,33.26262028,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.577739901,4.692849111,6.996640523,13.26722953,110.5690971,0,2.746397152,0,0.224170231,2.376204674,4.707575077,7.689038927,5.155915764,12.84495469,0.448340462,1.793361849,2.241702311,0,0,2.286,4.035064384
906,676,3,447064.7444,3681015.904,-81.56837605,33.26686157,Hardwood forest 21-40   years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,3.389284422,20.98847814,36.07889851,60.45666107,351.856317,0,2.193818877,0,0.381089393,1.793361849,1.053600153,0,0,0,0,0,0,0,0,3.048000305,5.380085546
907,678,0,448376.0383,3680677.885,-81.55427775,33.26387634,Pine - Mixed hardwoods   forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,12.56457041,16.40942165,17.97951958,46.95351164,104.6835906,0,1.32169356,0,0.246587277,1.345021387,2.084783306,0,15.46774595,15.46774595,1.56919173,0,1.56919173,2.241702311,0,2.794000102,4.931745084
908,678,6,448379.012,3680476.724,-81.55423437,33.2620621,Pine forest 5-20 years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,4.277674859,17.2851366,9.909853952,31.47266541,183.5978179,32.33585082,0.702601893,0.044834048,0.112085116,1.053600153,2.600374905,0,0,0,0.089668099,1.008766085,1.098434184,0,0.784595854,4.064000203,7.173447395
909,678,3,448686.4406,3680964.991,-81.55096141,33.26648073,Pine forest 41-60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,2.128000929,4.887739571,12.6577573,19.6734978,158.5310018,0,2.533958646,0.044834048,0.156919162,1.927863987,3.653974991,16.43167884,10.15491147,26.58659031,0.448340462,1.793361849,2.241702311,0,0,4.825999898,8.51846923
910,680,0,449983.5731,3680680.748,-81.53701875,33.2639779,Pine forest 41-60 years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,0,7.800393247,6.333954538,14.13434779,104.9519964,45.94685415,2.827320363,0,0.224170231,0.739761763,4.169566523,0,0,0,0.448340462,1.793361849,2.241702311,0,0,3.30200002,5.828426233
911,680,4,450178.4097,3680671.126,-81.53492637,33.26390014,Pine forest 41-60 years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,0,5.791720375,5.689442259,11.48116263,85.63334212,0,3.145623486,0.044834048,0.112085116,0.156919162,1.56919173,0,14.30206074,14.30206074,0.448340462,1.793361849,2.241702311,0,0,3.556000102,6.276766919
912,680,3,450265.8351,3680964.725,-81.53400385,33.26655231,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0,6.274016575,14.35019682,20.62421339,159.1558427,0,1.813347073,0.246587277,0.201753208,0.605259624,3.13838346,8.249464504,0,8.249464504,0.448340462,1.793361849,2.241702311,0,0,3.556000102,6.276766919
913,687,0,429075.0548,3681484.282,-81.76155853,33.27005299,Pine forest 41-60 years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,2.587296366,25.35789668,23.32622843,51.27142147,295.1225751,0,2.120772335,0.269004289,0.269004289,3.72122606,6.254349896,0,0,0,0.448340462,1.793361849,2.241702311,0,0,3.81,6.725107381
914,687,1,428929.5767,3681638.087,-81.76313255,33.27143061,Pine forest 41-60 years,SAF 83: Longleaf Pine-Slash Pine,698,Loblolly Pine-Slash Pine Forest and Woodland,5.159171613,26.02817912,11.71071116,42.89806189,293.3399734,0,1.466920137,0.134502143,0.291421323,4.483404622,6.254349896,3.07113239,0,3.07113239,0.448340462,1.793361849,2.241702311,0,0,3.048000305,5.380085546
915,687,7,428783.0117,3681197.905,-81.7646716,33.26745085,Pine forest 41-60 years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,0.645207992,20.76217829,10.91442039,32.32180667,190.6062984,46.02832882,3.754357524,0.156919162,0.201753208,2.981464074,3.13838346,7.016528233,12.10519248,19.12172071,0.448340462,1.793361849,2.241702311,0,0,2.540000081,4.483404622
916,688,0,429858.4838,3681481.839,-81.75314689,33.2700822,Pine forest 41-60 years,SAF 72: Southern Scrub Oak,668,Eastern Small Stream Riparian Forests,2.724532933,5.80723699,5.258138734,13.78990866,75.37302581,10.05932416,1.346318211,0.807012832,0.336255347,4.483404622,9.392732683,4.236817592,0,4.236817592,0.448340462,1.793361849,2.241702311,0,0,0.762000061,1.345021387
917,688,3,430014.8959,3681629.835,-81.75147896,33.27142717,Pine forest 41-60 years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,0.889774531,24.55301795,15.55007919,40.99287167,176.890788,0,3.873046694,0.067251072,0.313838324,4.326485684,8.361550293,12.48628187,0,12.48628187,0.448340462,1.793361849,2.241702311,0,0,5.080000102,8.966809244
918,688,6,429867.8989,3681074.185,-81.75301424,33.26640609,Pine forest 41-60 years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,1.755476968,25.9783416,14.06178971,41.79560827,236.4114501,0,0.674788868,0.156919162,0.291421323,3.878145222,6.254349896,1.389855433,0,1.389855433,0.448340462,1.793361849,2.241702311,0,0,5.841999797,10.31183153
919,689,0,430685.6092,3681462.112,-81.74426474,33.26995775,Pine forest 41-60 years,SAF 72: Southern Scrub Oak,680,Sweetgum-Water Oak Forest,1.448323513,20.51647314,9.017571472,30.98236813,176.7911802,33.56108348,1.758033069,0,0.381089393,5.357668523,9.392732683,84.04141964,0,84.04141964,0.448340462,1.793361849,2.241702311,0,0,3.556000102,6.276766919
920,689,7,430531.8335,3681348.685,-81.74590709,33.26892483,Pine forest 41-60 years,SAF 83: Longleaf Pine-Slash Pine,698,Loblolly Pine-Slash Pine Forest and Woodland,3.14872645,5.174178912,7.813231476,16.13613684,109.7864292,0,3.022838052,0.089668099,0.381089393,5.514587685,11.47751673,9.75140595,0,9.75140595,0.448340462,1.793361849,2.241702311,0,0,1.270000041,2.241702311
921,689,6,430650.994,3681025.16,-81.74460295,33.26601456,Pine forest 21-40 years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,3.9488252,23.71623755,4.845784319,32.51084707,134.2241317,0,5.655162819,0.201753208,0.425923462,6.702690358,16.18509136,40.12647585,0,40.12647585,0.112085116,0.112085116,0.224170231,0,0,3.556000102,6.276766919
922,695,0,435503.0343,3681487.666,-81.69254277,33.27048712,Hardwood forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,0.968624774,11.05110034,13.02676078,25.0464859,234.3161085,0,0.736479978,0.022417025,0.246587277,2.241702311,4.707575077,3.42980476,4.55065614,7.9804609,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,1.77800002,3.13838346
923,695,5,435643.6043,3681341.684,-81.69102311,33.26917886,Pine - Mixed hardwoods   forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,4.807183775,6.539529849,10.2048566,21.55157022,144.1950801,0,0.556031841,0.044834048,0.269004289,2.533123611,4.707575077,0,0,0,1.56919173,0,1.56919173,2.241702311,0,2.794000102,4.931745084
924,695,6,435502.2826,3681081.621,-81.69252193,33.26682482,Clearcut <5,LF 20: Developed,16,Developed-Upland Herbaceous,0.10350747,0,0,0.10350747,0.302378136,0,0.505503916,0,0.425923462,3.878145222,10.96192497,7.823541514,0,7.823541514,0,0,0,0,0,1.524000122,4.035064608
925,698,0,437916.8655,3681484.926,-81.66662538,33.27060407,Hardwood forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,1.037291321,38.48251225,33.0065222,72.52632577,255.740999,0,0.359793221,0,0.291421323,3.72122606,5.738758365,0,0,0,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,3.048000305,5.380085546
926,698,5,438056.7399,3681349.106,-81.66511426,33.2693871,Hardwood forest 60+ years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,4.755240843,29.54120686,37.58009929,71.87654699,379.3400581,13.68713042,0.423773221,0.022417025,0.358672392,4.931745084,10.44633344,0,0.515591532,0.515591532,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,2.540000081,4.483404622
927,698,6,437917.3564,3681082.492,-81.66659253,33.2669744,Pine forest 5-20 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.163951694,1.269497763,1.773207533,4.206656989,21.90400729,0,1.229525745,0.224170231,0.291421323,3.72122606,8.361550293,0,1.950281145,1.950281145,0.089668099,1.008766085,1.098434184,0,0.784595854,0.25400002,0.448340462
928,699,0,438720.8009,3681486.195,-81.6579936,33.2706615,Hardwood forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,2.051644961,15.15165471,34.47970619,51.68300586,123.1167344,0,0.366597908,0.044834048,0.246587277,2.981464074,5.738758365,2.062366126,2.443455519,4.505821645,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,1.270000041,2.241702311
929,699,8,438516.6693,3681480.793,-81.660185,33.27060116,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,2.334784292,32.17436195,9.136671995,43.64581824,218.1393457,0,0.220756813,0,0.515591532,6.411268834,33.93937299,0,0,0,0.448340462,1.793361849,2.241702311,0,0,2.540000081,4.483404622
930,699,6,438724.2536,3681080.427,-81.65792909,33.26700192,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.851536021,4.551804788,9.384828441,14.78816925,200.6072274,0,0.865175143,0,0.224170231,2.824545136,5.738758365,8.428801138,2.510706588,10.93950773,0.448340462,1.793361849,2.241702311,0,0,2.540000081,4.483404622
931,700,0,439525.572,3681486.136,-81.64935275,33.2707064,Hardwood forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,3.570587253,19.08129834,48.21123576,70.86312135,249.6453173,0,0.712283155,0.067251072,0.313838324,0.605259624,1.053600153,0,2.959047051,2.959047051,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,2.286,4.035064384
932,700,2,439526.852,3681684.729,-81.64935226,33.27249766,Hardwood forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,2.425655731,17.64117407,41.13251374,61.19934354,218.186769,0,0.826395576,0.044834048,0.336255347,0.605259624,2.622791928,1.098434132,2.981464074,4.079898206,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,2.794000102,4.931745084
933,700,6,439529.6065,3681085.048,-81.64928266,33.26708905,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,10.22183974,14.7186132,7.042658412,31.98311134,168.3467997,0,0.332156932,0.044834048,0.381089393,4.931745084,6.254349896,0,0,0,0.112085116,0.112085116,0.224170231,0,0,2.794000102,4.931745084
934,710,0,447566.3263,3681483.115,-81.56301774,33.2711001,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.480803089,8.873240141,8.115812419,18.46985565,144.8310174,0,1.517504463,0.022417025,0.067251072,0.739761763,4.707575077,1.546774729,0,1.546774729,0.112085116,0.112085116,0.224170231,0,0,3.556000102,6.276766919
935,710,1,447430.2035,3681626.426,-81.56448764,33.27238607,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,7.856217016,3.126950105,7.646858159,18.63002528,129.0151149,0,1.33389268,0.022417025,0.044834048,0.605259624,3.653974991,0,0,0,0.112085116,0.112085116,0.224170231,0,0,1.524000122,2.690042773
936,710,6,447571.9216,3681081.385,-81.56293441,33.26747695,Pine forest 41-60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,2.710566007,5.62201275,8.226793272,16.55937203,133.220136,11.19851805,1.423185063,0,0.134502143,0.739761763,1.56919173,32.70643896,4.4385708,37.14500976,0.448340462,1.793361849,2.241702311,0,0,4.064000203,7.173447395
937,712,0,449190.6893,3681471.677,-81.54557585,33.2710747,Pine - Mixed hardwoods   forest 21-40 years,LF 11: Water,11,Open Water,5.085719771,17.08863122,7.509537977,29.68388897,134.3183953,28.92030687,0.857397468,0,0.291421323,1.188102292,3.653974991,2.465872542,0.851846945,3.317719488,0,1.120851156,1.120851156,0,0,3.30200002,5.828426233
938,712,1,449042.7867,3681627.72,-81.5471727,33.27247516,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,6.414326293,9.805448685,11.68172595,27.90150092,180.1612075,0,1.235458567,0.022417025,0.224170231,1.793361849,8.361550293,10.71533705,0.851846945,11.56718399,0.112085116,0.112085116,0.224170231,0,0,3.81,6.725107381
939,712,6,449182.8481,3681079.326,-81.54563803,33.26753549,Clearcut <5,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.801363182,1.683543991,1.075186783,3.560093955,19.96665418,0,0.501515098,0.246587277,0.448340462,0,0.515591532,0,0,0,0,0,0,0,0,2.794000102,7.397618075
940,715,0,451591.1385,3681483.668,-81.5198021,33.27129328,Hardwood forest 41-60   years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,0.357659345,14.72051931,19.65029618,34.72847484,117.3596169,0,1.987208124,0.022417025,0.201753208,0.448340462,4.707575077,10.17732939,0,10.17732939,0.336255347,2.01753217,2.353787516,0,0,2.540000081,4.483404622
941,715,2,451579.6415,3681690.519,-81.5199366,33.27315848,Pine forest greater than   60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0,9.804525103,7.608575488,17.41310059,125.8214693,0,2.81540594,0.134502143,0.156919162,0.448340462,1.053600153,3.653974991,3.362553691,7.016528682,0.448340462,1.345021387,1.793361849,0,0.672510693,4.064000203,7.173447395
942,715,2,451598.4305,3681890.954,-81.51974557,33.27496717,Pine forest greater than   60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,0,8.786685325,5.315126618,14.10181194,104.423941,25.9196202,1.214023768,0.089668099,0.134502143,0.896680924,3.653974991,0,0,0,0.448340462,1.345021387,1.793361849,0,0.672510693,3.048000305,5.380085546
943,718,0,454016.7365,3681489.109,-81.49375778,33.27144852,Pine - Mixed hardwoods   forest 60+ years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0,4.693043018,3.290717219,7.983760237,61.28715708,132.8099493,1.662060099,0.291421323,0.044834048,1.053600153,3.13838346,12.93462346,3.810893929,16.74551738,1.56919173,0,1.56919173,2.241702311,0,1.270000041,2.241702311
944,718,1,453865.3838,3681631.737,-81.49539018,33.27272851,Pine forest 21-40 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,0,5.687217817,8.182324848,13.86954267,104.5501376,0,1.748107394,0.156919162,0.179336198,1.053600153,2.084783306,4.505821645,5.357668523,9.863490168,0.112085116,0.112085116,0.224170231,0,0,1.016000051,1.793361849
945,718,6,454002.7525,3681084.026,-81.49388736,33.26779422,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.611786988,5.379897692,6.980303669,13.97198835,105.5391789,0,1.606631297,0.112085116,0.246587277,1.053600153,2.600374905,2.062366126,0,2.062366126,0.112085116,0.112085116,0.224170231,0,0,0.762000061,1.345021387
946,726,0,433088.0971,3682284.699,-81.71853055,33.27752863,Pine - Mixed hardwoods   forest 41-60 years,LF 20: Developed,16,Developed-Upland Herbaceous,0.070453431,9.998821737,1.863837607,11.93311277,30.50924116,8.840146338,3.559536332,0.179336198,0.582842646,8.361550293,18.26987383,32.61677087,0,32.61677087,0.672510693,1.120851156,1.793361849,0,0,1.016000051,1.793361849
947,726,4,433284.1247,3682289.84,-81.71642603,33.27758715,Clearcut <5,LF 20: Developed,16,Developed-Upland Herbaceous,0,0,0,0,0,0,4.266056788,0.201753208,0.538008577,8.652971145,20.35465923,54.78720448,0,54.78720448,0,0,0,0,0,3.81,10.0876604
948,726,2,433072.6749,3682681.895,-81.7187255,33.28111009,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.527829523,18.57234,16.54521119,35.64538072,696.2648246,38.25830391,2.817757261,0,0.269004289,3.878145222,5.738758365,1.636442687,2.376204674,4.012647361,0.112085116,0.112085116,0.224170231,0,0,3.048000305,5.380085546
949,728,0,434723.935,3682292.364,-81.70096588,33.27769805,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.750643409,12.04226565,11.08974729,24.88265635,51.35934126,0,0.8103566,0.156919162,0.067251072,0.291421323,1.053600153,0,0,0,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,0.762000061,1.345021387
950,728,4,434902.795,3682298.632,-81.69904577,33.2777654,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.8751424,28.82513316,17.59570495,48.29598051,174.8430827,10.41246513,1.453659885,0.291421323,0.246587277,2.533123611,4.169566523,0,4.842076992,4.842076992,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,5.588000203,9.863490168
951,728,2,434707.085,3682715.171,-81.7011773,33.28151045,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,5.617981274,12.71970137,9.332808842,27.67049148,84.47396283,0,1.982948374,0.112085116,0.201753208,2.084783306,6.792358451,0,0,0,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,3.30200002,5.828426233
952,729,0,435497.587,3682282.595,-81.69265787,33.27765651,Pine-hardwood forest   5-20 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,6.360447874,15.27451188,12.6270888,34.26204855,100.8342807,0,1.278726179,0,0.425923462,5.806009434,8.877141824,0,0,0,0,1.120851156,1.120851156,0,0,3.81,6.725107381
953,729,8,435312.869,3682296.693,-81.69464234,33.27777259,Hardwood forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,0.974373955,11.48581372,29.90660433,42.366792,159.5794572,0,1.51906155,0.179336198,0.605259624,7.599370834,11.47751673,0,1.59160873,1.59160873,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,4.064000203,7.173447395
954,729,2,435496.088,3682711.974,-81.69270455,33.28152912,Hardwood forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,1.163299717,13.16420964,26.66831067,40.99582002,181.9231766,0,0.912597123,0.067251072,0.336255347,3.272885374,7.307949982,0,5.626673249,5.626673249,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,4.572,8.070128544
955,736,0,441130.817,3682284.489,-81.63216902,33.27799592,Pine forest 41-60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,4.197736651,18.23295972,7.824636809,30.25533318,151.4295018,0,4.220046072,0.044834048,0.336255347,2.981464074,5.738758365,53.71118961,0,53.71118961,0.448340462,1.793361849,2.241702311,0,0,1.016000051,1.793361849
956,736,1,440991.957,3682439.479,-81.63367019,33.27938624,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,8.329228758,2.044324144,10.72687868,21.10043157,106.6200426,0,0.86333836,0.044834048,0.313838324,4.169566523,4.169566523,0,0,0,0.448340462,1.793361849,2.241702311,0,0,0.508000041,0.896680924
957,736,2,441142.134,3682698.678,-81.63207442,33.28173228,Pine forest 21-40 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,12.53704881,10.52478563,8.350871047,31.41270548,138.1054397,0,0.223573221,0.044834048,0.448340462,6.568187771,9.93074191,29.70255786,0,29.70255786,0.112085116,0.112085116,0.224170231,0,0,1.016000051,1.793361849
958,739,0,443561.5613,3682226.199,-81.60606404,33.27760016,Hardwood forest 21-40   years,SAF 72: Southern Scrub Oak,680,Sweetgum-Water Oak Forest,1.858801399,21.12504264,36.77625175,59.76009579,166.713204,0,0.784268834,0,0.336255347,1.188102292,3.653974991,7.016528233,0,7.016528233,0,0,0,0,0,3.048000305,5.380085546
959,739,4,443762.7297,3682277.112,-81.60390706,33.27806988,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,7.332636954,7.080454858,6.492883611,20.90597542,88.93192637,0,1.676531363,0.067251072,0.291421323,0.739761763,0.515591532,0,0,0,0.112085116,0.112085116,0.224170231,0,0,3.30200002,5.828426233
960,739,2,443550.022,3682693.285,-81.60621707,33.28181243,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,12.55178442,4.646350152,8.770016923,25.96815149,84.20608164,0,1.137198097,0.044834048,0.358672392,5.671507295,4.169566523,0,0,0,0.112085116,0.112085116,0.224170231,0,0,0.762000061,1.345021387
961,740,0,444360.8677,3682284.244,-81.59748467,33.27816525,Pine forest 41-60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,0.755752946,4.625758547,11.78466267,17.16617417,328.706302,0,2.030285573,0.022417025,0.291421323,3.13838346,3.653974991,0,0,0,0.448340462,1.793361849,2.241702311,0,0,2.032000102,3.586723698
962,740,6,444378.9616,3682075.943,-81.59727758,33.27628742,Hardwood forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,0.887768768,31.46923225,29.95575814,62.31275915,333.3966158,0,1.953252611,0.022417025,0.201753208,0.448340462,1.053600153,0,8.585720299,8.585720299,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,3.048000305,5.380085546
963,740,2,444391.6898,3682666.72,-81.59717719,33.28161658,Pine forest 5-20 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.612877016,3.814728585,5.321470187,10.74907579,66.21038817,0,2.021186951,0.156919162,0.179336198,0,0,0,0,0,0.089668099,1.008766085,1.098434184,0,0.784595854,2.032000102,3.586723698
964,743,0,446761.2951,3682294.333,-81.57170924,33.27837746,Pine-hardwood forest   5-20 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,9.608616463,18.74852996,29.08831798,57.4454644,119.2048181,0,0.361531975,0.044834048,0.493174531,7.016528233,15.6694996,0,0,0,0,1.120851156,1.120851156,0,0,1.016000051,1.793361849
965,743,4,446963.7607,3682281.067,-81.56953436,33.27826779,Pine forest 5-20 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.304944056,5.606786659,8.641709056,14.55343977,105.9547165,0,0.425178746,0.044834048,0.336255347,3.272885374,6.792358451,0,0,0,0.089668099,1.008766085,1.098434184,0,0.784595854,2.540000081,4.483404622
966,743,2,446772.1126,3682691.702,-81.57161645,33.28196208,Pine - Mixed hardwoods   forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.808723563,6.278300244,9.525507366,17.61253117,188.176125,13.25336349,0.55450439,0.022417025,0.313838324,4.55065614,9.01164329,0,24.63631064,24.63631064,0.672510693,1.120851156,1.793361849,0,0,2.540000081,4.483404622
967,744,0,447575.927,3682293.006,-81.56296153,33.27840542,Hardwood forest 21-40   years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,2.002403504,7.169637846,20.22296818,29.39500953,234.6093904,0,1.060169709,0.089668099,0.246587277,0.605259624,0.515591532,4.191983546,0,4.191983546,0,0,0,0,0,4.318000406,7.621787857
968,744,2,447567.053,3682478.295,-81.56306755,33.28007621,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.836652732,26.58037541,19.69271143,47.10973958,397.2112003,37.06921085,4.219066672,0.156919162,0.201753208,0.605259624,1.56919173,13.5847169,3.631557968,17.21627487,0.448340462,1.793361849,2.241702311,0,0,5.588000203,9.863490168
969,744,2,447595.658,3682686.053,-81.5627724,33.28195148,Hardwood forest 5-20   years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.064896024,15.09972209,7.220288886,23.384907,131.6004344,0,2.32331507,0,0.156919162,0.448340462,0,0,0,0,0,0,0,0,0,6.604000102,11.65685269
970,747,0,449986.2091,3682289.84,-81.5370793,33.27849138,Pine forest 5-20 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,3.141993946,4.246320841,8.158881798,15.54719658,88.65367283,0,1.253171087,0,0.134502143,0.605259624,2.084783306,0,0.851846945,0.851846945,0.089668099,1.008766085,1.098434184,0,0.784595854,3.30200002,5.828426233
971,747,2,449997.7372,3682467.952,-81.53696534,33.28009841,Pine forest 5-20 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,4.185655221,4.673901346,10.71232958,19.57188614,139.3042797,0,0.943324293,0.022417025,0.291421323,0.896680924,3.13838346,0,0,0,0.089668099,1.008766085,1.098434184,0,0.784595854,1.270000041,2.241702311
972,747,2,449997.7372,3682669.121,-81.53697645,33.28191286,Pine forest 41-60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,11.5953016,21.60215087,12.46538024,45.66283271,420.2389304,31.98763263,1.221126311,0,0.179336198,0.448340462,2.600374905,0,0,0,0.448340462,1.793361849,2.241702311,0,0,3.81,6.725107381
973,752,0,454015.326,3682295.8,-81.49381389,33.27872453,Pine forest 5-20 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,0.687641063,3.761317113,18.17434817,22.62330635,74.88339319,0,0.871556597,0.179336198,0.134502143,0.448340462,1.56919173,9.975575956,0,9.975575956,0.089668099,1.008766085,1.098434184,0,0.784595854,0.508000041,0.896680924
974,752,2,454008.6751,3682492.432,-81.49389529,33.2804978,Pine forest greater than   60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0,4.697053647,5.418469318,10.11552297,82.85917274,0,1.45299522,0.112085116,0.179336198,0.605259624,2.084783306,0,0.538008577,0.538008577,0.448340462,1.345021387,1.793361849,0,0.672510693,0.762000061,1.345021387
975,752,2,454011.595,3682690.312,-81.49387399,33.28228272,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0,10.22035124,4.997945468,15.21829671,81.61624969,0,1.201062089,0.156919162,0.201753208,0.156919162,4.169566523,0,0,0,0.448340462,1.793361849,2.241702311,0,0,0.508000041,0.896680924
976,754,0,429059.1089,3683101.928,-81.76185646,33.28464177,Hardwood forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,4.834318909,17.71946329,43.41108533,65.96486752,388.7398969,8.416349378,0.408194578,0.112085116,0.291421323,3.586723698,6.254349896,8.966809244,0,8.966809244,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,3.556000102,6.276766919
