"area","fm_duff","fm_1000hr","can_con_pct","shrub_black_pct","pile_black_pct","fuelbeds","units","ecoregion","fm_litter","season"
100,20,5,50,80,90,59991,"tons","western",4,"summer"
100,20,5,50,80,90,59992,"tons","western",4,"summer"
100,20,5,50,80,90,59993,"tons","western",4,"summer"
100,20,5,50,80,90,59994,"tons","western",4,"summer"
100,20,5,50,80,90,59995,"tons","western",4,"summer"
100,20,5,50,80,90,59996,"tons","western",4,"summer"
100,20,5,50,80,90,59997,"tons","western",4,"summer"
100,20,5,50,80,90,59998,"tons","western",4,"summer"
100,20,5,50,80,90,59999,"tons","western",4,"summer"
100,20,5,50,80,90,60000,"tons","western",4,"summer"
