fuelbeds,filename,c_total,c_canopy,c_shrub,c_herb,c_wood,c_llm,c_ground,c_total_f,c_canopy_f,c_shrub_f,c_herb_f,c_wood_f,c_llm_f,c_ground_f,c_total_s,c_canopy_s,c_shrub_s,c_herb_s,c_wood_s,c_llm_s,c_ground_s,c_total_r,c_canopy_r,c_wood_r,c_llm_r,c_ground_r,ch4,co,co2,nmhc,pm,pm10,pm25,e_ch4_f,e_co_f,e_co2_f,e_nmhc_f,e_pm_f,e_pm10_f,e_pm25_f,e_ch4_s,e_co_s,e_co2_s,e_nmhc_s,e_pm_s,e_pm10_s,e_pm25_s,e_ch4_r,e_co_r,e_co2_r,e_nmhc_r,e_pm_r,e_pm10_r,e_pm25_r,c_overstory_crown,c_midstory_crown,c_understory_crown,c_snagc1f_crown,c_snagc1f_wood,c_snagc1_wood,c_snagc2_wood,c_snagc3_wood,c_ladder,c_shrub_1live,c_shrub_2live,c_herb_1live,c_herb_2live,c_piles,c_wood_1hr,c_wood_10hr,c_wood_100hr,c_wood_s1000hr,c_wood_r1000hr,c_wood_s10khr,c_wood_r10khr,c_wood_s+10khr,c_wood_r+10khr,c_stump_sound,c_stump_rotten,c_stump_lightered,c_litter,c_lichen,c_moss,c_upperduff,c_lowerduff,c_basal,c_squirrel,ch4_canopy,ch4_shrub,ch4_herb,ch4_wood,ch4_llm,ch4_ground,co_canopy,co_shrub,co_herb,co_wood,co_llm,co_ground,co2_canopy,co2_shrub,co2_herb,co2_wood,co2_llm,co2_ground,nmhc_canopy,nmhc_shrub,nmhc_herb,nmhc_wood,nmhc_llm,nmhc_ground,pm_canopy,pm_shrub,pm_herb,pm_wood,pm_llm,pm_ground,pm10_canopy,pm10_shrub,pm10_herb,pm10_wood,pm10_llm,pm10_ground,pm25_canopy,pm25_shrub,pm25_herb,pm25_wood,pm25_llm,pm25_ground,heat_total,heat_flaming,heat_smoldering,heat_residual
52144,sobolSamplefb,39.1,7.86,0.5,0.19,3.3,1.21,26.03,12.96,6.71,0.45,0.18,1.93,1.09,2.6,20.03,0.82,0.05,0.02,0.8,0.12,18.22,6.11,0.33,0.57,0.0,5.21,420.47,8602.27,121725.61,297.56,1513.87,1108.24,1023.46,38.88,1153.36,44074.06,46.65,243.63,149.03,129.59,292.44,5708.6,59509.62,192.29,973.47,735.11,685.03,89.15,1740.31,18141.92,58.62,296.77,224.1,208.84,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.38,0.4,0.76,0.0,0.23,0.0,0.02,0.12,0.0,1.18,0.0,0.03,26.03,0.0,0.0,0.0,36.88,2.06,0.81,25.81,5.02,349.89,924.04,53.9,21.15,562.66,131.32,6909.19,26224.41,1666.74,653.98,10646.64,4070.01,78463.83,35.16,2.08,0.82,20.12,5.08,234.3,181.88,10.81,4.24,102.95,26.35,1187.63,119.25,6.96,2.73,72.53,16.95,889.81,106.32,6.16,2.42,66.2,15.02,827.33,625530389.48,207346374.3,320482644.58,97701370.6
52145,sobolSamplefb,18.22,7.86,0.5,0.19,7.04,1.21,1.42,11.19,6.71,0.45,0.18,2.63,1.09,0.14,4.04,0.82,0.05,0.02,2.04,0.12,0.99,2.98,0.33,2.37,0.0,0.28,136.12,2997.74,58930.93,107.72,551.74,386.46,352.12,33.58,996.11,38064.84,40.29,210.41,128.71,111.92,59.01,1151.96,12008.7,38.8,196.44,148.34,138.24,43.53,849.67,8857.39,28.62,144.89,109.41,101.96,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.29,0.31,2.04,2.7,0.17,0.0,0.02,0.12,0.0,1.18,0.0,0.03,1.42,0.0,0.0,0.0,36.88,2.06,0.81,72.29,5.02,19.05,924.04,53.9,21.15,1491.12,131.32,376.2,26224.41,1666.74,653.98,22043.5,4070.01,4272.29,35.16,2.08,0.82,51.81,5.08,12.76,181.88,10.81,4.24,263.8,26.35,64.67,119.25,6.96,2.73,192.12,16.95,48.45,106.32,6.16,2.42,177.15,15.02,45.05,291448067.46,179076007.11,64671549.7,47700510.66
52146,sobolSamplefb,24.87,7.86,0.5,0.19,4.02,1.21,11.09,11.54,6.71,0.45,0.18,2.01,1.09,1.11,9.79,0.82,0.05,0.02,1.02,0.12,7.77,3.55,0.33,1.0,0.0,2.22,229.3,4827.36,78859.51,169.55,865.0,622.08,571.44,34.61,1026.9,39241.36,41.54,216.92,132.69,115.38,142.92,2789.83,29082.79,93.97,475.74,359.25,334.78,51.77,1010.63,10535.36,34.04,172.34,130.14,121.28,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.38,0.39,0.77,0.72,0.23,0.0,0.02,0.12,0.0,1.18,0.0,0.03,11.09,0.0,0.0,0.0,36.88,2.06,0.81,35.42,5.02,149.11,924.04,53.9,21.15,752.46,131.32,2944.49,26224.41,1666.74,653.98,12805.46,4070.01,33438.9,35.16,2.08,0.82,26.55,5.08,99.85,181.88,10.81,4.24,135.58,26.35,506.13,119.25,6.96,2.73,96.97,16.95,379.21,106.32,6.16,2.42,88.93,15.02,352.58,397970203.78,184610918.54,156622222.92,56737062.32
52147,sobolSamplefb,27.82,7.86,0.5,0.19,4.94,1.21,13.13,12.13,6.71,0.45,0.18,2.4,1.09,1.31,11.6,0.82,0.05,0.02,1.4,0.12,9.19,4.09,0.33,1.14,0.0,2.63,265.46,5551.17,87873.51,194.29,990.58,715.31,657.89,36.4,1079.75,41260.88,43.68,228.08,139.52,121.32,169.32,3305.13,34454.55,111.33,563.61,425.61,396.62,59.75,1166.29,12158.08,39.29,198.88,150.19,139.95,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.29,0.4,1.94,0.61,0.17,0.0,0.02,0.12,0.0,1.18,0.0,0.03,13.13,0.0,0.0,0.0,36.88,2.06,0.81,44.26,5.02,176.42,924.04,53.9,21.15,936.99,131.32,3483.76,26224.41,1666.74,653.98,15695.24,4070.01,39563.12,35.16,2.08,0.82,33.0,5.08,118.14,181.88,10.81,4.24,168.47,26.35,598.83,119.25,6.96,2.73,120.75,16.95,448.66,106.32,6.16,2.42,110.81,15.02,417.16,445139027.01,194111747.9,185551277.16,65476001.94
52148,sobolSamplefb,18.97,7.86,0.5,0.19,2.68,1.21,6.53,10.74,6.71,0.45,0.18,1.66,1.09,0.65,6.13,0.82,0.05,0.02,0.55,0.12,4.57,2.1,0.33,0.47,0.0,1.31,152.44,3302.62,60989.29,117.71,602.09,425.71,389.01,32.22,955.81,36524.87,38.66,201.9,123.5,107.39,89.5,1746.99,18211.65,58.85,297.91,224.96,209.64,30.73,599.81,6252.77,20.2,102.28,77.24,71.98,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.0,0.0,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,6.53,0.0,0.0,0.0,36.88,2.06,0.81,19.85,5.02,87.81,924.04,53.9,21.15,438.2,131.32,1734.0,26224.41,1666.74,653.98,8682.06,4070.01,19692.09,35.16,2.08,0.82,15.76,5.08,58.8,181.88,10.81,4.24,80.75,26.35,298.06,119.25,6.96,2.73,56.49,16.95,223.32,106.32,6.16,2.42,51.45,15.02,207.64,303581701.85,171831207.74,98076858.48,33673635.63
52149,sobolSamplefb,17.86,7.86,0.5,0.19,6.89,1.21,1.22,10.98,6.71,0.45,0.18,2.43,1.09,0.12,3.79,0.82,0.05,0.02,1.93,0.12,0.85,3.1,0.33,2.52,0.0,0.24,133.49,2939.97,57797.07,105.64,541.11,379.02,345.33,32.93,976.98,37333.8,39.52,206.37,126.24,109.77,55.37,1080.83,11267.21,36.41,184.31,139.18,129.7,45.19,882.15,9196.06,29.71,150.43,113.6,105.86,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.32,0.31,1.38,3.16,0.19,0.0,0.02,0.12,0.0,1.18,0.0,0.03,1.22,0.0,0.0,0.0,36.88,2.06,0.81,72.38,5.02,16.34,924.04,53.9,21.15,1486.86,131.32,322.68,26224.41,1666.74,653.98,21517.39,4070.01,3664.54,35.16,2.08,0.82,51.55,5.08,10.94,181.88,10.81,4.24,262.36,26.35,55.47,119.25,6.96,2.73,191.56,16.95,41.56,106.32,6.16,2.42,176.77,15.02,38.64,285839559.97,175636821.84,60678338.94,49524399.19
52150,sobolSamplefb,25.23,7.86,0.5,0.19,9.29,1.21,6.18,12.09,6.71,0.45,0.18,3.05,1.09,0.62,8.12,0.82,0.05,0.02,2.79,0.12,4.33,5.03,0.33,3.46,0.0,1.24,228.17,4821.8,80155.83,169.7,866.03,621.39,570.4,36.26,1075.63,41103.66,43.51,227.21,138.99,120.86,118.52,2313.6,24118.24,77.93,394.53,297.93,277.63,73.39,1432.57,14933.93,48.26,244.29,184.47,171.91,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.27,0.3,2.72,4.31,0.16,0.0,0.02,0.12,0.0,1.18,0.0,0.03,6.18,0.0,0.0,0.0,36.88,2.06,0.81,100.33,5.02,83.06,924.04,53.9,21.15,2051.25,131.32,1640.13,26224.41,1666.74,653.98,28914.64,4070.01,18626.05,35.16,2.08,0.82,70.93,5.08,55.62,181.88,10.81,4.24,360.83,26.35,281.92,119.25,6.96,2.73,264.26,16.95,211.23,106.32,6.16,2.42,244.08,15.02,196.4,403683347.45,193372106.84,129886179.73,80425060.87
52151,sobolSamplefb,24.49,7.86,0.5,0.19,6.32,1.21,8.42,11.78,6.71,0.45,0.18,2.51,1.09,0.84,8.71,0.82,0.05,0.02,1.81,0.12,5.89,4.0,0.33,1.99,0.0,1.68,220.94,4671.38,77827.29,164.44,839.27,602.01,552.56,35.33,1048.27,40057.92,42.4,221.43,135.45,117.78,127.15,2482.13,25875.13,83.61,423.27,319.63,297.86,58.45,1140.98,11894.24,38.43,194.57,146.93,136.92,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.29,0.32,1.89,2.11,0.17,0.0,0.02,0.12,0.0,1.18,0.0,0.03,8.42,0.0,0.0,0.0,36.88,2.06,0.81,63.05,5.02,113.11,924.04,53.9,21.15,1307.32,131.32,2233.64,26224.41,1666.74,653.98,19845.89,4070.01,25366.26,35.16,2.08,0.82,45.55,5.08,75.75,181.88,10.81,4.24,232.04,26.35,383.94,119.25,6.96,2.73,168.44,16.95,287.66,106.32,6.16,2.42,155.17,15.02,267.47,391855281.12,188452429.94,139347697.07,64055154.11
52152,sobolSamplefb,19.49,7.86,0.5,0.19,5.66,1.21,4.06,11.18,6.71,0.45,0.18,2.35,1.09,0.41,5.43,0.82,0.05,0.02,1.58,0.12,2.84,2.87,0.33,1.73,0.0,0.81,154.79,3361.87,62698.69,119.97,613.8,433.35,395.82,33.54,995.1,38026.18,40.25,210.2,128.58,111.81,79.3,1548.07,16137.92,52.15,263.99,199.35,185.77,41.94,818.7,8534.59,27.58,139.61,105.43,98.24,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.31,0.33,1.53,1.78,0.18,0.0,0.02,0.12,0.0,1.18,0.0,0.03,4.06,0.0,0.0,0.0,36.88,2.06,0.81,55.4,5.02,54.61,924.04,53.9,21.15,1153.02,131.32,1078.42,26224.41,1666.74,653.98,17836.48,4070.01,12247.07,35.16,2.08,0.82,40.25,5.08,36.57,181.88,10.81,4.24,205.14,26.35,185.37,119.25,6.96,2.73,148.57,16.95,138.89,106.32,6.16,2.42,136.76,15.02,129.13,311765248.4,178894109.85,86909036.32,45962102.23
52153,sobolSamplefb,15.79,7.86,0.5,0.19,3.62,1.21,2.41,10.72,6.71,0.45,0.18,2.06,1.09,0.24,3.63,0.82,0.05,0.02,0.93,0.12,1.69,1.44,0.33,0.63,0.0,0.48,106.19,2399.13,51524.33,87.27,447.96,309.36,280.61,32.16,954.14,36460.89,38.59,201.55,123.29,107.21,52.94,1033.34,10772.1,34.81,176.21,133.06,124.0,21.09,411.66,4291.34,13.87,70.2,53.01,49.4,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.34,0.4,1.16,0.0,0.2,0.0,0.02,0.12,0.0,1.18,0.0,0.03,2.41,0.0,0.0,0.0,36.88,2.06,0.81,29.03,5.02,32.38,924.04,53.9,21.15,629.33,131.32,639.38,26224.41,1666.74,653.98,11648.1,4070.01,7261.09,35.16,2.08,0.82,22.44,5.08,21.68,181.88,10.81,4.24,114.77,26.35,109.9,119.25,6.96,2.73,81.12,16.95,82.34,106.32,6.16,2.42,74.12,15.02,76.56,252652743.41,171530227.48,58011985.34,23110530.59
52154,sobolSamplefb,23.71,7.86,0.5,0.19,8.32,1.21,5.63,12.91,6.71,0.45,0.18,3.93,1.09,0.56,7.77,0.82,0.05,0.02,2.82,0.12,3.94,3.03,0.33,1.57,0.0,1.13,196.33,4225.45,75985.62,150.11,767.34,544.63,498.27,38.74,1149.28,43917.85,46.49,242.77,148.5,129.13,113.41,2213.84,23078.29,74.57,377.52,285.08,265.66,44.18,862.34,8989.47,29.05,147.05,111.04,103.48,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.24,0.4,6.0,0.0,0.14,0.0,0.02,0.12,0.0,1.18,0.0,0.03,5.63,0.0,0.0,0.0,36.88,2.06,0.81,75.88,5.02,75.67,924.04,53.9,21.15,1600.79,131.32,1494.24,26224.41,1666.74,653.98,26401.22,4070.01,16969.26,35.16,2.08,0.82,56.29,5.08,50.67,181.88,10.81,4.24,287.21,26.35,256.85,119.25,6.96,2.73,206.29,16.95,192.44,106.32,6.16,2.42,189.42,15.02,178.93,379308955.49,206611481.93,124285650.95,48411822.61
52155,sobolSamplefb,21.82,7.86,0.5,0.19,8.96,1.21,3.1,11.98,6.71,0.45,0.18,3.25,1.09,0.31,5.94,0.82,0.05,0.02,2.77,0.12,2.17,3.9,0.33,2.95,0.0,0.62,179.68,3872.0,69991.0,137.64,703.68,499.08,456.49,35.94,1066.15,40741.26,43.13,225.21,137.76,119.79,86.78,1693.96,17658.77,57.06,288.86,218.13,203.28,56.96,1111.89,11590.97,37.45,189.61,143.18,133.43,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.26,0.31,3.52,3.2,0.15,0.0,0.02,0.12,0.0,1.18,0.0,0.03,3.1,0.0,0.0,0.0,36.88,2.06,0.81,93.23,5.02,41.67,924.04,53.9,21.15,1918.66,131.32,822.92,26224.41,1666.74,653.98,28030.38,4070.01,9345.48,35.16,2.08,0.82,66.58,5.08,27.91,181.88,10.81,4.24,338.94,26.35,141.45,119.25,6.96,2.73,247.2,16.95,105.98,106.32,6.16,2.42,228.03,15.02,98.54,349188533.43,191667193.44,95099420.0,62421919.99
52156,sobolSamplefb,23.98,7.86,0.5,0.19,3.09,1.21,11.14,11.38,6.71,0.45,0.18,1.84,1.09,1.11,9.52,0.82,0.05,0.02,0.71,0.12,7.8,3.09,0.33,0.53,0.0,2.23,218.16,4604.93,76149.7,161.97,826.49,593.43,544.85,34.14,1012.83,38703.64,40.97,213.95,130.87,113.8,138.93,2711.95,28270.86,91.35,462.46,349.22,325.43,45.09,880.15,9175.2,29.65,150.09,113.34,105.62,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.5,0.0,0.26,0.0,0.02,0.12,0.0,1.18,0.0,0.03,11.14,0.0,0.0,0.0,36.88,2.06,0.81,23.67,5.02,149.71,924.04,53.9,21.15,518.1,131.32,2956.41,26224.41,1666.74,653.98,9960.27,4070.01,33574.29,35.16,2.08,0.82,18.56,5.08,100.26,181.88,10.81,4.24,95.03,26.35,508.18,119.25,6.96,2.73,66.79,16.95,380.75,106.32,6.16,2.42,60.92,15.02,354.01,383742947.87,182081225.34,152249659.95,49412062.58
52157,sobolSamplefb,22.59,7.86,0.5,0.19,6.71,1.21,6.12,11.17,6.71,0.45,0.18,2.14,1.09,0.61,7.07,0.82,0.05,0.02,1.78,0.12,4.28,4.35,0.33,2.79,0.0,1.22,200.22,4248.4,71917.16,149.83,764.94,547.51,502.21,33.51,994.26,37994.24,40.22,210.02,128.47,111.71,103.25,2015.58,21011.57,67.89,343.71,259.55,241.87,63.45,1238.55,12911.36,41.72,211.21,159.49,148.63,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.3,0.29,3.9,0.29,0.0,0.02,0.12,0.0,1.18,0.0,0.03,6.12,0.0,0.0,0.0,36.88,2.06,0.81,73.18,5.02,82.27,924.04,53.9,21.15,1493.48,131.32,1624.5,26224.41,1666.74,653.98,20853.48,4070.01,18448.54,35.16,2.08,0.82,51.59,5.08,55.09,181.88,10.81,4.24,262.42,26.35,279.24,119.25,6.96,2.73,192.4,16.95,209.21,106.32,6.16,2.42,177.76,15.02,194.52,361432096.81,178743834.92,113155545.41,69532716.48
52158,sobolSamplefb,13.39,7.86,0.5,0.19,2.68,1.21,0.95,10.18,6.71,0.45,0.18,1.66,1.09,0.1,2.22,0.82,0.05,0.02,0.55,0.12,0.67,0.99,0.33,0.47,0.0,0.19,77.43,1821.42,44168.12,67.48,347.49,234.95,211.65,30.54,906.14,34626.77,36.65,191.41,117.09,101.81,32.46,633.59,6604.87,21.34,108.04,81.59,76.03,14.43,281.69,2936.48,9.49,48.04,36.27,33.8,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.0,0.0,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.95,0.0,0.0,0.0,36.88,2.06,0.81,19.85,5.02,12.8,924.04,53.9,21.15,438.2,131.32,252.8,26224.41,1666.74,653.98,8682.06,4070.01,2870.91,35.16,2.08,0.82,15.76,5.08,8.57,181.88,10.81,4.24,80.75,26.35,43.45,119.25,6.96,2.73,56.49,16.95,32.56,106.32,6.16,2.42,51.45,15.02,30.27,214285495.5,162901587.1,35569838.71,15814069.69
52159,sobolSamplefb,20.32,7.86,0.5,0.19,7.69,1.21,2.87,12.39,6.71,0.45,0.18,3.68,1.09,0.29,5.58,0.82,0.05,0.02,2.57,0.12,2.01,2.35,0.33,1.44,0.0,0.57,152.95,3362.71,65686.25,120.73,618.3,433.51,395.1,37.16,1102.29,42122.31,44.59,232.84,142.43,123.85,81.52,1591.32,16588.79,53.6,271.36,204.92,190.96,34.28,669.11,6975.14,22.54,114.1,86.16,80.29,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.24,0.4,5.37,0.0,0.15,0.0,0.02,0.12,0.0,1.18,0.0,0.03,2.87,0.0,0.0,0.0,36.88,2.06,0.81,69.6,5.02,38.58,924.04,53.9,21.15,1470.5,131.32,761.8,26224.41,1666.74,653.98,24419.77,4070.01,8651.33,35.16,2.08,0.82,51.75,5.08,25.83,181.88,10.81,4.24,264.08,26.35,130.95,119.25,6.96,2.73,189.5,16.95,98.11,106.32,6.16,2.42,173.96,15.02,91.22,325065380.04,198164370.1,89337136.3,37563873.64
52160,sobolSamplefb,22.82,7.86,0.5,0.19,12.46,1.21,0.61,14.07,6.71,0.45,0.18,5.58,1.09,0.06,5.91,0.82,0.05,0.02,4.48,0.12,0.42,2.85,0.33,2.4,0.0,0.12,170.05,3747.67,73856.18,134.71,690.04,483.15,440.16,42.2,1251.88,47838.63,50.64,264.44,161.76,140.66,86.26,1683.88,17553.74,56.72,287.15,216.84,202.07,41.59,811.91,8463.82,27.35,138.45,104.55,97.43,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.23,0.4,10.16,0.0,0.14,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.61,0.0,0.0,0.0,36.88,2.06,0.81,117.12,5.02,8.16,924.04,53.9,21.15,2456.21,131.32,161.04,26224.41,1666.74,653.98,39412.15,4070.01,1828.89,35.16,2.08,0.82,86.1,5.08,5.46,181.88,10.81,4.24,439.08,26.35,27.68,119.25,6.96,2.73,316.51,16.95,20.74,106.32,6.16,2.42,290.95,15.02,19.28,365171500.74,225056756.85,94533753.68,45580990.2
52161,sobolSamplefb,18.05,7.86,0.5,0.19,2.68,1.21,5.61,10.65,6.71,0.45,0.18,1.66,1.09,0.56,5.48,0.82,0.05,0.02,0.55,0.12,3.93,1.92,0.33,0.47,0.0,1.12,140.04,3057.8,58209.02,109.41,560.01,394.18,359.7,31.94,947.6,36211.15,38.33,200.17,122.44,106.47,80.07,1562.97,16293.23,52.65,266.53,201.27,187.56,28.03,547.23,5704.65,18.43,93.32,70.47,65.67,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.0,0.0,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,5.61,0.0,0.0,0.0,36.88,2.06,0.81,19.85,5.02,75.41,924.04,53.9,21.15,438.2,131.32,1489.18,26224.41,1666.74,653.98,8682.06,4070.01,16911.82,35.16,2.08,0.82,15.76,5.08,50.5,181.88,10.81,4.24,80.75,26.35,255.98,119.25,6.96,2.73,56.49,16.95,191.79,106.32,6.16,2.42,51.45,15.02,178.32,288822486.27,170355286.18,87745425.04,30721775.04
52162,sobolSamplefb,22.22,7.86,0.5,0.19,3.75,1.21,8.71,11.4,6.71,0.45,0.18,2.11,1.09,0.87,8.09,0.82,0.05,0.02,0.99,0.12,6.1,2.73,0.33,0.66,0.0,1.74,192.13,4097.59,70913.25,144.89,740.06,528.1,483.96,34.2,1014.71,38775.51,41.04,214.34,131.11,114.01,118.08,2304.93,24027.84,77.64,393.05,296.81,276.59,39.85,777.96,8109.9,26.2,132.66,100.18,93.36,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.32,0.4,1.31,0.0,0.19,0.0,0.02,0.12,0.0,1.18,0.0,0.03,8.71,0.0,0.0,0.0,36.88,2.06,0.81,30.33,5.02,117.03,924.04,53.9,21.15,656.23,131.32,2310.94,26224.41,1666.74,653.98,12054.02,4070.01,26244.09,35.16,2.08,0.82,23.37,5.08,78.37,181.88,10.81,4.24,119.54,26.35,397.23,119.25,6.96,2.73,84.59,16.95,297.62,106.32,6.16,2.42,77.31,15.02,276.72,355493664.1,182419324.75,129399339.89,43674999.45
52163,sobolSamplefb,13.88,7.86,0.5,0.19,4.13,1.21,0.0,10.45,6.71,0.45,0.18,2.03,1.09,0.0,2.06,0.82,0.05,0.02,1.05,0.12,0.0,1.37,0.33,1.04,0.0,0.0,81.49,1908.86,45746.17,70.59,363.38,246.22,221.96,31.35,930.13,35543.34,37.62,196.48,120.18,104.51,30.07,587.05,6119.76,19.77,100.11,75.6,70.45,20.06,391.68,4083.06,13.19,66.79,50.44,47.0,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.37,0.38,0.83,0.79,0.22,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,36.72,5.02,0.0,924.04,53.9,21.15,778.44,131.32,0.0,26224.41,1666.74,653.98,13131.03,4070.01,0.0,35.16,2.08,0.82,27.44,5.08,0.0,181.88,10.81,4.24,140.09,26.35,0.0,119.25,6.96,2.73,100.32,16.95,0.0,106.32,6.16,2.42,92.03,15.02,0.0,222159822.71,167213613.25,32957316.19,21988893.27
52164,sobolSamplefb,12.83,7.86,0.5,0.19,3.07,1.21,0.0,10.26,6.71,0.45,0.18,1.84,1.09,0.0,1.71,0.82,0.05,0.02,0.7,0.12,0.0,0.86,0.33,0.53,0.0,0.0,68.27,1644.95,42519.27,61.59,317.68,212.23,190.42,30.78,913.0,34888.99,36.93,192.86,117.97,102.58,24.98,487.61,5083.15,16.42,83.15,62.79,58.51,12.52,244.34,2547.13,8.23,41.67,31.46,29.32,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.48,0.0,0.26,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,23.5,5.02,0.0,924.04,53.9,21.15,514.54,131.32,0.0,26224.41,1666.74,653.98,9904.13,4070.01,0.0,35.16,2.08,0.82,18.44,5.08,0.0,181.88,10.81,4.24,94.39,26.35,0.0,119.25,6.96,2.73,66.33,16.95,0.0,106.32,6.16,2.42,60.5,15.02,0.0,205227250.72,164135192.66,27374749.55,13717308.51
52165,sobolSamplefb,17.09,7.86,0.5,0.19,3.38,1.21,3.94,10.55,6.71,0.45,0.18,1.73,1.09,0.39,4.53,0.82,0.05,0.02,0.76,0.12,2.76,2.01,0.33,0.89,0.0,0.79,127.07,2801.52,55296.58,100.72,515.96,361.17,329.01,31.65,938.94,35880.0,37.98,198.34,121.32,105.5,66.1,1290.35,13451.29,43.46,220.04,166.16,154.84,29.31,572.23,5965.29,19.28,97.58,73.69,68.67,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.39,0.0,0.71,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,3.94,0.0,0.0,0.0,36.88,2.06,0.81,29.28,5.02,53.01,924.04,53.9,21.15,624.27,131.32,1046.83,26224.41,1666.74,653.98,10793.22,4070.01,11888.22,35.16,2.08,0.82,22.07,5.08,35.5,181.88,10.81,4.24,112.73,26.35,179.94,119.25,6.96,2.73,80.46,16.95,134.82,106.32,6.16,2.42,73.73,15.02,125.35,273363304.65,168797400.79,72440485.15,32125418.71
52166,sobolSamplefb,17.27,7.86,0.5,0.19,2.68,1.21,4.83,10.57,6.71,0.45,0.18,1.66,1.09,0.48,4.93,0.82,0.05,0.02,0.55,0.12,3.38,1.76,0.33,0.47,0.0,0.97,129.5,2849.53,55843.79,102.35,524.21,367.35,334.76,31.71,940.62,35944.25,38.05,198.69,121.54,105.69,72.05,1406.41,14661.19,47.37,239.83,181.11,168.77,25.74,502.5,5238.35,16.93,85.69,64.71,60.3,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.0,0.0,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,4.83,0.0,0.0,0.0,36.88,2.06,0.81,19.85,5.02,64.87,924.04,53.9,21.15,438.2,131.32,1280.91,26224.41,1666.74,653.98,8682.06,4070.01,14546.58,35.16,2.08,0.82,15.76,5.08,43.44,181.88,10.81,4.24,80.75,26.35,220.18,119.25,6.96,2.73,56.49,16.95,164.96,106.32,6.16,2.42,51.45,15.02,153.38,276266488.94,169099686.45,78956245.92,28210556.57
