"EVT","sourceID","studyPoint","fuelType","data.val"
610,604,27150,"X1hr_loading..Mg.ha",3.83
610,619,26844,"X10hr_loading..Mg.ha",15.86
610,597,11002,"X100hr_loading..Mg.ha",55.62
610,604,27114,"X1KhrR_loading..Mg.ha",20.05
610,597,11085,"cwd_loading..Mg.ha",121.23
610,597,18720,"litter_loading..Mg.ha",218.52
610,597,18777,"duff_loading..Mg.ha",100.67
611,630,32802,"X1hr_loading..Mg.ha",1.3
611,630,41507,"X10hr_loading..Mg.ha",1.95
611,630,32802,"fwd_loading..Mg.ha",3.79
611,630,32852,"litter_depth..cm",1.93
611,630,32852,"litter_loading..Mg.ha",8.53
612,588,5477,"shrub_loading..Mg.ha",58.71
612,588,7832,"herb_loading..Mg.ha",17.86
612,606,31853,"X1hr_loading..Mg.ha",3.25
612,606,31853,"fwd_loading..Mg.ha",44.08
612,606,31789,"X1KhrS_loading..Mg.ha",62.23
612,605,39823,"X1KhrR_loading..Mg.ha",45.7
612,612,24696,"X10KhrS_loading..Mg.ha",114.02
612,612,24696,"cwd_sound_loading..Mg.ha",487.11
612,612,24696,"cwd_loading..Mg.ha",490.18
612,588,5177,"duff_depth..cm",4.57
612,588,5177,"duff_loading..Mg.ha",48.38
613,588,8399,"shrub_loading..Mg.ha",77.42
613,594,9317,"X10hr_loading..Mg.ha",9.92
613,594,8579,"X100hr_loading..Mg.ha",20.16
613,630,33016,"fwd_loading..Mg.ha",17.52
613,630,27427,"X1KhrR_loading..Mg.ha",12.97
613,594,9313,"cwd_sound_loading..Mg.ha",258.72
613,594,9313,"cwd_rotten_loading..Mg.ha",144.26
613,588,5592,"litter_depth..cm",7.62
613,588,5592,"litter_loading..Mg.ha",33.6
613,588,8469,"duff_depth..cm",6.48
613,588,8469,"duff_loading..Mg.ha",68.54
614,597,18812,"tree_loading..Mg.ha",1037.25
614,597,18819,"snag_loading..Mg.ha",353
614,588,5705,"shrub_loading..Mg.ha",77.42
614,92,48171,"X1hr_loading..Mg.ha",14.57
614,586,9841,"X10hr_loading..Mg.ha",48.85
614,92,48171,"X100hr_loading..Mg.ha",173.73
614,606,32077,"X1KhrS_loading..Mg.ha",65.16
614,606,32202,"X1KhrR_loading..Mg.ha",28.54
614,91,725,"X1Khr_loading..Mg.ha",724.42
614,624,29706,"GT10KhrS_loading..Mg.ha",335.22
614,634,26249,"cwd_sound_loading..Mg.ha",465.28
614,632,30475,"cwd_rotten_loading..Mg.ha",176.9
614,634,26249,"cwd_loading..Mg.ha",573.72
614,91,725,"duff_depth..cm",16
614,583,1380,"duff_loading..Mg.ha",127.23
615,597,18739,"snag_loading..Mg.ha",530.38
615,92,48139,"X1hr_loading..Mg.ha",12.55
615,92,48159,"X10hr_loading..Mg.ha",41.7
615,597,18955,"X100hr_loading..Mg.ha",130.38
615,612,24412,"X1KhrS_loading..Mg.ha",76.99
615,699,48347,"X1Khr_loading..Mg.ha",5382.32
615,623,25589,"X10KhrS_loading..Mg.ha",163.81
615,613,24093,"X10KhrR_loading..Mg.ha",112.09
615,27,183,"X10Khr_loading..Mg.ha",400.24
615,624,29744,"GT10KhrS_loading..Mg.ha",494.26
615,635,26546,"cwd_sound_loading..Mg.ha",815.07
615,633,25975,"cwd_rotten_loading..Mg.ha",1076.35
615,635,26546,"cwd_loading..Mg.ha",1605.92
615,597,18813,"litter_loading..Mg.ha",84.65
615,583,1378,"duff_loading..Mg.ha",216.83
617,586,9826,"X1hr_loading..Mg.ha",2.46
617,586,9831,"X10hr_loading..Mg.ha",14.6
617,586,9760,"X100hr_loading..Mg.ha",21.19
617,693,48206,"fwd_loading..Mg.ha",25
617,635,26382,"cwd_rotten_loading..Mg.ha",119.48
617,635,26382,"cwd_loading..Mg.ha",119.48
617,588,5567,"litter_depth..cm",7.62
617,588,5567,"litter_loading..Mg.ha",33.6
617,588,7901,"duff_depth..cm",4.57
617,588,7901,"duff_loading..Mg.ha",48.38
618,17,130,"herb_loading..Mg.ha",4.82
618,630,41453,"X1hr_loading..Mg.ha",0.96
618,610,28111,"X10hr_loading..Mg.ha",9.72
618,693,48207,"fwd_loading..Mg.ha",29
618,632,30280,"cwd_loading..Mg.ha",179.81
618,702,48421,"litter_loading..Mg.ha",15.5
619,693,48208,"fwd_loading..Mg.ha",25
620,597,11567,"tree_loading..Mg.ha",105.21
620,597,20162,"snag_loading..Mg.ha",14.99
620,597,11519,"shrub_loading..Mg.ha",7.67
620,597,11326,"X1hr_loading..Mg.ha",2.13
620,611,28642,"X10hr_loading..Mg.ha",5.71
620,597,20446,"X100hr_loading..Mg.ha",14.73
620,610,28253,"cwd_loading..Mg.ha",34.34
620,597,18714,"litter_loading..Mg.ha",54.51
620,597,11026,"duff_loading..Mg.ha",45.01
621,693,48210,"fwd_loading..Mg.ha",25
621,4,21,"duff_loading..Mg.ha",159.94
622,597,12359,"snag_loading..Mg.ha",129.27
622,588,5154,"shrub_loading..Mg.ha",39.14
622,588,5529,"herb_loading..Mg.ha",17.86
622,9,361,"X1hr_loading..Mg.ha",3.09
622,625,30260,"X10hr_loading..Mg.ha",21.82
622,700,48362,"X100hr_loading..Mg.ha",58.15
622,605,39731,"fwd_loading..Mg.ha",40.54
622,700,48362,"X1KhrS_loading..Mg.ha",109.01
622,700,48393,"X1KhrR_loading..Mg.ha",75.59
622,610,27824,"X10KhrS_loading..Mg.ha",102.79
622,606,31994,"X10KhrR_loading..Mg.ha",106.06
622,610,28040,"cwd_sound_loading..Mg.ha",223.17
622,632,30361,"cwd_rotten_loading..Mg.ha",171.09
622,610,28040,"cwd_loading..Mg.ha",247.9
622,597,18803,"litter_loading..Mg.ha",108.26
622,2,11,"duff_depth..cm",73.15
623,588,4867,"herb_loading..Mg.ha",6.79
623,628,33464,"X1hr_loading..Mg.ha",5.89
623,628,33464,"X10hr_loading..Mg.ha",4.12
623,693,48212,"fwd_loading..Mg.ha",16
624,597,21666,"tree_loading..Mg.ha",180.54
624,597,21454,"snag_loading..Mg.ha",38.61
624,597,20933,"shrub_loading..Mg.ha",8.94
624,630,41516,"X1hr_loading..Mg.ha",1.46
624,597,21716,"X10hr_loading..Mg.ha",13.37
624,597,20118,"X100hr_loading..Mg.ha",47.6
624,693,48213,"fwd_loading..Mg.ha",29
624,597,22170,"cwd_loading..Mg.ha",23.07
624,597,20638,"litter_loading..Mg.ha",33.73
624,597,21653,"duff_loading..Mg.ha",33.5
625,597,23427,"tree_loading..Mg.ha",793.61
625,597,12276,"snag_loading..Mg.ha",108.65
625,588,7446,"shrub_loading..Mg.ha",58.71
625,588,6352,"herb_loading..Mg.ha",4
625,606,32276,"X1hr_loading..Mg.ha",5.26
625,586,9860,"X10hr_loading..Mg.ha",67.78
625,624,29525,"X100hr_loading..Mg.ha",57.41
625,606,32196,"fwd_loading..Mg.ha",57.12
625,606,31799,"X1KhrS_loading..Mg.ha",82.59
625,606,32201,"X1KhrR_loading..Mg.ha",52.53
625,623,25616,"X10KhrS_loading..Mg.ha",210.65
625,606,31526,"X10KhrR_loading..Mg.ha",64.56
625,610,27885,"GT10KhrS_loading..Mg.ha",815.92
625,606,31901,"GT10KhrR_loading..Mg.ha",147.62
625,610,27885,"cwd_sound_loading..Mg.ha",818.63
625,634,26228,"cwd_rotten_loading..Mg.ha",183.27
625,610,27885,"cwd_loading..Mg.ha",818.63
625,597,18842,"litter_loading..Mg.ha",49.81
626,597,10939,"snag_loading..Mg.ha",311.28
626,94,48280,"X10hr_loading..Mg.ha",21.52
626,597,11250,"X100hr_loading..Mg.ha",84.74
626,752,48956,"X1KhrS_loading..Mg.ha",60
626,58,321,"X1KhrR_loading..Mg.ha",52.04
626,8,72,"X1Khr_loading..Mg.ha",382.82
626,624,29634,"X10KhrR_loading..Mg.ha",70.83
626,94,48280,"X10Khr_loading..Mg.ha",117.47
626,619,26874,"cwd_sound_loading..Mg.ha",320.03
626,632,30464,"cwd_rotten_loading..Mg.ha",374.55
626,632,30464,"cwd_loading..Mg.ha",378.01
626,636,41998,"litter_loading..Mg.ha",120.9
627,597,10100,"snag_loading..Mg.ha",131.21
627,91,723,"X1hr_loading..Mg.ha",2.69
627,623,25658,"X10hr_loading..Mg.ha",14.04
627,618,29151,"X100hr_loading..Mg.ha",26.5
627,2,10,"X1KhrS_loading..Mg.ha",45.7
627,610,28251,"X1KhrR_loading..Mg.ha",22.56
627,618,29151,"GT10KhrS_loading..Mg.ha",181.04
627,633,25735,"cwd_sound_loading..Mg.ha",293.22
627,632,30296,"cwd_loading..Mg.ha",530.15
627,597,18766,"litter_loading..Mg.ha",135.5
628,597,22914,"shrub_loading..Mg.ha",7.24
628,61,339,"herb_loading..Mg.ha",2.67
628,628,33600,"X1hr_loading..Mg.ha",2.61
628,597,22921,"X10hr_loading..Mg.ha",6
628,597,18255,"X100hr_loading..Mg.ha",29.97
628,628,33565,"cwd_loading..Mg.ha",72.79
629,597,11037,"snag_loading..Mg.ha",39.98
629,580,1287,"shrub_loading..Mg.ha",17.99
629,604,27093,"X1hr_loading..Mg.ha",1.57
629,597,11056,"X10hr_loading..Mg.ha",12.44
629,597,11323,"X100hr_loading..Mg.ha",21.41
629,619,26855,"X1KhrS_loading..Mg.ha",15.03
629,619,26855,"cwd_sound_loading..Mg.ha",15.03
629,597,11107,"cwd_loading..Mg.ha",36.2
629,597,11000,"litter_loading..Mg.ha",62.13
629,597,11000,"duff_loading..Mg.ha",56.1
630,597,18252,"snag_loading..Mg.ha",82.09
630,573,1213,"shrub_loading..Mg.ha",6.43
630,597,21376,"herb_loading..Mg.ha",1.49
630,628,33532,"X1hr_loading..Mg.ha",2.77
630,597,11619,"X10hr_loading..Mg.ha",12.44
630,597,18270,"X100hr_loading..Mg.ha",22.75
630,628,33621,"fwd_loading..Mg.ha",16.54
630,628,33516,"cwd_sound_loading..Mg.ha",88.97
630,628,33542,"cwd_rotten_loading..Mg.ha",41.61
630,628,33516,"cwd_loading..Mg.ha",88.97
630,597,11161,"litter_loading..Mg.ha",18.61
630,4,26,"duff_depth..cm",3.25
630,4,26,"duff_loading..Mg.ha",78.76
631,597,17705,"snag_loading..Mg.ha",97.62
631,580,1292,"shrub_loading..Mg.ha",44.2
631,747,48928,"X1hr_loading..Mg.ha",17.6
631,747,48928,"X10hr_loading..Mg.ha",29.4
631,610,28171,"X100hr_loading..Mg.ha",70.94
631,627,27610,"fwd_loading..Mg.ha",66.41
631,9,347,"X1KhrS_loading..Mg.ha",52.06
631,77,476,"X1KhrR_loading..Mg.ha",20.5
631,610,28008,"X10KhrS_loading..Mg.ha",54.9
631,697,48277,"X10Khr_loading..Mg.ha",125.09
631,610,28025,"GT10KhrR_loading..Mg.ha",94.68
631,594,9138,"cwd_sound_loading..Mg.ha",176.06
631,632,30303,"cwd_rotten_loading..Mg.ha",366.25
631,632,30303,"cwd_loading..Mg.ha",366.25
631,677,47872,"litter_depth..cm",10.16
631,759,49005,"litter_loading..Mg.ha",185.2
631,759,49005,"duff_loading..Mg.ha",121.1
632,597,19016,"snag_loading..Mg.ha",76.75
632,698,48322,"X1hr_loading..Mg.ha",3.81
632,698,48320,"X100hr_loading..Mg.ha",34.52
632,2,9,"X1KhrS_loading..Mg.ha",53.98
632,613,24315,"X10KhrS_loading..Mg.ha",97.31
632,597,18825,"litter_loading..Mg.ha",75.31
633,627,27643,"herb_loading..Mg.ha",0.93
633,627,27606,"X1hr_loading..Mg.ha",7.73
633,627,27606,"X100hr_loading..Mg.ha",71.3
633,627,27606,"fwd_loading..Mg.ha",80.42
633,632,30371,"cwd_sound_loading..Mg.ha",160.44
633,632,30371,"cwd_loading..Mg.ha",515.77
633,629,27704,"litter_loading..Mg.ha",244.98
634,597,10991,"snag_loading..Mg.ha",196.14
634,597,11017,"litter_loading..Mg.ha",90.63
635,588,5575,"herb_loading..Mg.ha",20.53
635,586,9812,"X1hr_loading..Mg.ha",4.91
635,606,31925,"X10hr_loading..Mg.ha",14.43
635,630,41621,"X100hr_loading..Mg.ha",39.76
635,621,29364,"X10KhrS_loading..Mg.ha",44.91
635,627,27604,"cwd_sound_loading..Mg.ha",984.1
635,634,26255,"cwd_rotten_loading..Mg.ha",297.1
635,627,27604,"cwd_loading..Mg.ha",984.1
635,588,7834,"litter_depth..cm",7.62
635,597,11395,"litter_loading..Mg.ha",52.84
635,597,10033,"duff_loading..Mg.ha",72.85
636,707,48440,"herb_loading..Mg.ha",4.61
636,628,33458,"X1hr_loading..Mg.ha",5.36
636,628,33448,"X10hr_loading..Mg.ha",4.59
636,628,33458,"fwd_loading..Mg.ha",6.38
638,597,10068,"snag_loading..Mg.ha",57.89
638,698,48317,"X1hr_loading..Mg.ha",8.52
638,617,25331,"X100hr_loading..Mg.ha",100.55
638,597,18816,"litter_loading..Mg.ha",48.9
639,597,23271,"tree_loading..Mg.ha",1176.48
639,588,8160,"shrub_loading..Mg.ha",58.71
639,588,6193,"herb_loading..Mg.ha",12.84
639,628,33636,"X1hr_loading..Mg.ha",11.6
639,586,9962,"X10hr_loading..Mg.ha",23.99
639,700,48397,"X100hr_loading..Mg.ha",44.23
639,700,48398,"X1KhrS_loading..Mg.ha",167.03
639,606,31636,"X1KhrR_loading..Mg.ha",52.21
639,612,24534,"GT10KhrS_loading..Mg.ha",261.07
639,612,24534,"cwd_sound_loading..Mg.ha",303.63
639,635,26562,"cwd_rotten_loading..Mg.ha",289.48
639,612,24534,"cwd_loading..Mg.ha",303.63
639,677,47861,"litter_depth..cm",16
639,636,49066,"litter_loading..Mg.ha",110.35
639,9,363,"duff_loading..Mg.ha",146.16
640,597,18698,"snag_loading..Mg.ha",184.14
640,610,28054,"X10hr_loading..Mg.ha",15.25
640,608,39686,"X100hr_loading..Mg.ha",27.04
640,608,39686,"fwd_loading..Mg.ha",29.52
640,623,25479,"X1KhrS_loading..Mg.ha",60.14
640,606,31995,"X1KhrR_loading..Mg.ha",54.01
640,616,24833,"X10KhrS_loading..Mg.ha",283.74
640,616,24833,"cwd_sound_loading..Mg.ha",307.8
640,616,24833,"cwd_loading..Mg.ha",307.8
642,90,678,"X1hr_loading..Mg.ha",11.65
642,616,24908,"X10hr_loading..Mg.ha",19.26
642,617,25246,"X100hr_loading..Mg.ha",56.9
642,613,24104,"X1KhrS_loading..Mg.ha",42.96
642,613,24219,"X1KhrR_loading..Mg.ha",24.35
642,614,28851,"GT10KhrS_loading..Mg.ha",982.73
642,623,25347,"GT10KhrR_loading..Mg.ha",266.16
642,614,28851,"cwd_sound_loading..Mg.ha",1031.77
642,633,25876,"cwd_rotten_loading..Mg.ha",618.95
642,614,28851,"cwd_loading..Mg.ha",1031.77
642,595,9534,"litter_loading..Mg.ha",40.04
643,597,18729,"tree_loading..Mg.ha",835.73
643,629,27689,"herb_loading..Mg.ha",11.2
643,628,33702,"X1hr_loading..Mg.ha",9.94
643,625,29983,"X10hr_loading..Mg.ha",32.82
643,625,29893,"X100hr_loading..Mg.ha",50
643,569,1104,"X1KhrS_loading..Mg.ha",75.49
643,605,39834,"X1KhrR_loading..Mg.ha",43.34
643,623,25685,"X10KhrS_loading..Mg.ha",136.93
643,606,32267,"X10KhrR_loading..Mg.ha",130.88
643,618,29190,"GT10KhrS_loading..Mg.ha",258.81
643,594,8859,"cwd_sound_loading..Mg.ha",324.26
643,632,30341,"cwd_rotten_loading..Mg.ha",274.41
643,632,30341,"cwd_loading..Mg.ha",276.63
643,9,355,"litter_depth..cm",7.7
643,629,27663,"litter_loading..Mg.ha",279.98
643,759,49009,"duff_loading..Mg.ha",130
644,595,9526,"shrub_loading..Mg.ha",11.42
644,595,9526,"herb_loading..Mg.ha",2.96
644,594,9363,"X10hr_loading..Mg.ha",20.25
644,594,8975,"cwd_sound_loading..Mg.ha",143.9
644,594,9173,"cwd_rotten_loading..Mg.ha",127.59
644,595,9519,"litter_depth..cm",8.76
644,597,18747,"litter_loading..Mg.ha",54.74
644,595,9519,"duff_depth..cm",17.78
644,595,9519,"duff_loading..Mg.ha",188.2
645,597,23329,"snag_loading..Mg.ha",457.58
645,90,690,"X1hr_loading..Mg.ha",13.44
645,617,25219,"X10hr_loading..Mg.ha",19.71
645,617,25310,"X100hr_loading..Mg.ha",56.07
645,9,359,"X1KhrS_loading..Mg.ha",84.9
645,9,359,"X1KhrR_loading..Mg.ha",135.74
645,613,24226,"GT10KhrR_loading..Mg.ha",312.5
645,635,26585,"cwd_loading..Mg.ha",1012.55
646,630,40465,"X10hr_loading..Mg.ha",4.41
646,630,40465,"X100hr_loading..Mg.ha",17.16
646,630,40465,"fwd_loading..Mg.ha",21.84
646,630,40371,"litter_depth..cm",1.78
646,630,40371,"litter_loading..Mg.ha",7.86
648,645,47519,"herb_loading..Mg.ha",6.84
652,597,13505,"snag_loading..Mg.ha",63.92
652,588,5786,"shrub_loading..Mg.ha",77.42
652,588,6808,"herb_loading..Mg.ha",12.84
652,43,245,"X1hr_loading..Mg.ha",3
652,597,12209,"X10hr_loading..Mg.ha",28.81
652,597,13975,"X100hr_loading..Mg.ha",113
652,597,13481,"litter_loading..Mg.ha",42.71
652,597,13784,"duff_loading..Mg.ha",227.51
655,597,19702,"snag_loading..Mg.ha",29.16
655,597,19402,"shrub_loading..Mg.ha",10.11
655,597,19271,"X1hr_loading..Mg.ha",1.05
655,597,19245,"X10hr_loading..Mg.ha",11.49
655,597,19245,"X100hr_loading..Mg.ha",174.19
655,597,13614,"duff_loading..Mg.ha",81.87
656,597,22595,"snag_loading..Mg.ha",24.53
656,597,21965,"shrub_loading..Mg.ha",7.02
656,597,21265,"X1hr_loading..Mg.ha",0.4
656,597,21265,"X10hr_loading..Mg.ha",4.84
656,597,21151,"cwd_loading..Mg.ha",17.35
656,597,21098,"duff_loading..Mg.ha",44.56
657,597,17954,"X1hr_loading..Mg.ha",0.85
657,597,15762,"cwd_loading..Mg.ha",51.22
659,597,12530,"snag_loading..Mg.ha",55.57
659,597,14001,"X100hr_loading..Mg.ha",23
659,597,13923,"duff_loading..Mg.ha",100.69
660,597,13493,"snag_loading..Mg.ha",79.3
660,597,18662,"shrub_loading..Mg.ha",10.49
660,740,48843,"herb_loading..Mg.ha",7.85
660,716,47448,"X1hr_loading..Mg.ha",9.42
660,597,14924,"X10hr_loading..Mg.ha",16.58
660,641,48532,"X100hr_loading..Mg.ha",52.46
660,597,16315,"cwd_loading..Mg.ha",157.01
660,636,42014,"litter_loading..Mg.ha",46.18
660,597,19540,"duff_loading..Mg.ha",89.97
661,597,19705,"snag_loading..Mg.ha",65.31
661,597,23898,"herb_loading..Mg.ha",1.56
661,716,47463,"X1hr_loading..Mg.ha",10.76
661,716,47467,"X10hr_loading..Mg.ha",11.88
661,597,19253,"X100hr_loading..Mg.ha",36.84
661,597,17939,"cwd_loading..Mg.ha",72.83
661,636,42044,"litter_loading..Mg.ha",48.51
662,597,20220,"snag_loading..Mg.ha",50.4
662,597,14305,"shrub_loading..Mg.ha",10.58
662,597,17171,"X1hr_loading..Mg.ha",0.8
662,597,20580,"X10hr_loading..Mg.ha",8.39
662,597,14235,"X100hr_loading..Mg.ha",73.58
662,597,10542,"cwd_loading..Mg.ha",38.09
662,597,17239,"litter_loading..Mg.ha",48.12
662,597,15929,"duff_loading..Mg.ha",40.2
663,597,12460,"snag_loading..Mg.ha",58.32
663,597,11132,"shrub_loading..Mg.ha",9.17
663,718,48543,"X1hr_loading..Mg.ha",2.47
663,597,10969,"X10hr_loading..Mg.ha",8.42
663,597,18579,"X100hr_loading..Mg.ha",29.09
663,597,14243,"cwd_loading..Mg.ha",62.99
663,597,19839,"duff_loading..Mg.ha",67
664,597,19741,"X10hr_loading..Mg.ha",7.31
664,597,19741,"X100hr_loading..Mg.ha",22.72
665,597,19805,"snag_loading..Mg.ha",54.19
665,643,47500,"X1hr_loading..Mg.ha",5.3
665,597,13135,"X10hr_loading..Mg.ha",13.93
665,597,13873,"X100hr_loading..Mg.ha",41.23
665,597,14011,"cwd_loading..Mg.ha",37.34
666,597,12167,"tree_loading..Mg.ha",657.4
666,597,15326,"snag_loading..Mg.ha",103.91
666,597,23947,"shrub_loading..Mg.ha",14.13
666,597,14181,"X1hr_loading..Mg.ha",3.19
666,597,17271,"X10hr_loading..Mg.ha",31.25
666,597,19979,"X100hr_loading..Mg.ha",65.79
666,597,15689,"cwd_loading..Mg.ha",167.76
666,597,15776,"litter_loading..Mg.ha",62.06
666,597,13542,"duff_loading..Mg.ha",186.4
667,597,15330,"snag_loading..Mg.ha",37.7
667,597,14940,"shrub_loading..Mg.ha",9.51
667,597,17272,"X100hr_loading..Mg.ha",33.59
667,597,14775,"cwd_loading..Mg.ha",105.98
668,597,13994,"X10hr_loading..Mg.ha",8.29
668,597,19758,"cwd_loading..Mg.ha",40.41
668,597,15496,"duff_loading..Mg.ha",76.95
670,597,14236,"X100hr_loading..Mg.ha",12.94
670,597,12835,"duff_loading..Mg.ha",14.62
672,597,11908,"snag_loading..Mg.ha",60.43
672,597,19638,"duff_loading..Mg.ha",30.63
676,678,47891,"X1hr_loading..Mg.ha",10.54
676,678,47892,"X10hr_loading..Mg.ha",22.19
676,597,13848,"X100hr_loading..Mg.ha",39.7
676,577,1056,"X1KhrS_loading..Mg.ha",68.99
677,597,17089,"snag_loading..Mg.ha",17.82
677,597,17309,"shrub_loading..Mg.ha",9.51
677,597,17980,"X1hr_loading..Mg.ha",1.01
677,597,17484,"X10hr_loading..Mg.ha",4.57
677,597,16573,"X100hr_loading..Mg.ha",67.27
677,636,49189,"cwd_rotten_loading..Mg.ha",7.96
677,597,17153,"cwd_loading..Mg.ha",47.18
677,731,48753,"litter_depth..cm",21.1
677,597,15711,"duff_loading..Mg.ha",59.72
679,597,21842,"tree_loading..Mg.ha",229.92
679,636,42059,"shrub_loading..Mg.ha",9
679,597,21251,"X1hr_loading..Mg.ha",1.17
679,597,21251,"X10hr_loading..Mg.ha",17
679,597,11846,"duff_loading..Mg.ha",74.66
680,597,16995,"tree_loading..Mg.ha",528.49
680,597,15365,"snag_loading..Mg.ha",187.82
680,597,22704,"X1hr_loading..Mg.ha",1.99
680,597,22704,"X10hr_loading..Mg.ha",18.65
680,597,19585,"X100hr_loading..Mg.ha",44.79
680,597,16976,"cwd_loading..Mg.ha",248.34
680,597,16288,"litter_loading..Mg.ha",62.06
680,597,14738,"duff_loading..Mg.ha",57.43
682,597,18301,"snag_loading..Mg.ha",42.71
682,597,19293,"shrub_loading..Mg.ha",10.4
682,43,243,"X1hr_loading..Mg.ha",6.9
682,89,704,"X10hr_loading..Mg.ha",17.7
682,597,13125,"X100hr_loading..Mg.ha",40.47
682,597,12851,"cwd_loading..Mg.ha",82.5
683,597,13536,"X1hr_loading..Mg.ha",1.09
683,597,13536,"X10hr_loading..Mg.ha",12.02
683,597,13905,"cwd_loading..Mg.ha",38.27
684,597,17441,"snag_loading..Mg.ha",102.34
684,16,122,"herb_loading..Mg.ha",8.85
684,728,48711,"X1hr_loading..Mg.ha",33.47
684,597,17448,"X10hr_loading..Mg.ha",20.73
684,597,16283,"X100hr_loading..Mg.ha",36.83
684,679,47991,"X1KhrS_loading..Mg.ha",14.8
684,679,47992,"X1KhrR_loading..Mg.ha",9.19
684,636,42055,"cwd_rotten_loading..Mg.ha",7.99
684,597,17448,"cwd_loading..Mg.ha",134.84
684,597,15321,"litter_loading..Mg.ha",82.49
684,597,14570,"duff_loading..Mg.ha",114.85
